session,ccy,front,dte,dte_short,K,F,side_native,oi,c,p,seat,d_pct,dead,dOI_c,dOI_p,near,smile_resid,outcome,d_fwd_pct
2026-07-02,JPY,2026-08-07,36,0,0.00625,0.0062445,above,3245,1216,2029,1.0,0.0881,0,503,1346,1,-0.198,AWAY,0.547
2026-07-02,AUD,2026-08-07,36,0,0.7,0.69105,above,2514,2173,341,1.0,1.2951,0,12,0,0,-0.033,,0.7992
2026-07-02,AUD,2026-08-07,36,0,0.695,0.69105,above,1362,764,598,1.0,0.5716,0,53,-1,0,-0.022,,0.0792
2026-07-02,AUD,2026-08-07,36,0,0.72,0.69105,above,1060,946,114,1.0,4.1893,0,0,0,0,,,3.6792
2026-07-02,CAD,2026-08-07,36,0,0.725,0.7074,above,1233,1109,124,1.0,2.488,0,486,0,0,,,2.3144
2026-07-02,CAD,2026-08-07,36,0,0.705,0.7074,below,843,96,747,1.0,-0.3393,0,0,87,1,-0.097,AWAY,-0.508
2026-07-02,CAD,2026-08-07,36,0,0.715,0.7074,above,764,294,470,1.0,1.0744,0,89,-5,0,-0.07,,0.9032
2026-07-02,CHF,2026-08-07,36,0,1.375,1.2542,above,284,284,0,1.0,9.6316,0,0,0,0,,,10.3974
2026-07-02,CHF,2026-08-07,36,0,1.34,1.2542,above,284,284,0,1.0,6.841,0,0,0,0,,,7.5873
2026-07-02,CHF,2026-08-07,36,0,1.275,1.2542,above,247,40,207,1.0,1.6584,0,1,-1,0,0.021,,2.3685
2026-07-06,EUR,2026-08-07,32,0,1.14,1.1476,below,8833,279,8554,1.0,-0.6623,0,1,33,0,0.007,,-0.1445
2026-07-06,EUR,2026-08-07,32,0,1.13,1.1476,below,6810,8,6802,1.0,-1.5336,0,0,2392,0,-0.021,,-1.0205
2026-07-06,EUR,2026-08-07,32,0,1.17,1.1476,above,4630,1838,2792,1.0,1.9519,0,5,-1,0,-0.086,,2.4832
2026-07-06,GBP,2026-08-07,32,0,1.265,1.3395,below,1370,0,1370,1.0,-5.5618,0,0,0,0,,,-5.3144
2026-07-06,GBP,2026-08-07,32,0,1.355,1.3395,above,1223,517,706,1.0,1.1571,0,46,0,0,-0.038,,1.4222
2026-07-06,GBP,2026-08-07,32,0,1.37,1.3395,above,814,755,59,1.0,2.277,0,0,0,0,0.13,,2.5449
2026-07-06,JPY,2026-08-07,32,0,0.0063,0.0062065,above,7137,4526,2611,1.0,1.5065,0,879,0,0,-0.014,,1.7688
2026-07-06,JPY,2026-08-07,32,0,0.0064,0.0062065,above,5062,5007,55,1.0,3.1177,0,28,0,0,-0.062,,3.3842
2026-07-06,JPY,2026-08-07,32,0,0.00635,0.0062065,above,3424,3380,44,1.0,2.3121,0,1488,0,0,-0.033,,2.5765
2026-07-06,AUD,2026-08-07,32,0,0.7,0.6949,above,2515,2174,341,1.0,0.7339,0,1,0,0,-0.085,,1.2292
2026-07-06,AUD,2026-08-07,32,0,0.695,0.6949,above,1361,763,598,1.0,0.0144,0,-1,0,1,-0.013,AWAY,0.5061
2026-07-06,AUD,2026-08-07,32,0,0.72,0.6949,above,1058,946,112,1.0,3.612,0,0,-2,0,,,4.1215
2026-07-06,CAD,2026-08-07,32,0,0.725,0.706,above,1233,1109,124,1.0,2.6912,0,0,0,0,,,2.3
2026-07-06,CAD,2026-08-07,32,0,0.705,0.706,below,843,96,747,1.0,-0.1416,0,0,0,1,-0.034,AWAY,-0.5221
2026-07-06,CAD,2026-08-07,32,0,0.715,0.706,above,742,272,470,1.0,1.2748,0,-22,0,0,-0.074,,0.889
2026-07-06,CHF,2026-08-07,32,0,1.255,1.2518,above,485,292,193,1.0,0.2556,0,93,184,1,-0.029,AWAY,1.4715
2026-07-06,CHF,2026-08-07,32,0,1.375,1.2518,above,284,284,0,1.0,9.8418,0,0,0,0,,,11.174
2026-07-06,CHF,2026-08-07,32,0,1.34,1.2518,above,284,284,0,1.0,7.0459,0,0,0,0,,,8.3441
2026-07-07,EUR,2026-08-07,31,0,1.14,1.14515,below,8707,278,8429,1.0,-0.4497,0,-1,-125,1,-0.028,PIN,-0.4584
2026-07-07,EUR,2026-08-07,31,0,1.13,1.14515,below,6810,8,6802,1.0,-1.323,0,0,0,0,-0.01,,-1.3316
2026-07-07,EUR,2026-08-07,31,0,1.17,1.14515,above,4633,1841,2792,1.0,2.17,0,3,0,0,-0.024,,2.1611
2026-07-07,GBP,2026-08-07,31,0,1.265,1.3364,below,1370,0,1370,1.0,-5.3427,0,0,0,0,,,-5.47
2026-07-07,GBP,2026-08-07,31,0,1.355,1.3364,above,1233,527,706,1.0,1.3918,0,10,0,0,-0.014,,1.2554
2026-07-07,GBP,2026-08-07,31,0,1.37,1.3364,above,814,755,59,1.0,2.5142,0,0,0,0,-0.08,,2.3763
2026-07-07,JPY,2026-08-07,31,0,0.0063,0.00621,above,5233,2622,2611,1.0,1.4493,0,-1904,0,0,-0.08,,1.6785
2026-07-07,JPY,2026-08-07,31,0,0.0064,0.00621,above,4805,4750,55,1.0,3.0596,0,-257,0,0,0.056,,3.2924
2026-07-07,JPY,2026-08-07,31,0,0.00635,0.00621,above,3477,3433,44,1.0,2.2544,0,53,0,0,0.065,,2.4855
2026-07-07,AUD,2026-08-07,31,0,0.7,0.6925,above,2515,2174,341,1.0,1.083,0,0,0,0,0.044,,0.4737
2026-07-07,AUD,2026-08-07,31,0,0.695,0.6925,above,1363,765,598,1.0,0.361,0,2,0,1,-0.013,THROUGH,-0.244
2026-07-07,AUD,2026-08-07,31,0,0.72,0.6925,above,1058,946,112,1.0,3.9711,0,0,0,0,,,3.3443
2026-07-07,CAD,2026-08-07,31,0,0.725,0.70665,above,1233,1109,124,1.0,2.5968,0,0,0,0,,,1.7044
2026-07-07,CAD,2026-08-07,31,0,0.703,0.70665,below,1002,908,94,1.0,-0.5165,0,908,90,0,0.096,,-1.3818
2026-07-07,CAD,2026-08-07,31,0,0.705,0.70665,below,888,125,763,1.0,-0.2335,0,29,16,1,-0.034,AWAY,-1.1012
2026-07-07,CHF,2026-08-07,31,0,1.255,1.2475,above,485,292,193,1.0,0.6012,0,0,0,0,-0.037,,0.864
2026-07-07,CHF,2026-08-07,31,0,1.375,1.2475,above,284,284,0,1.0,10.2204,1,0,0,0,,,10.5083
2026-07-07,CHF,2026-08-07,31,0,1.34,1.2475,above,284,284,0,1.0,7.4148,1,0,0,0,,,7.6954
2026-07-08,EUR,2026-08-07,30,0,1.14,1.1457,below,8646,278,8368,1.0,-0.4975,0,0,-61,1,0.009,AWAY,-0.8264
2026-07-08,EUR,2026-08-07,30,0,1.13,1.1457,below,6840,7,6833,1.0,-1.3703,0,-1,31,0,0.037,,-1.6964
2026-07-08,EUR,2026-08-07,30,0,1.17,1.1457,above,4686,1894,2792,1.0,2.121,0,53,0,0,0.065,,1.7834
2026-07-08,GBP,2026-08-07,30,0,1.265,1.34,below,1370,0,1370,1.0,-5.597,0,0,0,0,,,-6.5455
2026-07-08,GBP,2026-08-07,30,0,1.355,1.34,above,1239,533,706,1.0,1.1194,0,6,0,0,0.036,,0.1034
2026-07-08,GBP,2026-08-07,30,0,1.345,1.34,above,825,822,3,1.0,0.3731,0,24,0,1,0.004,THROUGH,-0.6353
2026-07-08,JPY,2026-08-07,30,0,0.0063,0.006188,above,5229,2618,2611,1.0,1.81,0,-4,0,0,-0.031,,1.5965
2026-07-08,JPY,2026-08-07,30,0,0.0064,0.006188,above,3605,3550,55,1.0,3.426,0,-1200,0,0,0.065,,3.2092
2026-07-08,JPY,2026-08-07,30,0,0.00635,0.006188,above,3448,3404,44,1.0,2.618,0,-29,0,0,0.072,,2.4028
2026-07-08,AUD,2026-08-07,30,0,0.7,0.69275,above,2545,2204,341,1.0,1.0466,0,30,0,0,-0.031,,-0.0143
2026-07-08,AUD,2026-08-07,30,0,0.695,0.69275,above,1363,765,598,1.0,0.3248,0,0,0,1,-0.051,THROUGH,-0.7285
2026-07-08,AUD,2026-08-07,30,0,0.72,0.69275,above,1057,945,112,1.0,3.9336,0,-1,0,0,,,2.8425
2026-07-08,CAD,2026-08-07,30,0,0.725,0.7079,above,1233,1109,124,1.0,2.4156,0,0,0,0,,,1.5335
2026-07-08,CAD,2026-08-07,30,0,0.703,0.7079,below,1093,908,185,1.0,-0.6922,0,0,91,0,-0.049,,-1.5475
2026-07-08,CAD,2026-08-07,30,0,0.705,0.7079,below,984,125,859,1.0,-0.4097,0,0,96,1,0.029,AWAY,-1.2674
2026-07-08,CHF,2026-08-07,30,0,1.255,1.2473,above,485,292,193,1.0,0.6173,0,0,0,0,-0.003,,0.3197
2026-07-08,CHF,2026-08-07,30,0,1.375,1.2473,above,284,284,0,1.0,10.2381,1,0,0,0,,,9.9121
2026-07-08,CHF,2026-08-07,30,0,1.34,1.2473,above,284,284,0,1.0,7.4321,1,0,0,0,,,7.1143
2026-07-09,EUR,2026-08-07,29,0,1.14,1.14635,below,8646,278,8368,1.0,-0.5539,0,0,0,0,0.051,,-0.5669
2026-07-09,EUR,2026-08-07,29,0,1.13,1.14635,below,7340,7,7333,1.0,-1.4263,0,0,500,0,0.041,,-1.4392
2026-07-09,EUR,2026-08-07,29,0,1.15,1.14635,above,5152,3214,1938,1.0,0.3184,0,495,1,1,-0.021,PIN,0.3053
2026-07-09,GBP,2026-08-07,29,0,1.265,1.3416,below,1370,0,1370,1.0,-5.7096,0,0,0,0,,,-6.0876
2026-07-09,GBP,2026-08-07,29,0,1.355,1.3416,above,1239,533,706,1.0,0.9988,0,0,0,0,-0.002,,0.5939
2026-07-09,GBP,2026-08-07,29,0,1.345,1.3416,above,825,822,3,1.0,0.2534,0,0,0,1,-0.028,THROUGH,-0.1485
2026-07-09,JPY,2026-08-07,29,0,0.0063,0.0061915,above,5242,2631,2611,1.0,1.7524,0,13,0,0,-0.024,,1.8511
2026-07-09,JPY,2026-08-07,29,0,0.0064,0.0061915,above,3597,3542,55,1.0,3.3675,0,-8,0,0,-0.114,,3.4678
2026-07-09,JPY,2026-08-07,29,0,0.00635,0.0061915,above,3447,3403,44,1.0,2.56,0,-1,0,0,-0.055,,2.6594
2026-07-09,AUD,2026-08-07,29,0,0.7,0.69345,above,2555,2214,341,1.0,0.9446,0,10,0,0,0.043,,0.1789
2026-07-09,AUD,2026-08-07,29,0,0.695,0.69345,above,1363,765,598,1.0,0.2235,0,0,0,1,-0.107,THROUGH,-0.5367
2026-07-09,AUD,2026-08-07,29,0,0.72,0.69345,above,1057,945,112,1.0,3.8287,0,0,0,0,,,3.0411
2026-07-09,CAD,2026-08-07,29,0,0.725,0.70795,above,1233,1109,124,1.0,2.4084,0,0,0,0,,,1.5833
2026-07-09,CAD,2026-08-07,29,0,0.703,0.70795,below,1110,908,202,1.0,-0.6992,0,0,17,0,-0.049,,-1.4992
2026-07-09,CAD,2026-08-07,29,0,0.705,0.70795,below,1006,125,881,1.0,-0.4167,0,0,22,1,-0.038,AWAY,-1.219
2026-07-09,CHF,2026-08-07,29,0,1.255,1.2485,above,485,292,193,1.0,0.5206,0,0,0,0,0.007,,0.8802
2026-07-09,CHF,2026-08-07,29,0,1.375,1.2485,above,284,284,0,1.0,10.1322,1,0,0,0,,,10.5261
2026-07-09,CHF,2026-08-07,29,0,1.34,1.2485,above,284,284,0,1.0,7.3288,1,0,0,0,,,7.7127
2026-07-10,EUR,2026-08-07,28,0,1.14,1.1446,below,8651,278,8373,1.0,-0.4019,0,0,5,1,-0.028,AWAY,-0.5409
2026-07-10,EUR,2026-08-07,28,0,1.13,1.1446,below,7676,7,7669,1.0,-1.2756,0,0,336,0,-0.009,,-1.4134
2026-07-10,EUR,2026-08-07,28,0,1.15,1.1446,above,5344,3388,1956,1.0,0.4718,0,174,18,1,0.019,PIN,0.3315
2026-07-10,GBP,2026-08-07,28,0,1.265,1.3399,below,1370,0,1370,1.0,-5.59,0,0,0,0,,,-5.9759
2026-07-10,GBP,2026-08-07,28,0,1.355,1.3399,above,1239,533,706,1.0,1.1269,0,0,0,0,-0.004,,0.7135
2026-07-10,GBP,2026-08-07,28,0,1.345,1.3399,above,824,821,3,1.0,0.3806,0,-1,0,1,0.008,THROUGH,-0.0297
2026-07-10,JPY,2026-08-07,28,0,0.0063,0.006216,above,5498,2887,2611,1.0,1.3514,0,256,0,0,-0.009,,1.8923
2026-07-10,JPY,2026-08-07,28,0,0.00625,0.006216,above,4296,2267,2029,1.0,0.547,0,855,0,0,0.04,,1.0836
2026-07-10,JPY,2026-08-07,28,0,0.00635,0.006216,above,4026,3982,44,1.0,2.1557,0,579,0,0,-0.061,,2.701
2026-07-10,AUD,2026-08-07,28,0,0.7,0.69445,above,2556,2215,341,1.0,0.7992,0,1,0,0,0.051,,0.3512
2026-07-10,AUD,2026-08-07,28,0,0.695,0.69445,above,1344,748,596,1.0,0.0792,0,-17,-2,1,0.026,THROUGH,-0.3656
2026-07-10,AUD,2026-08-07,28,0,0.72,0.69445,above,1057,945,112,1.0,3.6792,0,0,0,0,,,3.2184
2026-07-10,CAD,2026-08-07,28,0,0.725,0.7086,above,1213,1089,124,1.0,2.3144,0,-20,0,0,,,1.3277
2026-07-10,CAD,2026-08-07,28,0,0.703,0.7086,below,1110,908,202,1.0,-0.7903,0,0,0,0,-0.051,,-1.747
2026-07-10,CAD,2026-08-07,28,0,0.705,0.7086,below,1019,125,894,1.0,-0.508,0,0,13,0,0.027,,-1.4675
2026-07-10,CHF,2026-08-07,28,0,1.255,1.2455,above,485,292,193,1.0,0.7627,0,0,0,0,-0.04,,0.7142
2026-07-10,CHF,2026-08-07,28,0,1.375,1.2455,above,284,284,0,1.0,10.3974,1,0,0,0,,,10.3443
2026-07-10,CHF,2026-08-07,28,0,1.34,1.2455,above,284,284,0,1.0,7.5873,1,0,0,0,,,7.5355
2026-07-13,EUR,2026-08-07,25,0,1.14,1.14165,below,8724,278,8446,1.0,-0.1445,0,0,73,1,-0.004,PIN,-0.354
2026-07-13,EUR,2026-08-07,25,0,1.13,1.14165,below,8254,7,8247,1.0,-1.0205,0,0,578,0,-0.005,,-1.2281
2026-07-13,EUR,2026-08-07,25,0,1.15,1.14165,above,5352,3390,1962,1.0,0.7314,0,2,6,0,-0.031,,0.5201
2026-07-13,GBP,2026-08-07,25,0,1.265,1.336,below,1370,0,1370,1.0,-5.3144,0,0,0,0,,,-5.8429
2026-07-13,GBP,2026-08-07,25,0,1.355,1.336,above,1239,533,706,1.0,1.4222,0,0,0,0,-0.01,,0.856
2026-07-13,GBP,2026-08-07,25,0,1.345,1.336,above,822,819,3,1.0,0.6737,0,-2,0,0,0.005,,0.1116
2026-07-13,JPY,2026-08-07,25,0,0.0063,0.0061905,above,5538,2927,2611,1.0,1.7688,0,40,0,0,-0.023,,1.9253
2026-07-13,JPY,2026-08-07,25,0,0.00625,0.0061905,above,4793,2764,2029,1.0,0.9612,0,497,0,0,-0.055,,1.1163
2026-07-13,JPY,2026-08-07,25,0,0.0064,0.0061905,above,3521,3466,55,1.0,3.3842,0,119,0,0,0.096,,3.5431
2026-07-13,AUD,2026-08-07,25,0,0.7,0.6915,above,2551,2210,341,1.0,1.2292,0,-5,0,0,0.049,,0.0786
2026-07-13,AUD,2026-08-07,25,0,0.695,0.6915,above,1343,747,596,1.0,0.5061,0,-1,0,0,0.063,,-0.6362
2026-07-13,AUD,2026-08-07,25,0,0.72,0.6915,above,1057,945,112,1.0,4.1215,0,0,0,0,,,2.938
2026-07-13,CAD,2026-08-07,25,0,0.725,0.7087,above,1212,1088,124,1.0,2.3,0,-1,0,0,,,1.683
2026-07-13,CAD,2026-08-07,25,0,0.703,0.7087,below,1110,908,202,1.0,-0.8043,0,0,0,0,-0.053,,-1.4025
2026-07-13,CAD,2026-08-07,25,0,0.705,0.7087,below,1021,125,896,1.0,-0.5221,0,0,2,0,0.03,,-1.122
2026-07-13,CHF,2026-08-07,25,0,1.255,1.2368,above,485,292,193,1.0,1.4715,0,0,0,0,-0.008,,1.0386
2026-07-13,CHF,2026-08-07,25,0,1.375,1.2368,above,284,284,0,1.0,11.174,1,0,0,0,,,10.6996
2026-07-13,CHF,2026-08-07,25,0,1.34,1.2368,above,284,284,0,1.0,8.3441,1,0,0,0,,,7.8818
2026-07-14,EUR,2026-08-07,24,0,1.13,1.14525,below,8183,6,8177,1.0,-1.3316,0,-1,-70,0,-0.02,,-1.1244
2026-07-14,EUR,2026-08-07,24,0,1.14,1.14525,below,7778,277,7501,1.0,-0.4584,0,-1,-945,1,0.019,PIN,-0.2494
2026-07-14,EUR,2026-08-07,24,0,1.16,1.14525,above,5451,4530,921,1.0,1.2879,0,439,-1,0,-0.069,,1.5006
2026-07-14,GBP,2026-08-07,24,0,1.265,1.3382,below,1370,0,1370,1.0,-5.47,0,0,0,0,,,-5.4559
2026-07-14,GBP,2026-08-07,24,0,1.355,1.3382,above,1238,532,706,1.0,1.2554,0,-1,0,0,-0.008,,1.2706
2026-07-14,GBP,2026-08-07,24,0,1.345,1.3382,above,822,819,3,1.0,0.5081,0,0,0,0,0.01,,0.5232
2026-07-14,JPY,2026-08-07,24,0,0.0063,0.006196,above,5497,2886,2611,1.0,1.6785,0,-41,0,0,-0.014,,2.3558
2026-07-14,JPY,2026-08-07,24,0,0.00625,0.006196,above,4807,2778,2029,1.0,0.8715,0,14,0,0,-0.145,,1.5435
2026-07-14,JPY,2026-08-07,24,0,0.0064,0.006196,above,3501,3447,54,1.0,3.2924,0,-19,-1,0,0.157,,3.9805
2026-07-14,AUD,2026-08-07,24,0,0.7,0.6967,above,2530,2189,341,1.0,0.4737,0,-21,0,1,-0.07,PIN,0.0214
2026-07-14,AUD,2026-08-07,24,0,0.695,0.6967,below,1344,748,596,1.0,-0.244,0,1,0,1,-0.009,AWAY,-0.693
2026-07-14,AUD,2026-08-07,24,0,0.72,0.6967,above,1057,945,112,1.0,3.3443,0,0,0,0,,,2.8792
2026-07-14,CAD,2026-08-07,24,0,0.725,0.71285,above,1211,1087,124,1.0,1.7044,0,-1,0,0,,,2.0336
2026-07-14,CAD,2026-08-07,24,0,0.703,0.71285,below,1110,908,202,1.0,-1.3818,0,0,0,0,0.025,,-1.0626
2026-07-14,CAD,2026-08-07,24,0,0.705,0.71285,below,1019,125,894,1.0,-1.1012,0,0,-2,0,0.136,,-0.7811
2026-07-14,CHF,2026-08-07,24,0,1.255,1.24425,above,487,294,193,1.0,0.864,0,2,0,0,-0.046,,1.41
2026-07-14,CHF,2026-08-07,24,0,1.375,1.24425,above,284,284,0,1.0,10.5083,1,0,0,0,,,11.1066
2026-07-14,CHF,2026-08-07,24,0,1.34,1.24425,above,284,284,0,1.0,7.6954,1,0,0,0,,,8.2785
2026-07-15,EUR,2026-08-07,23,0,1.13,1.1495,below,8189,6,8183,1.0,-1.6964,0,0,6,0,-0.038,,-1.1935
2026-07-15,EUR,2026-08-07,23,0,1.14,1.1495,below,7800,282,7518,1.0,-0.8264,0,5,17,0,-0.045,,-0.3192
2026-07-15,EUR,2026-08-07,23,0,1.16,1.1495,above,6991,6070,921,1.0,0.9134,0,1540,0,0,-0.042,,1.4296
2026-07-15,GBP,2026-08-07,23,0,1.265,1.3536,below,1370,0,1370,1.0,-6.5455,0,0,0,0,,,-5.4135
2026-07-15,GBP,2026-08-07,23,0,1.355,1.3536,above,1272,566,706,1.0,0.1034,0,34,0,1,-0.028,AWAY,1.316
2026-07-15,GBP,2026-08-07,23,0,1.345,1.3536,below,829,819,10,1.0,-0.6353,0,0,7,0,-0.039,,0.5683
2026-07-15,JPY,2026-08-07,23,0,0.0063,0.006201,above,5199,2588,2611,1.0,1.5965,0,-298,0,0,-0.013,,2.3226
2026-07-15,JPY,2026-08-07,23,0,0.00625,0.006201,above,4807,2778,2029,1.0,0.7902,0,0,0,0,0.035,,1.5105
2026-07-15,JPY,2026-08-07,23,0,0.0064,0.006201,above,3490,3436,54,1.0,3.2092,0,-11,0,0,-0.254,,3.9467
2026-07-15,AUD,2026-08-07,23,0,0.7,0.7001,below,2481,2141,340,1.0,-0.0143,0,-48,-1,1,-0.065,THROUGH,0.1717
2026-07-15,AUD,2026-08-07,23,0,0.695,0.7001,below,1342,747,595,1.0,-0.7285,0,-1,-1,0,-0.02,,-0.5438
2026-07-15,AUD,2026-08-07,23,0,0.72,0.7001,above,1057,945,112,1.0,2.8425,0,0,0,0,,,3.0338
2026-07-15,CAD,2026-08-07,23,0,0.725,0.71405,above,1211,1087,124,1.0,1.5335,0,0,0,0,-0.117,,1.8759
2026-07-15,CAD,2026-08-07,23,0,0.703,0.71405,below,1111,908,203,1.0,-1.5475,0,0,1,0,-0.061,,-1.2155
2026-07-15,CAD,2026-08-07,23,0,0.705,0.71405,below,1008,114,894,1.0,-1.2674,0,-11,0,0,-0.167,,-0.9344
2026-07-15,CHF,2026-08-07,23,0,1.255,1.251,above,487,294,193,1.0,0.3197,0,0,0,1,0.029,AWAY,1.6359
2026-07-15,CHF,2026-08-07,23,0,1.375,1.251,above,284,284,0,1.0,9.9121,1,0,0,0,,,11.3541
2026-07-15,CHF,2026-08-07,23,0,1.34,1.251,above,284,284,0,1.0,7.1143,1,0,0,0,,,8.5196
2026-07-16,EUR,2026-08-07,22,0,1.14,1.1465,below,10797,283,10514,1.0,-0.5669,0,1,2996,0,0.02,,-0.0088
2026-07-16,EUR,2026-08-07,22,0,1.13,1.1465,below,8687,6,8681,1.0,-1.4392,0,0,498,0,0.054,,-0.8859
2026-07-16,EUR,2026-08-07,22,0,1.16,1.1465,above,7769,6848,921,1.0,1.1775,0,778,0,0,-0.011,,1.7455
2026-07-16,GBP,2026-08-07,22,0,1.345,1.347,below,1837,827,1010,1.0,-0.1485,0,8,1000,1,0.01,THROUGH,1.0063
2026-07-16,GBP,2026-08-07,22,0,1.355,1.347,above,1586,841,745,1.0,0.5939,0,275,39,0,0.01,,1.7573
2026-07-16,GBP,2026-08-07,22,0,1.265,1.347,below,1370,0,1370,1.0,-6.0876,1,0,0,0,,,-5.0015
2026-07-16,JPY,2026-08-07,22,0,0.00625,0.0061855,above,5619,3590,2029,1.0,1.0428,0,812,0,0,-0.097,,1.9493
2026-07-16,JPY,2026-08-07,22,0,0.0063,0.0061855,above,5207,2597,2610,1.0,1.8511,0,9,-1,0,-0.154,,2.7649
2026-07-16,JPY,2026-08-07,22,0,0.0064,0.0061855,above,3489,3435,54,1.0,3.4678,0,-1,0,0,-0.092,,4.3961
2026-07-16,AUD,2026-08-07,22,0,0.7,0.69875,above,2481,2141,340,1.0,0.1789,0,0,0,1,-0.02,AWAY,0.5747
2026-07-16,AUD,2026-08-07,22,0,0.695,0.69875,below,1341,747,594,1.0,-0.5367,0,0,-1,0,0.067,,-0.1437
2026-07-16,AUD,2026-08-07,22,0,0.72,0.69875,above,1057,945,112,1.0,3.0411,0,0,0,0,,,3.4483
2026-07-16,CAD,2026-08-07,22,0,0.725,0.7137,above,1211,1087,124,1.0,1.5833,0,0,0,0,,,1.8115
2026-07-16,CAD,2026-08-07,22,0,0.703,0.7137,below,1111,908,203,1.0,-1.4992,0,0,0,0,-0.061,,-1.2779
2026-07-16,CAD,2026-08-07,22,0,0.705,0.7137,below,1008,114,894,1.0,-1.219,0,0,0,0,-0.168,,-0.9971
2026-07-16,CHF,2026-08-07,22,0,1.255,1.24405,above,487,294,193,1.0,0.8802,0,0,0,0,-0.043,,1.9579
2026-07-16,CHF,2026-08-07,22,0,1.375,1.24405,above,284,284,0,1.0,10.5261,1,0,0,0,,,11.7069
2026-07-16,CHF,2026-08-07,22,0,1.34,1.24405,above,284,284,0,1.0,7.7127,1,0,0,0,,,8.8634
2026-07-17,EUR,2026-08-07,21,0,1.14,1.1462,below,11795,281,11514,1.0,-0.5409,0,-2,1000,0,0.022,,0.0527
2026-07-17,EUR,2026-08-07,21,0,1.145,1.1462,below,9028,1039,7989,1.0,-0.1047,0,15,4799,1,-0.011,THROUGH,0.4915
2026-07-17,EUR,2026-08-07,21,0,1.16,1.1462,above,7641,6724,917,1.0,1.204,0,-124,-4,0,-0.068,,1.808
2026-07-17,GBP,2026-08-07,21,0,1.345,1.3454,below,1825,817,1008,1.0,-0.0297,0,-10,-2,1,-0.063,THROUGH,0.9381
2026-07-17,GBP,2026-08-07,21,0,1.355,1.3454,above,1584,839,745,1.0,0.7135,0,-2,0,0,0.01,,1.6886
2026-07-17,GBP,2026-08-07,21,0,1.265,1.3454,below,1370,0,1370,1.0,-5.9759,1,0,0,0,,,-5.0657
2026-07-17,JPY,2026-08-07,21,0,0.00625,0.006183,above,5786,3757,2029,1.0,1.0836,0,167,0,0,0.023,,1.9909
2026-07-17,JPY,2026-08-07,21,0,0.0063,0.006183,above,4881,2271,2610,1.0,1.8923,0,-326,0,0,0.122,,2.8068
2026-07-17,JPY,2026-08-07,21,0,0.0064,0.006183,above,3490,3437,53,1.0,3.5096,0,2,-1,0,-0.094,,4.4386
2026-07-17,AUD,2026-08-07,21,0,0.7,0.69755,above,2471,2131,340,1.0,0.3512,0,-10,0,1,-0.101,PIN,0.3368
2026-07-17,AUD,2026-08-07,21,0,0.695,0.69755,below,1340,748,592,1.0,-0.3656,0,1,-2,1,-0.077,PIN,-0.3798
2026-07-17,AUD,2026-08-07,21,0,0.72,0.69755,above,1057,945,112,1.0,3.2184,0,0,0,0,,,3.2036
2026-07-17,CAD,2026-08-07,21,0,0.725,0.7155,above,1211,1087,124,1.0,1.3277,0,0,0,0,0.066,,1.9691
2026-07-17,CAD,2026-08-07,21,0,0.703,0.7155,below,1117,908,209,1.0,-1.747,0,0,6,0,0.022,,-1.1252
2026-07-17,CAD,2026-08-07,21,0,0.705,0.7155,below,1008,114,894,1.0,-1.4675,0,0,0,0,-0.062,,-0.8439
2026-07-17,CHF,2026-08-07,21,0,1.255,1.2461,above,487,294,193,1.0,0.7142,0,0,0,0,0.017,,2.1197
2026-07-17,CHF,2026-08-07,21,0,1.375,1.2461,above,284,284,0,1.0,10.3443,1,0,0,0,,,11.8841
2026-07-17,CHF,2026-08-07,21,0,1.34,1.2461,above,284,284,0,1.0,7.5355,1,0,0,0,,,9.0362
2026-07-20,EUR,2026-08-07,18,0,1.14,1.14405,below,11828,298,11530,1.0,-0.354,0,17,16,1,0.033,THROUGH,0.0746
2026-07-20,EUR,2026-08-07,18,0,1.145,1.14405,above,9033,1030,8003,1.0,0.083,0,-9,14,1,0.02,AWAY,0.5135
2026-07-20,EUR,2026-08-07,18,0,1.16,1.14405,above,7785,6870,915,1.0,1.3942,0,146,-2,0,-0.025,,1.8303
2026-07-20,GBP,2026-08-07,18,0,1.345,1.3435,above,1822,817,1005,1.0,0.1116,0,0,-3,1,0.017,AWAY,1.2191
2026-07-20,GBP,2026-08-07,18,0,1.355,1.3435,above,1584,839,745,1.0,0.856,0,0,0,0,0.008,,1.9717
2026-07-20,GBP,2026-08-07,18,0,1.265,1.3435,below,1370,0,1370,1.0,-5.8429,1,0,0,0,,,-4.8013
2026-07-20,JPY,2026-08-07,18,0,0.00625,0.006181,above,5907,3878,2029,1.0,1.1163,0,121,0,0,-0.009,,1.9659
2026-07-20,JPY,2026-08-07,18,0,0.0063,0.006181,above,4886,2276,2610,1.0,1.9253,0,5,0,0,-0.048,,2.7816
2026-07-20,JPY,2026-08-07,18,0,0.0064,0.006181,above,3496,3443,53,1.0,3.5431,0,6,0,0,-0.104,,4.4131
2026-07-20,AUD,2026-08-07,18,0,0.7,0.69945,above,2474,2135,339,1.0,0.0786,0,4,-1,1,0.066,PIN,0.2506
2026-07-20,AUD,2026-08-07,18,0,0.695,0.69945,below,1335,747,588,1.0,-0.6362,0,-1,-4,0,-0.008,,-0.4654
2026-07-20,AUD,2026-08-07,18,0,0.72,0.69945,above,1057,945,112,1.0,2.938,0,0,0,0,,,3.1149
