session,usd_factor,dispersion,dispersion_pct,regime,n_clean,EUR_front,EUR_dte,EUR_F,EUR_atm,EUR_rr25,EUR_G,EUR_dG5,EUR_zG,EUR_zRR,EUR_zDG,EUR_score,EUR_residual,EUR_gate,EUR_conc_pct,EUR_oi_up_pct,EUR_cp_native,EUR_doi_pct,EUR_doi_net,EUR_pin,EUR_flow,EUR_next,EUR_n_iv,EUR_n_hist,GBP_front,GBP_dte,GBP_F,GBP_atm,GBP_rr25,GBP_G,GBP_dG5,GBP_zG,GBP_zRR,GBP_zDG,GBP_score,GBP_residual,GBP_gate,GBP_conc_pct,GBP_oi_up_pct,GBP_cp_native,GBP_doi_pct,GBP_doi_net,GBP_pin,GBP_flow,GBP_next,GBP_n_iv,GBP_n_hist,JPY_front,JPY_dte,JPY_F,JPY_atm,JPY_rr25,JPY_G,JPY_dG5,JPY_zG,JPY_zRR,JPY_zDG,JPY_score,JPY_residual,JPY_gate,JPY_conc_pct,JPY_oi_up_pct,JPY_cp_native,JPY_doi_pct,JPY_doi_net,JPY_pin,JPY_flow,JPY_next,JPY_n_iv,JPY_n_hist,AUD_front,AUD_dte,AUD_F,AUD_atm,AUD_rr25,AUD_G,AUD_dG5,AUD_zG,AUD_zRR,AUD_zDG,AUD_score,AUD_residual,AUD_gate,AUD_conc_pct,AUD_oi_up_pct,AUD_cp_native,AUD_doi_pct,AUD_doi_net,AUD_pin,AUD_flow,AUD_next,AUD_n_iv,AUD_n_hist,CAD_front,CAD_dte,CAD_F,CAD_atm,CAD_rr25,CAD_G,CAD_dG5,CAD_zG,CAD_zRR,CAD_zDG,CAD_score,CAD_residual,CAD_gate,CAD_conc_pct,CAD_oi_up_pct,CAD_cp_native,CAD_doi_pct,CAD_doi_net,CAD_pin,CAD_flow,CAD_next,CAD_n_iv,CAD_n_hist,CHF_front,CHF_dte,CHF_F,CHF_atm,CHF_rr25,CHF_G,CHF_dG5,CHF_zG,CHF_zRR,CHF_zDG,CHF_score,CHF_residual,CHF_gate,CHF_conc_pct,CHF_oi_up_pct,CHF_cp_native,CHF_doi_pct,CHF_doi_net,CHF_pin,CHF_flow,CHF_next,CHF_n_iv,CHF_n_hist,EURGBP_gap,EURGBP_dir,EURGBP_strength,EURGBP_eligible,EURGBP_flags,EURJPY_gap,EURJPY_dir,EURJPY_strength,EURJPY_eligible,EURJPY_flags,EURAUD_gap,EURAUD_dir,EURAUD_strength,EURAUD_eligible,EURAUD_flags,EURCAD_gap,EURCAD_dir,EURCAD_strength,EURCAD_eligible,EURCAD_flags,EURCHF_gap,EURCHF_dir,EURCHF_strength,EURCHF_eligible,EURCHF_flags,GBPJPY_gap,GBPJPY_dir,GBPJPY_strength,GBPJPY_eligible,GBPJPY_flags,GBPAUD_gap,GBPAUD_dir,GBPAUD_strength,GBPAUD_eligible,GBPAUD_flags,GBPCAD_gap,GBPCAD_dir,GBPCAD_strength,GBPCAD_eligible,GBPCAD_flags,GBPCHF_gap,GBPCHF_dir,GBPCHF_strength,GBPCHF_eligible,GBPCHF_flags,AUDJPY_gap,AUDJPY_dir,AUDJPY_strength,AUDJPY_eligible,AUDJPY_flags,CADJPY_gap,CADJPY_dir,CADJPY_strength,CADJPY_eligible,CADJPY_flags,CHFJPY_gap,CHFJPY_dir,CHFJPY_strength,CHFJPY_eligible,CHFJPY_flags,AUDCAD_gap,AUDCAD_dir,AUDCAD_strength,AUDCAD_eligible,AUDCAD_flags,AUDCHF_gap,AUDCHF_dir,AUDCHF_strength,AUDCHF_eligible,AUDCHF_flags,CADCHF_gap,CADCHF_dir,CADCHF_strength,CADCHF_eligible,CADCHF_flags
2026-08-19,0.829486,0.180482,22.727273,CROSS,4,2026-09-04,16,1.16855,0.054399,0.49585,0.058447,-0.151535,-0.267857,0.446429,-0.439024,-0.267857,0.561629,CLEAN,17.454919,47.825055,23/31,2.15145,0.013371,False,False,False,22,56,2026-09-04,16,1.3607,0.053575,0.007245,-0.418321,-0.264069,-0.982143,0.982143,-0.97561,-0.97561,-0.146124,CLEAN,12.681881,22.051616,13/21,0.492535,-0.004925,False,False,False,23,56,2026-09-04,16,0.00633,0.073226,2.497213,-0.093739,-0.130816,-0.732143,-0.160714,-0.926829,-0.732143,0.097343,CLEAN,10.344155,46.469343,18/18,-2.172344,0.035888,False,False,False,21,56,2026-09-04,16,0.7119,0.071732,-0.374881,-0.368634,-0.313801,-0.982143,0.910714,-0.926829,-0.926829,-0.097343,CLEAN,24.279036,29.864611,9/13,0.432927,-0.002988,False,False,False,19,56,2026-09-04,16,0.72495,0.045485,0.024317,-0.020264,-0.373699,-0.517857,-0.472727,-0.97561,-0.517857,0.311629,PROXY,15.809216,40.727393,10/11,-0.077166,-0.008488,False,False,False,24,56,2026-09-04,16,1.25685,0.072732,0.725645,-0.127483,-0.861604,-0.660714,0.982143,-0.97561,-0.660714,0.168772,NA,29.790085,26.968885,3/5,11.061508,0.110946,True,False,False,19,56,0.707753,▲,86.363636,1,,0.464286,▲,48.181818,1,,0.658972,▲,62.727273,1,,0.25,▲,44.545455,0,NO_VOTE,0.392857,▲,44.545455,0,NO_VOTE|PIN,-0.243467,▼,19.090909,1,,-0.04878,▼,19.090909,1,,-0.457753,▼,59.090909,0,NO_VOTE,-0.314895,▼,39.090909,0,NO_VOTE|PIN,-0.194686,▼,19.090909,1,,0.214286,▲,31.818182,0,NO_VOTE,0.071429,▲,0.909091,0,NO_VOTE|PIN,-0.408972,▼,46.363636,0,NO_VOTE,-0.266115,▼,17.272727,0,NO_VOTE|PIN,0.142857,▲,6.363636,0,NO_VOTE|PIN
2026-08-20,0.809524,0.1765,22.321429,CROSS,4,2026-09-04,15,1.16865,0.053028,0.43042,0.079049,-0.112147,-0.210526,0.385965,-0.309524,-0.210526,0.598997,CLEAN,17.064688,48.941494,23/32,2.101392,-0.025127,False,False,False,22,57,2026-09-04,15,1.3628,0.054967,0.055805,-0.445926,-0.308313,-0.982456,0.982456,-0.97619,-0.97619,-0.166667,CLEAN,12.35088,20.489114,13/22,2.710982,-0.01838,False,False,False,24,57,2026-09-04,15,0.006294,0.069659,1.829838,0.012266,-0.030645,-0.631579,-0.877193,-0.738095,-0.738095,0.071429,CLEAN,10.347695,57.206801,20/17,0.463608,0.000125,True,False,False,19,57,2026-09-04,15,0.71085,0.070151,-0.479323,-0.34186,-0.297431,-0.947368,0.77193,-0.880952,-0.880952,-0.071429,CLEAN,24.276088,29.860985,9/13,0.012143,-0.000121,False,False,False,18,57,2026-09-04,15,0.726,0.046551,-0.021875,-0.070597,-0.389872,-0.596491,-0.517857,-0.97619,-0.596491,0.213033,PROXY,15.821411,32.918981,9/12,-0.007355,-0.001397,False,False,False,24,57,2026-09-04,15,1.252,0.073588,0.867104,0.036908,-0.774382,-0.526316,0.982456,-0.928571,-0.526316,0.283208,NA,29.814498,56.716084,4/4,-0.081882,-0.00067,True,False,False,22,57,0.765664,▲,86.607143,1,,0.527569,▲,50.892857,1,PIN,0.670426,▲,65.178571,1,,0.385965,▲,61.607143,0,NO_VOTE,0.315789,▲,27.678571,0,NO_VOTE|PIN,-0.238095,▼,18.75,1,PIN,-0.095238,▼,27.678571,1,,-0.379699,▼,54.464286,0,NO_VOTE,-0.449875,▼,54.464286,0,NO_VOTE|PIN,-0.142857,▼,15.178571,1,PIN,0.141604,▲,20.535714,0,NO_VOTE|PIN,0.211779,▲,2.678571,0,NO_VOTE|PIN,-0.284461,▼,36.607143,0,NO_VOTE,-0.354637,▼,22.321429,0,NO_VOTE|PIN,-0.070175,▼,2.678571,0,NO_VOTE|PIN
2026-08-21,0.778067,0.2256,37.719298,CROSS,4,2026-09-04,14,1.1693,0.052043,0.351077,0.075818,-0.1017,-0.224138,0.293103,-0.27907,-0.224138,0.553929,CLEAN,16.138944,50.145532,25/32,5.12173,-0.034687,False,False,False,21,58,2026-09-04,14,1.3651,0.052694,0.03664,-0.490347,-0.260883,-0.982759,0.948276,-0.883721,-0.883721,-0.105654,CLEAN,12.330704,17.156571,12/22,0.193856,0.004996,False,False,False,23,58,2026-09-04,14,0.006299,0.069526,2.051307,5.2e-05,-0.025004,-0.672414,-0.672414,-0.604651,-0.672414,0.105654,CLEAN,10.185513,56.961508,20/17,1.741938,-0.001621,True,False,False,20,58,2026-09-04,14,0.71755,0.071969,-0.405073,-0.550185,-0.377163,-0.982759,0.810345,-0.976744,-0.976744,-0.198677,CLEAN,24.379081,24.934399,7/14,-0.522066,-0.006799,False,False,False,17,58,2026-09-04,14,0.7274,0.046669,0.080101,-0.136712,-0.306042,-0.637931,-0.421053,-0.604651,-0.604651,0.173416,PROXY,15.8125,32.676471,9/12,0.033099,-0.004965,False,False,False,23,58,2026-09-04,14,1.2516,0.070426,0.711663,0.040105,-0.722142,-0.5,0.913793,-0.883721,-0.5,0.278067,NA,29.860077,56.743078,4/4,0.096849,0.00067,True,False,False,20,58,0.659583,▲,79.824561,1,,0.448276,▲,46.491228,1,PIN,0.752606,▲,72.807018,1,,0.380513,▲,58.77193,0,NO_VOTE,0.275862,▲,21.929825,0,NO_VOTE|PIN,-0.211307,▼,16.666667,1,PIN,0.093023,▲,27.192982,1,,-0.27907,▼,44.736842,0,NO_VOTE,-0.383721,▼,51.754386,0,NO_VOTE|PIN,-0.30433,▼,34.210526,1,PIN,0.067763,▲,11.403509,0,NO_VOTE|PIN,0.172414,▲,2.631579,0,NO_VOTE|PIN,-0.372093,▼,42.982456,0,NO_VOTE,-0.476744,▼,34.210526,0,NO_VOTE|PIN,-0.104651,▼,6.140351,0,NO_VOTE|PIN
2026-08-24,0.613636,0.168477,21.551724,CROSS,4,2026-09-04,11,1.16745,0.052609,0.488484,0.157051,-0.038159,0.101695,0.440678,0.113636,0.113636,0.727273,CLEAN,16.13013,50.953638,26/31,-0.361067,-0.002785,False,False,False,19,59,2026-09-04,11,1.3631,0.05434,-0.014775,-0.421702,-0.181043,-0.915254,0.881356,-0.659091,-0.659091,-0.045455,CLEAN,12.331163,20.885581,13/22,-0.003721,-0.00026,False,False,False,20,59,2026-09-04,11,0.006292,0.071816,1.713539,0.016593,-0.038416,-0.576271,-0.949153,-0.795455,-0.795455,-0.181818,CLEAN,10.238157,56.788077,20/17,0.25743,-0.005217,True,False,False,15,59,2026-09-04,11,0.71455,0.073464,-0.028429,-0.505798,-0.227928,-0.949153,0.983051,-0.568182,-0.568182,0.045455,CLEAN,24.389499,28.156288,8/13,-0.042717,0.000427,False,False,False,16,59,2026-09-04,11,0.7227,0.052069,-0.042593,0.08235,-0.08229,-0.372881,-0.568966,0.204545,-0.372881,0.240755,PROXY,15.725571,42.287156,12/10,0.529412,0.005735,False,False,False,26,59,2026-09-04,11,1.24885,0.072395,0.703241,0.139149,-0.52706,-0.338983,0.881356,-0.840909,-0.338983,0.274653,NA,29.844529,76.314811,5/3,0.052099,-0.000521,False,False,False,17,59,0.772727,▲,87.068966,1,,0.909091,▲,87.068966,1,PIN,0.681818,▲,64.655172,1,,0.486518,▲,73.275862,0,NO_VOTE,0.452619,▲,50.862069,0,NO_VOTE,0.136364,▲,9.482759,1,PIN,-0.090909,▼,26.724138,1,,-0.28621,▼,45.689655,0,NO_VOTE,-0.320108,▼,38.793103,0,NO_VOTE,0.227273,▲,25.0,1,PIN,0.422573,▲,62.931034,0,NO_VOTE|PIN,0.456471,▲,14.655172,0,NO_VOTE|PIN,-0.1953,▼,19.827586,0,NO_VOTE,-0.229199,▼,12.931034,0,NO_VOTE,-0.033898,▼,2.586207,0,NO_VOTE
2026-08-25,0.8,0.131787,14.40678,DOLLAR_PURE,4,2026-09-04,10,1.1684,0.051379,0.416496,0.149961,-0.024157,0.05,0.316667,0.222222,0.222222,1.022222,CLEAN,16.126814,50.25249,25/32,0.025144,-0.000163,False,False,False,19,60,2026-09-04,10,1.3646,0.05236,0.137658,-0.452272,-0.221179,-0.95,0.983333,-0.844444,-0.844444,-0.044444,CLEAN,12.288638,20.917384,13/22,0.346047,-0.001451,False,False,False,17,60,2026-09-04,10,0.006291,0.062658,1.437264,0.024845,-0.035992,-0.55,-0.95,-0.755556,-0.755556,0.044444,CLEAN,10.184334,56.594951,20/17,0.528482,-0.002867,True,False,False,13,60,2026-09-04,10,0.71575,0.072756,-0.010198,-0.553413,-0.349026,-0.983333,0.983333,-0.933333,-0.933333,-0.133333,CLEAN,24.556013,24.224175,7/15,-0.653236,-0.018864,False,False,False,15,60,2026-09-04,10,0.72375,0.048855,0.04535,0.019056,-0.212157,-0.416667,-0.40678,-0.311111,-0.40678,0.39322,PROXY,15.737861,40.72231,11/11,-0.054857,-0.001938,False,False,False,23,60,2026-09-04,10,1.2496,0.068533,0.691701,0.096893,-0.657428,-0.416667,0.85,-0.844444,-0.416667,0.383333,NA,29.828996,76.327138,5/3,0.052072,7.4e-05,False,False,False,15,60,1.066667,▲,97.457627,1,,0.977778,▲,87.288136,1,PIN,1.155556,▲,97.457627,1,,0.629002,▲,85.59322,0,NO_VOTE,0.638889,▲,70.338983,0,NO_VOTE,-0.088889,▼,5.932203,1,PIN,0.088889,▲,25.423729,1,,-0.437665,▼,60.169492,0,NO_VOTE,-0.427778,▼,53.389831,0,NO_VOTE,-0.177778,▼,19.491525,1,PIN,0.348776,▲,51.694915,0,NO_VOTE|PIN,0.338889,▲,12.711864,0,NO_VOTE|PIN,-0.526554,▼,60.169492,0,NO_VOTE,-0.516667,▼,39.830508,0,NO_VOTE,0.009887,▲,2.542373,0,NO_VOTE
2026-08-26,0.07377,0.04861,2.5,DOLLAR_PURE,4,2026-10-09,44,1.16755,0.054293,1.092593,-0.153348,,-0.983607,0.819672,,-0.081967,-0.008197,CLEAN,10.249013,41.31639,26/31,,,False,False,True,29,61,2026-10-09,44,1.3591,0.055995,-0.232328,-0.271802,,-0.786885,0.754098,,-0.016393,0.057377,CLEAN,16.477298,33.701507,15/21,,,True,False,True,26,61,2026-10-09,44,0.0063,0.073418,3.581802,-0.015864,,-0.721311,0.590164,,-0.065574,0.008197,CLEAN,17.528292,60.17554,20/17,,,False,False,True,18,61,2026-10-09,44,0.71655,0.072995,-0.86941,-0.112607,,-0.655738,0.360656,,-0.147541,-0.07377,CLEAN,21.060362,41.442261,7/15,,,False,False,True,22,61,2026-10-09,44,0.72235,0.04655,1.051279,-0.333898,,-0.983607,0.516667,,-0.23347,-0.159699,PROXY,16.340081,35.287449,13/10,,,False,False,True,12,61,2026-10-09,44,1.2567,0.06807,0.623175,-0.013418,,-0.557377,0.819672,,0.131148,0.204918,NA,44.197044,30.522167,6/3,,,True,False,True,40,61,-0.065574,▼,9.166667,1,PIN|NEXT,-0.016393,▼,10.833333,1,NEXT,0.065574,▲,5.833333,1,NEXT,0.151503,▲,30.833333,0,NO_VOTE|NEXT,-0.213115,▼,15.833333,0,NO_VOTE|PIN|NEXT,0.04918,▲,5.833333,1,PIN|NEXT,0.131148,▲,34.166667,1,PIN|NEXT,0.217077,▲,34.166667,0,NO_VOTE|PIN|NEXT,-0.147541,▼,12.5,0,NO_VOTE|PIN|NEXT,-0.081967,▼,9.166667,1,NEXT,-0.167896,▼,25.833333,0,NO_VOTE|NEXT,0.196721,▲,4.166667,0,NO_VOTE|PIN|NEXT,0.085929,▲,9.166667,0,NO_VOTE|NEXT,-0.278689,▼,20.833333,0,NO_VOTE|PIN|NEXT,-0.364617,▼,32.5,0,NO_VOTE|PIN|NEXT
2026-08-27,0.145161,0.035869,2.459016,DOLLAR_PURE,4,2026-10-09,43,1.1671,0.054716,0.942244,-0.114445,,-0.919355,0.629032,,-0.145161,0.0,CLEAN,11.663371,43.556217,26/31,8.282746,0.006159,False,False,True,30,62,2026-10-09,43,1.3588,0.05769,-0.29027,-0.268999,,-0.758065,0.693548,,-0.032258,0.112903,CLEAN,16.163434,33.186338,15/21,0.597528,-0.012313,True,False,True,27,62,2026-10-09,43,0.006297,0.074239,3.423779,-0.007943,,-0.693548,0.403226,,-0.145161,-0.0,CLEAN,17.541831,60.166362,20/17,0.106096,9.6e-05,False,False,True,20,62,2026-10-09,43,0.71895,0.07263,-0.874459,-0.188961,,-0.725806,0.33871,,-0.193548,-0.048387,CLEAN,20.94026,41.63711,7/15,0.573547,-0.000979,False,False,True,21,62,2026-10-09,43,0.7233,0.0473,1.134615,-0.369455,,-0.983871,0.52459,,-0.22964,-0.084479,PROXY,16.318939,35.306486,12/10,0.129555,-0.001296,False,False,True,11,62,2026-10-09,43,1.25815,0.069398,0.570797,-0.049662,,-0.596774,0.790323,,0.096774,0.241935,NA,44.188337,30.516154,5/4,0.019704,-0.000197,True,False,True,39,62,-0.112903,▼,20.491803,1,PIN|NEXT,0.0,▲,9.016393,1,NEXT,0.048387,▲,5.737705,1,NEXT,0.084479,▲,18.852459,0,NO_VOTE|NEXT,-0.241935,▼,22.131148,0,NO_VOTE|PIN|NEXT,0.112903,▲,12.295082,1,PIN|NEXT,0.16129,▲,35.245902,1,PIN|NEXT,0.197382,▲,30.327869,0,NO_VOTE|PIN|NEXT,-0.129032,▼,10.655738,0,NO_VOTE|PIN|NEXT,-0.048387,▼,2.459016,1,NEXT,-0.084479,▼,15.57377,0,NO_VOTE|NEXT,0.241935,▲,7.377049,0,NO_VOTE|PIN|NEXT,0.036092,▲,4.098361,0,NO_VOTE|NEXT,-0.290323,▼,22.131148,0,NO_VOTE|PIN|NEXT,-0.326415,▼,25.409836,0,NO_VOTE|PIN|NEXT
2026-08-28,-0.007937,0.2471,49.193548,CROSS,4,2026-10-09,42,1.1603,0.055327,0.560646,-0.030012,,-0.666667,0.444444,,-0.111111,-0.119048,CLEAN,11.691115,45.888414,29/28,3.733063,-0.034781,False,False,True,29,63,2026-10-09,42,1.3531,0.057733,-0.405765,-0.110931,,-0.126984,0.666667,,0.269841,0.261905,CLEAN,15.975491,46.185952,17/22,1.345453,0.010305,True,False,True,27,63,2026-10-09,42,0.006269,0.069787,3.701282,0.04383,,-0.380952,0.634921,,0.126984,0.119048,CLEAN,17.975167,59.034469,21/16,-0.67765,-0.000289,False,False,True,19,63,2026-10-09,42,0.7153,0.072754,-0.991242,-0.095587,,-0.603175,0.190476,,-0.206349,-0.214286,CLEAN,20.214837,39.771735,9/15,3.588567,-0.044648,False,False,True,21,63,2026-10-09,42,0.72075,0.038933,1.002559,-0.317589,,-0.888889,0.467742,,-0.210573,-0.21851,PROXY,16.439689,35.603113,15/9,-0.242601,0.001456,False,False,True,12,63,2026-10-09,42,1.24995,0.06978,0.470028,0.155269,,-0.253968,0.761905,,0.253968,0.246032,NA,44.101455,80.08258,7/3,0.197006,0.001182,True,False,True,38,63,-0.380952,▼,60.483871,1,PIN|NEXT,-0.238095,▼,31.451613,1,NEXT,0.095238,▲,8.870968,1,NEXT,0.099462,▲,23.387097,0,NO_VOTE|NEXT,-0.365079,▼,42.741935,0,NO_VOTE|PIN|NEXT,0.142857,▲,15.322581,1,PIN|NEXT,0.47619,▲,65.322581,1,PIN|NEXT,0.480415,▲,63.709677,0,NO_VOTE|PIN|NEXT,0.015873,▲,4.032258,0,NO_VOTE|PIN|NEXT,-0.333333,▼,41.129032,1,NEXT,-0.337558,▼,52.419355,0,NO_VOTE|NEXT,0.126984,▲,2.419355,0,NO_VOTE|PIN|NEXT,0.004224,▲,4.032258,0,NO_VOTE|NEXT,-0.460317,▼,34.677419,0,NO_VOTE|PIN|NEXT,-0.464542,▼,37.903226,0,NO_VOTE|PIN|NEXT
2026-08-31,0.023438,0.243239,46.825397,CROSS,4,2026-10-09,39,1.1638,0.056983,0.694917,-0.131814,,-0.953125,0.453125,,-0.25,-0.226562,CLEAN,11.583569,43.745632,28/29,3.716892,-0.047631,False,False,True,28,64,2026-10-09,39,1.355,0.056991,-0.292463,-0.126092,,-0.203125,0.671875,,0.234375,0.257812,CLEAN,20.636225,38.305043,17/22,8.032146,0.068955,True,False,True,26,64,2026-10-09,39,0.006281,0.07355,3.857342,0.017351,,-0.515625,0.671875,,0.078125,0.101562,CLEAN,17.82988,59.266149,21/16,0.814848,0.005562,False,False,True,19,64,2026-10-09,39,0.7159,0.071798,-0.873907,-0.109767,,-0.609375,0.359375,,-0.125,-0.101562,CLEAN,20.145907,39.65598,9/15,0.308828,-0.00188,False,False,True,19,64,2026-10-09,39,0.72335,0.04726,1.120108,-0.378216,,-0.984375,0.507937,,-0.238219,-0.214782,PROXY,16.373325,35.846924,12/11,0.405318,0.003729,False,False,True,11,64,2026-10-09,39,1.2519,0.069177,0.438468,0.110801,,-0.328125,0.734375,,0.203125,0.226562,NA,43.989017,74.602863,7/3,0.255604,-0.001376,True,False,True,36,64,-0.484375,▼,65.873016,1,PIN|NEXT,-0.328125,▼,37.301587,1,NEXT,-0.125,▼,12.698413,1,NEXT,-0.011781,▼,3.968254,0,NO_VOTE|NEXT,-0.453125,▼,54.761905,0,NO_VOTE|PIN|NEXT,0.15625,▲,19.84127,1,PIN|NEXT,0.359375,▲,57.936508,1,PIN|NEXT,0.472594,▲,62.698413,0,NO_VOTE|PIN|NEXT,0.03125,▲,5.555556,0,NO_VOTE|PIN|NEXT,-0.203125,▼,24.603175,1,NEXT,-0.316344,▼,51.587302,0,NO_VOTE|NEXT,0.125,▲,2.380952,0,NO_VOTE|PIN|NEXT,0.113219,▲,16.666667,0,NO_VOTE|NEXT,-0.328125,▼,23.015873,0,NO_VOTE|PIN|NEXT,-0.441344,▼,37.301587,0,NO_VOTE|PIN|NEXT
2026-09-01,0.023077,0.262306,50.78125,CROSS,4,2026-10-09,38,1.1612,0.054139,0.713667,-0.119302,,-0.892308,0.461538,,-0.215385,-0.192308,CLEAN,11.374831,42.567819,29/28,2.08884,-0.026783,False,False,True,27,65,2026-10-09,38,1.3515,0.058264,-0.499461,-0.036941,,0.092308,0.523077,,0.307692,0.330769,CLEAN,20.262391,49.342053,17/21,4.319592,-0.007192,False,False,True,25,65,2026-10-09,38,0.006266,0.067956,3.72687,0.048854,,-0.338462,0.615385,,0.138462,0.161538,CLEAN,17.320333,59.552662,22/15,2.960421,0.01299,False,False,True,19,65,2026-10-09,38,0.7142,0.071229,-0.980123,-0.064731,,-0.553846,0.184615,,-0.184615,-0.161538,CLEAN,19.83531,49.400527,10/14,1.599625,-0.016933,False,False,True,19,65,2026-10-09,38,0.7214,0.040068,1.266756,-0.347138,,-0.923077,0.703125,,-0.109976,-0.086899,PROXY,16.38126,35.945073,14/10,-0.048442,0.000484,False,False,True,10,65,2026-10-09,38,1.2464,0.068084,0.135585,0.258838,,-0.184615,0.615385,,0.215385,0.238462,NA,44.006278,80.047087,7/2,-0.039223,0.001177,False,False,True,31,65,-0.523077,▼,67.96875,1,NEXT,-0.353846,▼,39.84375,1,NEXT,-0.030769,▼,2.34375,1,NEXT,-0.105409,▼,25.78125,0,NO_VOTE|NEXT,-0.430769,▼,47.65625,0,NO_VOTE|NEXT,0.169231,▲,24.21875,1,NEXT,0.492308,▲,67.96875,1,NEXT,0.417668,▲,58.59375,0,NO_VOTE|NEXT,0.092308,▲,10.15625,0,NO_VOTE|NEXT,-0.323077,▼,39.84375,1,NEXT,-0.248438,▼,35.15625,0,NO_VOTE|NEXT,0.076923,▲,2.34375,0,NO_VOTE|NEXT,-0.074639,▼,10.15625,0,NO_VOTE|NEXT,-0.4,▼,30.46875,0,NO_VOTE|NEXT,-0.325361,▼,24.21875,0,NO_VOTE|NEXT
2026-09-02,-0.136364,0.359418,62.307692,CROSS,4,2026-10-09,37,1.16065,0.053193,0.542716,-0.118946,0.034402,-0.863636,0.378788,0.630435,0.378788,0.242424,CLEAN,11.591257,42.301461,29/28,1.034211,-0.007158,False,False,True,24,66,2026-10-09,37,1.3487,0.05783,-0.556836,0.027424,0.299226,0.227273,0.378788,0.804348,0.378788,0.242424,CLEAN,19.844088,55.518679,18/19,2.088094,-0.020881,False,False,True,25,66,2026-10-09,37,0.006315,0.076535,4.192304,-0.062999,-0.047135,-0.742424,0.772727,-0.804348,-0.742424,-0.878788,CLEAN,16.557154,44.226706,20/17,7.6197,-0.020934,False,False,True,20,66,2026-10-09,37,0.71625,0.07303,-1.12752,-0.140382,-0.027775,-0.651515,-0.106061,0.152174,-0.106061,-0.242424,CLEAN,18.527904,40.085239,9/15,14.380764,-0.007181,True,False,True,19,66,2026-10-09,37,0.72405,0.05098,1.091381,-0.399172,-0.065274,-0.984848,0.461538,0.369565,0.369565,0.233202,PROXY,19.885937,34.954225,12/11,7.641357,0.076414,False,False,True,11,66,2026-10-09,37,1.2438,0.067865,0.318217,0.330968,0.344386,-0.106061,0.712121,0.586957,0.586957,0.450593,NA,43.78294,84.930705,7/2,0.510104,0.003531,False,False,True,30,66,0.0,—,2.307692,1,NEXT,1.121212,▲,91.538462,1,NEXT,0.484848,▲,48.461538,1,PIN|NEXT,0.009223,▲,3.846154,0,NO_VOTE|NEXT,-0.208169,▼,14.615385,0,NO_VOTE|NEXT,1.121212,▲,90.0,1,NEXT,0.484848,▲,65.384615,1,PIN|NEXT,0.009223,▲,11.538462,0,NO_VOTE|NEXT,-0.208169,▼,25.384615,0,NO_VOTE|NEXT,0.636364,▲,65.384615,1,PIN|NEXT,1.111989,▲,96.153846,0,NO_VOTE|NEXT,1.329381,▲,90.0,0,NO_VOTE|NEXT,-0.475626,▼,59.230769,0,NO_VOTE|PIN|NEXT,-0.693017,▼,60.769231,0,NO_VOTE|PIN|NEXT,-0.217391,▼,17.692308,0,NO_VOTE|NEXT
2026-09-03,0.27469,0.539084,79.545455,CROSS,4,2026-10-09,36,1.1653,0.052864,0.785054,-0.221182,-0.106737,-0.985075,0.477612,-0.340426,-0.340426,-0.065735,CLEAN,12.596748,37.200336,27/30,1.617179,-0.029987,False,False,True,26,67,2026-10-09,36,1.3539,0.057941,-0.553872,-0.095974,0.173025,-0.089552,0.38806,0.595745,0.38806,0.66275,CLEAN,18.771705,49.552184,17/21,5.568848,0.023889,True,False,True,25,67,2026-10-09,36,0.006452,0.100516,5.254591,-0.331013,-0.323071,-0.985075,0.955224,-0.93617,-0.93617,-0.66148,CLEAN,17.133142,26.788154,14/22,-0.405245,0.016152,False,False,True,25,67,2026-10-09,36,0.72015,0.074717,-1.19706,-0.245785,-0.056824,-0.80597,-0.208955,0.042553,-0.208955,0.065735,CLEAN,18.122923,23.277562,7/16,2.234637,0.022001,True,False,True,19,67,2026-10-09,36,0.7268,0.04256,1.042846,-0.461321,-0.091867,-0.985075,0.409091,0.170213,0.170213,0.444903,PROXY,16.464695,34.238164,9/14,-7.113913,-0.075942,False,False,True,11,67,2026-10-09,36,1.2533,0.071532,0.521326,0.079348,0.129011,-0.447761,0.776119,0.12766,0.12766,0.40235,NA,43.64972,74.946839,6/4,0.975991,-0.003514,True,False,True,36,67,-0.728485,▼,84.090909,1,PIN|NEXT,0.595745,▲,62.878788,1,NEXT,-0.13147,▼,15.909091,1,PIN|NEXT,-0.510638,▼,79.545455,0,NO_VOTE|NEXT,-0.468085,▼,56.818182,0,NO_VOTE|PIN|NEXT,1.32423,▲,94.69697,1,PIN|NEXT,0.597015,▲,73.484848,1,PIN|NEXT,0.217847,▲,35.606061,0,NO_VOTE|PIN|NEXT,0.2604,▲,32.575758,0,NO_VOTE|PIN|NEXT,0.727215,▲,68.939394,1,PIN|NEXT,1.106383,▲,94.69697,0,NO_VOTE|NEXT,1.06383,▲,75.0,0,NO_VOTE|PIN|NEXT,-0.379168,▼,47.727273,0,NO_VOTE|PIN|NEXT,-0.336615,▼,25.0,0,NO_VOTE|PIN|NEXT,0.042553,▲,5.30303,0,NO_VOTE|PIN|NEXT
