session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-07-23,6E,FUT,6EQ6,2026-08-17,,,1.138700000,3,13565
2026-07-23,6E,FUT,6EU6,2026-09-14,,,1.140100000,3,770675
2026-07-23,6E,FUT,6EV6,2026-10-19,,,1.141750000,3,3758
2026-07-23,6E,FUT,6EX6,2026-11-16,,,1.143150000,3,1900
2026-07-23,6E,FUT,6EZ6,2026-12-14,,,1.144450000,3,14350
2026-07-23,6E,FUT,6EF7,2027-01-15,,,1.146100000,3,1400
2026-07-23,6E,FUT,6EG7,2027-02-12,,,1.147450000,3,1518
2026-07-23,6E,FUT,6EH7,2027-03-15,,,1.148800000,3,2738
2026-07-23,6E,FUT,6EJ7,2027-04-19,,,1.150500000,3,
2026-07-23,6E,FUT,6EK7,2027-05-17,,,1.151750000,3,
2026-07-23,6E,FUT,6EM7,2027-06-14,,,1.153000000,3,3562
2026-07-23,6E,FUT,6EN7,2027-07-19,,,1.154600000,3,1000
2026-07-23,6E,FUT,6EQ7,2027-08-16,,,1.155800000,3,
2026-07-23,6E,FUT,6EU7,2027-09-13,,,1.157000000,3,903
2026-07-23,6E,FUT,6EV7,2027-10-18,,,1.158500000,3,
2026-07-23,6E,FUT,6EX7,2027-11-15,,,1.159700000,3,
2026-07-23,6E,FUT,6EZ7,2027-12-13,,,1.160900000,3,1521
2026-07-23,6E,FUT,6EF8,2028-01-14,,,1.162250000,3,
2026-07-23,6E,FUT,6EG8,2028-02-14,,,1.163600000,3,
2026-07-23,6E,FUT,6EH8,2028-03-13,,,1.164800000,3,
2026-07-23,6E,FUT,6EJ8,2028-04-17,,,1.166300000,3,
2026-07-23,6E,FUT,6EK8,2028-05-15,,,1.167450000,3,
2026-07-23,6E,FUT,6EM8,2028-06-16,,,1.168850000,3,
2026-07-23,6E,FUT,6EN8,2028-07-17,,,1.170150000,3,
2026-07-23,6E,FUT,6EU8,2028-09-18,,,1.172850000,3,
2026-07-23,6E,FUT,6EZ8,2028-12-18,,,1.176700000,3,350
2026-07-23,6E,FUT,6EH9,2029-03-19,,,1.180550000,3,
2026-07-23,6E,FUT,6EM9,2029-06-15,,,1.184250000,3,
2026-07-23,6E,FUT,6EU9,2029-09-17,,,1.188250000,3,
2026-07-23,6E,FUT,6EZ9,2029-12-17,,,1.192100000,3,
2026-07-23,6E,FUT,6EH0,2030-03-18,,,1.195950000,3,
2026-07-23,6E,FUT,6EM0,2030-06-17,,,1.199800000,3,
2026-07-23,6E,FUT,6EU0,2030-09-16,,,1.203650000,3,
2026-07-23,6E,FUT,6EZ0,2030-12-16,,,1.207500000,3,
2026-07-23,6E,FUT,6EH1,2031-03-17,,,1.211350000,3,
2026-07-23,6E,FUT,6EM1,2031-06-16,,,1.215200000,3,
