session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-07-13,6S,FUT,6SU6,2026-09-14,,,1.236800000,3,107556
2026-07-13,6S,FUT,6SZ6,2026-12-14,,,1.249800000,3,505
2026-07-13,6S,FUT,6SH7,2027-03-15,,,1.263200000,3,82
2026-07-13,6S,FUT,6SM7,2027-06-14,,,1.276500000,3,12
2026-07-13,6S,FUT,6SU7,2027-09-13,,,1.289300000,3,
2026-07-13,6S,FUT,6SZ7,2027-12-13,,,1.302050000,3,
2026-07-13,6S,FUT,6SH8,2028-03-13,,,1.315050000,3,
2026-07-13,6S,FUT,6SM8,2028-06-16,,,1.328900000,3,
2026-07-13,6S,FUT,6SU8,2028-09-18,,,1.341400000,3,
2026-07-13,6S,FUT,6SZ8,2028-12-18,,,1.352950000,3,
2026-07-13,6S,FUT,6SH9,2029-03-19,,,1.364750000,3,
2026-07-13,6S,FUT,6SM9,2029-06-15,,,1.376350000,3,
2026-07-13,6S,FUT,6SU9,2029-09-17,,,1.388950000,3,
2026-07-13,6S,FUT,6SZ9,2029-12-17,,,1.401400000,3,
2026-07-13,6S,FUT,6SH0,2030-03-18,,,1.414050000,3,
2026-07-13,6S,FUT,6SM0,2030-06-17,,,1.426900000,3,
2026-07-13,6S,FUT,6SU0,2030-09-16,,,1.440050000,3,
2026-07-13,6S,FUT,6SZ0,2030-12-16,,,1.453400000,3,
2026-07-13,6S,FUT,6SH1,2031-03-17,,,1.467000000,3,
2026-07-13,6S,FUT,6SM1,2031-06-16,,,1.480850000,3,
