DATE,Y10_FIT,RNY10,TP10
20230131,2.3202,2.3237,-0.0035
20230228,2.7588,2.5982,0.1605
20230331,2.4064,2.2953,0.1111
20230430,2.4445,2.3547,0.0899
20230531,2.383,2.328,0.055
20230630,2.508,2.7299,-0.2219
20230731,2.5432,2.585,-0.0417
20230831,2.57,2.5126,0.0574
20230930,2.8768,2.4475,0.4293
20231031,2.823,2.2609,0.5622
20231130,2.5294,2.2684,0.261
20231231,2.0838,2.1271,-0.0433
20240131,2.2683,2.1045,0.1638
20240229,2.4824,2.3377,0.1448
20240331,2.3624,2.3116,0.0508
20240430,2.639,2.317,0.3219
20240531,2.7033,2.295,0.4083
20240630,2.503,2.1775,0.3256
20240731,2.3304,2.059,0.2713
20240831,2.3907,1.9421,0.4487
20240930,2.2375,1.7122,0.5254
20241031,2.5219,1.774,0.748
20241130,2.186,1.6731,0.5129
20241231,2.4481,1.6055,0.8427
20250131,2.5311,1.5973,0.9338
20250228,2.4702,1.5689,0.9013
20250331,2.7826,1.3873,1.3953
20250430,2.5584,1.2398,1.3187
20250531,2.6105,1.2707,1.3397
20250630,2.6797,1.2844,1.3953
20250731,2.7633,1.3,1.4633
20250831,2.7855,1.2352,1.5503
20250930,2.7786,1.31,1.4686
20251031,2.7215,1.3082,1.4132
20251130,2.7734,1.3144,1.459
20251231,2.9476,1.3213,1.6263
20260131,2.9029,1.2911,1.6118
20260228,2.7262,1.3156,1.4106
20260331,3.0731,1.792,1.2811
20260430,3.0943,1.7477,1.3466
20260531,3.0168,1.6777,1.3391
20260630,2.9223,1.6995,1.2228
