session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-09-24,6C,FUT,6CV6,2026-10-20,,,0.708000000,3,453
2026-09-24,6C,FUT,6CX6,2026-11-17,,,0.709000000,3,581
2026-09-24,6C,FUT,6CZ6,2026-12-15,,,0.710000000,3,325039
2026-09-24,6C,FUT,6CF7,2027-01-19,,,0.711200000,3,2
2026-09-24,6C,FUT,6CG7,2027-02-16,,,0.712200000,3,
2026-09-24,6C,FUT,6CH7,2027-03-16,,,0.713200000,3,2359
2026-09-24,6C,FUT,6CJ7,2027-04-20,,,0.714300000,3,
2026-09-24,6C,FUT,6CK7,2027-05-18,,,0.715200000,3,
2026-09-24,6C,FUT,6CM7,2027-06-15,,,0.716100000,3,331
2026-09-24,6C,FUT,6CN7,2027-07-20,,,0.717200000,3,1
2026-09-24,6C,FUT,6CQ7,2027-08-17,,,0.718100000,3,
2026-09-24,6C,FUT,6CU7,2027-09-14,,,0.718950000,3,27
2026-09-24,6C,FUT,6CV7,2027-10-19,,,0.719900000,3,
2026-09-24,6C,FUT,6CX7,2027-11-16,,,0.720650000,3,
2026-09-24,6C,FUT,6CZ7,2027-12-14,,,0.721400000,3,16
2026-09-24,6C,FUT,6CF8,2028-01-18,,,0.722250000,3,
2026-09-24,6C,FUT,6CG8,2028-02-15,,,0.722950000,3,
2026-09-24,6C,FUT,6CH8,2028-03-14,,,0.723650000,3,
2026-09-24,6C,FUT,6CJ8,2028-04-18,,,0.724550000,3,
2026-09-24,6C,FUT,6CK8,2028-05-16,,,0.725250000,3,
2026-09-24,6C,FUT,6CM8,2028-06-20,,,0.726150000,3,
2026-09-24,6C,FUT,6CN8,2028-07-18,,,0.726900000,3,
2026-09-24,6C,FUT,6CQ8,2028-08-15,,,0.727600000,3,
2026-09-24,6C,FUT,6CU8,2028-09-19,,,0.728500000,3,
2026-09-24,6C,FUT,6CZ8,2028-12-19,,,0.730550000,3,
2026-09-24,6C,FUT,6CH9,2029-03-20,,,0.732550000,3,
2026-09-24,6C,FUT,6CM9,2029-06-18,,,0.734550000,3,
2026-09-24,6C,FUT,6CU9,2029-09-18,,,0.736650000,3,
2026-09-24,6C,FUT,6CZ9,2029-12-18,,,0.738700000,3,
2026-09-24,6C,FUT,6CH0,2030-03-19,,,0.740750000,3,
2026-09-24,6C,FUT,6CM0,2030-06-18,,,0.742800000,3,
2026-09-24,6C,FUT,6CU0,2030-09-17,,,0.744900000,3,
2026-09-24,6C,FUT,6CZ0,2030-12-17,,,0.747000000,3,
2026-09-24,6C,FUT,6CH1,2031-03-18,,,0.749100000,3,
2026-09-24,6C,FUT,6CM1,2031-06-17,,,0.751250000,3,
2026-09-24,6C,FUT,6CU1,2031-09-16,,,0.753350000,3,
