session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-09-15,6J,FUT,6JV6,2026-10-19,,,0.006466000,3,1824
2026-09-15,6J,FUT,6JX6,2026-11-16,,,0.006480000,3,323
2026-09-15,6J,FUT,6JZ6,2026-12-14,,,0.006495000,3,425196
2026-09-15,6J,FUT,6JF7,2027-01-15,,,0.006512000,3,
2026-09-15,6J,FUT,6JG7,2027-02-12,,,0.006527500,3,
2026-09-15,6J,FUT,6JH7,2027-03-15,,,0.006544500,3,859
2026-09-15,6J,FUT,6JJ7,2027-04-19,,,0.006563000,3,
2026-09-15,6J,FUT,6JK7,2027-05-17,,,0.006578000,3,
2026-09-15,6J,FUT,6JM7,2027-06-14,,,0.006593500,3,193
2026-09-15,6J,FUT,6JN7,2027-07-19,,,0.006612000,3,
2026-09-15,6J,FUT,6JQ7,2027-08-16,,,0.006627000,3,
2026-09-15,6J,FUT,6JU7,2027-09-13,,,0.006642000,3,84
2026-09-15,6J,FUT,6JV7,2027-10-18,,,0.006659500,3,
2026-09-15,6J,FUT,6JX7,2027-11-15,,,0.006673500,3,
2026-09-15,6J,FUT,6JZ7,2027-12-13,,,0.006687500,3,14
2026-09-15,6J,FUT,6JF8,2028-01-14,,,0.006703500,3,
2026-09-15,6J,FUT,6JG8,2028-02-14,,,0.006719000,3,
2026-09-15,6J,FUT,6JH8,2028-03-13,,,0.006733500,3,
2026-09-15,6J,FUT,6JJ8,2028-04-17,,,0.006751000,3,
2026-09-15,6J,FUT,6JK8,2028-05-15,,,0.006765500,3,
2026-09-15,6J,FUT,6JM8,2028-06-16,,,0.006782000,3,
2026-09-15,6J,FUT,6JN8,2028-07-17,,,0.006798000,3,
2026-09-15,6J,FUT,6JQ8,2028-08-14,,,0.006812500,3,
2026-09-15,6J,FUT,6JU8,2028-09-18,,,0.006831000,3,
2026-09-15,6J,FUT,6JZ8,2028-12-18,,,0.006867000,3,
2026-09-15,6J,FUT,6JH9,2029-03-19,,,0.006903000,3,
2026-09-15,6J,FUT,6JM9,2029-06-15,,,0.006938500,3,
2026-09-15,6J,FUT,6JU9,2029-09-17,,,0.006977000,3,
2026-09-15,6J,FUT,6JZ9,2029-12-17,,,0.007014000,3,
2026-09-15,6J,FUT,6JH0,2030-03-18,,,0.007052000,3,
2026-09-15,6J,FUT,6JM0,2030-06-17,,,0.007090500,3,
2026-09-15,6J,FUT,6JU0,2030-09-16,,,0.007129000,3,
2026-09-15,6J,FUT,6JZ0,2030-12-16,,,0.007168000,3,
2026-09-15,6J,FUT,6JH1,2031-03-17,,,0.007207500,3,
2026-09-15,6J,FUT,6JM1,2031-06-16,,,0.007247500,3,
2026-09-15,6J,FUT,6JU1,2031-09-15,,,0.007288000,3,
