session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-06-26,6B,FUT,6BN6,2026-07-13,,,1.320000000,3,297
2026-06-26,6B,FUT,6BQ6,2026-08-17,,,1.319900000,3,529
2026-06-26,6B,FUT,6BU6,2026-09-14,,,1.319900000,3,291802
2026-06-26,6B,FUT,6BV6,2026-10-19,,,1.319900000,3,
2026-06-26,6B,FUT,6BX6,2026-11-16,,,1.320000000,3,
2026-06-26,6B,FUT,6BZ6,2026-12-14,,,1.320000000,3,5289
2026-06-26,6B,FUT,6BF7,2027-01-15,,,1.320000000,3,
2026-06-26,6B,FUT,6BG7,2027-02-12,,,1.320000000,3,
2026-06-26,6B,FUT,6BH7,2027-03-15,,,1.320000000,3,2249
2026-06-26,6B,FUT,6BJ7,2027-04-19,,,1.320000000,3,
2026-06-26,6B,FUT,6BK7,2027-05-17,,,1.320000000,3,
2026-06-26,6B,FUT,6BM7,2027-06-14,,,1.320000000,3,468
2026-06-26,6B,FUT,6BN7,2027-07-19,,,1.320000000,3,
2026-06-26,6B,FUT,6BQ7,2027-08-16,,,1.319900000,3,
2026-06-26,6B,FUT,6BU7,2027-09-13,,,1.319900000,3,1
2026-06-26,6B,FUT,6BV7,2027-10-18,,,1.319800000,3,
2026-06-26,6B,FUT,6BX7,2027-11-15,,,1.319700000,3,
2026-06-26,6B,FUT,6BZ7,2027-12-13,,,1.319600000,3,
2026-06-26,6B,FUT,6BF8,2028-01-14,,,1.319600000,3,
2026-06-26,6B,FUT,6BG8,2028-02-14,,,1.319500000,3,
2026-06-26,6B,FUT,6BH8,2028-03-13,,,1.319400000,3,
2026-06-26,6B,FUT,6BJ8,2028-04-17,,,1.319300000,3,
2026-06-26,6B,FUT,6BK8,2028-05-15,,,1.319200000,3,
2026-06-26,6B,FUT,6BM8,2028-06-16,,,1.319200000,3,
2026-06-26,6B,FUT,6BU8,2028-09-18,,,1.318400000,3,
2026-06-26,6B,FUT,6BZ8,2028-12-18,,,1.317500000,3,
2026-06-26,6B,FUT,6BH9,2029-03-19,,,1.316700000,3,
2026-06-26,6B,FUT,6BM9,2029-06-15,,,1.315800000,3,
2026-06-26,6B,FUT,6BU9,2029-09-17,,,1.315000000,3,
2026-06-26,6B,FUT,6BZ9,2029-12-17,,,1.314100000,3,
2026-06-26,6B,FUT,6BH0,2030-03-18,,,1.313200000,3,
2026-06-26,6B,FUT,6BM0,2030-06-17,,,1.312400000,3,
2026-06-26,6B,FUT,6BU0,2030-09-16,,,1.311500000,3,
2026-06-26,6B,FUT,6BZ0,2030-12-16,,,1.310700000,3,
2026-06-26,6B,FUT,6BH1,2031-03-17,,,1.309800000,3,
2026-06-26,6B,FUT,6BM1,2031-06-16,,,1.309000000,3,
