# QUALITY=CLEAN | XAU ~ const+be+slope+log_nfa | Kalman TVP δ=0.995 | IC4w=0.1702 IC8w=0.2479 hit8w=0.5235 | var_ratio=2.402 HL=267.9w | cot_as_of=20260623 | generated by metals_fairvalue_g8.py v3
DATE,PX,FAIR,RESID,MDP_Z,MDP_ADJ,RISK_W,COT_MULT,SIGNAL,B_CONST,B_BE,B_SLOPE,B_LOG_NFA
20140729,1298.3,1503.0206,-0.146464,1.3337,0.0053,0.7919,1.0,1.0562,-6.031866,0.174998,0.105438,0.640137
20140805,1285.3,1513.8442,-0.163703,1.288,0.0051,0.7958,1.0,1.025,-5.92712,0.174528,0.105736,0.633664
20140812,1310.6,1497.5589,-0.133394,1.3513,0.0054,0.7997,1.0,1.0806,-5.840336,0.17417,0.106005,0.628295
20140819,1296.7,1462.1315,-0.120116,1.375,0.0055,0.8037,1.0,1.1051,-5.757737,0.17423,0.106358,0.623129
20140826,1285.2,1463.6074,-0.130033,1.3458,0.0054,0.8082,1.0,1.0877,-5.66514,0.174473,0.106793,0.617311
20140902,1265.0,1471.8996,-0.151525,1.2906,0.0051,0.8131,1.0,1.0493,-5.557642,0.174661,0.107263,0.610571
20140909,1248.5,1493.2691,-0.179069,1.2223,0.0049,0.8178,1.0,0.9995,-5.434298,0.175094,0.107771,0.602807
20140916,1236.7,1504.0435,-0.195754,1.1794,0.0047,0.822,1.0,0.9694,-5.308278,0.175321,0.108158,0.594905
20140923,1222.0,1478.9276,-0.190872,1.1857,0.0047,0.8254,1.0,0.9787,-5.18198,0.176496,0.10876,0.586849
20140930,1211.6,1486.3704,-0.20444,1.1502,0.0046,0.8292,1.0,0.9538,-5.049072,0.178191,0.109462,0.578305
20141007,1212.4,1434.165,-0.168025,1.2282,0.0049,0.8329,1.0,1.0229,-4.93098,0.180168,0.110322,0.570646
20141014,1234.3,1404.3258,-0.129098,1.3111,0.0052,0.8377,1.0,1.0982,-4.833488,0.181831,0.111136,0.564318
20141021,1251.7,1396.5967,-0.10958,1.3492,0.0054,0.8435,1.0,1.1381,-4.749691,0.183347,0.111846,0.558867
20141028,1229.4,1398.3815,-0.128834,1.2996,0.0052,0.8495,1.0,1.1039,-4.655316,0.184998,0.112581,0.552736
20141104,1167.7,1439.0561,-0.208996,1.1133,0.0044,0.8546,1.0,0.9514,-4.505663,0.187505,0.113678,0.54303
20141111,1163.0,1451.1418,-0.221393,1.0813,0.0043,0.8592,1.0,0.9291,-4.358298,0.189741,0.114668,0.533505
20141118,1197.1,1405.744,-0.16071,1.2141,0.0048,0.8631,1.0,1.0479,-4.249769,0.192205,0.115602,0.526372
20141125,1197.1,1401.61,-0.157765,1.2158,0.0048,0.8674,1.0,1.0546,-4.142373,0.194572,0.116545,0.519325
20141202,1199.4,1404.91,-0.158198,1.21,0.0048,0.8719,1.0,1.0549,-4.034276,0.19759,0.117603,0.51214
20141209,1232.0,1385.6262,-0.117559,1.2964,0.0052,0.8763,1.0,1.1361,-3.952491,0.200107,0.118475,0.50667
20141216,1194.3,1355.3884,-0.126574,1.2706,0.0051,0.881,1.0,1.1194,-3.85592,0.203531,0.119682,0.500146
20141223,1178.0,1426.0746,-0.191154,1.1206,0.0045,0.887,1.0,0.994,-3.718816,0.207885,0.121172,0.490958
20141230,1200.4,1375.8886,-0.136492,1.239,0.0049,0.8919,1.0,1.1051,-3.623908,0.211368,0.122307,0.48453
20150106,1219.4,1340.0725,-0.094412,1.3281,0.0053,0.8966,1.0,1.1908,-3.551713,0.21433,0.123331,0.479595
20150113,1234.4,1319.1774,-0.06647,1.3848,0.0055,0.9027,1.0,1.25,-3.499129,0.216523,0.124104,0.475996
20150120,1294.2,1326.3257,-0.024567,1.4719,0.0059,0.9092,1.0,1.3382,-3.478128,0.217287,0.124408,0.474574
20150127,1291.7,1365.0909,-0.055309,1.3961,0.0056,0.9168,1.0,1.2799,-3.430275,0.21879,0.125058,0.47137
20150203,1260.3,1374.7826,-0.086994,1.3191,0.0053,0.9243,1.0,1.2192,-3.352337,0.221,0.1261,0.466184
20150210,1232.2,1430.5963,-0.149338,1.1749,0.0047,0.9321,1.0,1.0951,-3.231834,0.224509,0.127537,0.458154
20150217,1208.6,1431.1005,-0.169029,1.1268,0.0045,0.9378,1.0,1.0567,-3.112133,0.228054,0.128809,0.450169
20150224,1197.3,1419.9664,-0.170612,1.1193,0.0045,0.9417,1.0,1.054,-2.985256,0.231583,0.130295,0.441737
20150303,1204.4,1478.5017,-0.205096,1.0389,0.0041,0.9463,1.0,0.9831,-2.845364,0.23353,0.131457,0.432721
20150310,1160.1,1513.2805,-0.265823,0.9008,0.0036,0.95,1.0,0.8557,-2.679341,0.238058,0.133179,0.421702
20150317,1148.2,1472.5061,-0.24882,0.936,0.0037,0.9529,1.0,0.892,-2.53511,0.243234,0.13502,0.411951
20150324,1191.4,1412.4487,-0.170244,1.1077,0.0044,0.9557,1.0,1.0586,-2.429116,0.245461,0.136297,0.405013
20150331,1183.2,1450.0029,-0.203392,1.0304,0.0041,0.9597,1.0,0.9888,-2.315189,0.248032,0.137577,0.397529
20150407,1210.6,1422.9245,-0.161647,1.1197,0.0045,0.9625,1.0,1.0777,-2.219322,0.249331,0.138611,0.391356
20150414,1192.6,1419.8626,-0.174473,1.0874,0.0043,0.9661,1.0,1.0505,-2.117457,0.25119,0.139794,0.384728
20150421,1203.1,1426.0008,-0.170021,1.0937,0.0044,0.9695,1.0,1.0603,-2.018204,0.252383,0.140834,0.378359
20150428,1213.9,1400.01,-0.142689,1.1507,0.0046,0.9729,1.0,1.1195,-1.941624,0.253065,0.141525,0.373479
20150505,1193.2,1451.4396,-0.195965,1.0286,0.0041,0.9755,1.0,1.0033,-1.849658,0.253197,0.142018,0.367717
20150512,1192.4,1432.1189,-0.183235,1.0536,0.0042,0.9768,1.0,1.0291,-1.774876,0.25382,0.142384,0.362957
20150519,1206.7,1430.4811,-0.17017,1.0792,0.0043,0.9772,1.0,1.0546,-1.707511,0.254672,0.142759,0.358628
20150526,1186.9,1430.2354,-0.186543,1.0394,0.0041,0.9775,1.0,1.016,-1.626357,0.256078,0.143447,0.353358
20150602,1194.4,1444.3729,-0.19008,1.0284,0.0041,0.9784,1.0,1.0061,-1.555641,0.257208,0.14386,0.348779
20150609,1177.6,1471.3441,-0.222746,0.9529,0.0038,0.9784,1.0,0.9323,-1.485433,0.257919,0.143972,0.344292
20150616,1180.9,1450.3297,-0.205562,0.9882,0.0039,0.9777,1.0,0.9662,-1.411323,0.258459,0.1443,0.339587
20150623,1176.6,1479.858,-0.229366,0.9326,0.0037,0.9776,1.0,0.9117,-1.338526,0.258388,0.14435,0.335051
20150630,1171.8,1464.9119,-0.223303,0.9435,0.0038,0.9771,1.0,0.9218,-1.273969,0.258942,0.144479,0.33094
20150707,1152.6,1468.9939,-0.242607,0.8981,0.0036,0.9762,1.0,0.8767,-1.19732,0.259725,0.14487,0.32604
20150714,1153.5,1480.3403,-0.24952,0.8804,0.0035,0.9758,1.0,0.859,-1.131714,0.260514,0.145028,0.32183
20150721,1103.5,1479.7959,-0.293467,0.7807,0.0031,0.9747,1.0,0.7609,-1.05354,0.26191,0.145418,0.316747
20150728,1096.2,1434.7944,-0.269222,0.8326,0.0033,0.9738,1.0,0.8108,-0.983837,0.264072,0.146049,0.312084
20150804,1090.7,1423.5899,-0.266412,0.8368,0.0033,0.9729,1.0,0.8141,-0.918583,0.266591,0.146751,0.307646
20150811,1107.7,1401.0401,-0.234979,0.9045,0.0036,0.9719,1.0,0.8791,-0.860973,0.269297,0.14754,0.303659
20150818,1116.9,1384.4797,-0.214818,0.9469,0.0038,0.971,1.0,0.9194,-0.816014,0.272351,0.148248,0.300412
20150825,1138.3,1347.2357,-0.168569,1.047,0.0042,0.9696,1.0,1.0152,-0.779552,0.275117,0.148928,0.297736
20150901,1139.8,1377.3895,-0.189388,0.9976,0.004,0.9684,1.0,0.9661,-0.737342,0.277879,0.149614,0.294703
20150908,1121.0,1373.7513,-0.203375,0.9637,0.0038,0.9672,1.0,0.9321,-0.695288,0.281148,0.150348,0.291607
20150915,1102.6,1394.3528,-0.23481,0.8912,0.0036,0.9658,1.0,0.8608,-0.649455,0.284496,0.151036,0.288264
20150922,1124.8,1354.9004,-0.186173,0.997,0.004,0.9643,1.0,0.9614,-0.610049,0.287587,0.151784,0.285359
20150929,1126.8,1295.4167,-0.139502,1.0979,0.0044,0.963,1.0,1.0572,-0.582317,0.29064,0.152491,0.283188
20151006,1146.4,1301.724,-0.127113,1.1219,0.0045,0.9615,1.0,1.0788,-0.553451,0.292781,0.153054,0.281077
20151013,1165.4,1284.6826,-0.097497,1.1841,0.0047,0.9603,1.0,1.1371,-0.52994,0.29445,0.153505,0.279369
20151020,1177.5,1270.6612,-0.076194,1.2274,0.0049,0.9592,1.0,1.1773,-0.511832,0.295924,0.153878,0.278026
20151027,1165.8,1294.8588,-0.105045,1.1591,0.0046,0.958,1.0,1.1104,-0.485298,0.29804,0.154429,0.276065
20151103,1114.1,1368.0927,-0.205421,0.9328,0.0037,0.9569,1.0,0.8926,-0.432426,0.301015,0.155166,0.272338
20151110,1088.5,1420.9217,-0.266556,0.7948,0.0032,0.9557,1.0,0.7597,-0.374399,0.305034,0.155949,0.26814
20151117,1068.6,1397.2146,-0.268183,0.7894,0.0031,0.9542,1.0,0.7533,-0.314945,0.309165,0.156892,0.263836
20151124,1073.8,1413.9427,-0.275229,0.772,0.0031,0.9528,1.0,0.7356,-0.250344,0.312035,0.157681,0.259392
20151201,1063.5,1373.8022,-0.256068,0.8128,0.0032,0.9516,1.0,0.7735,-0.190926,0.315213,0.158617,0.255227
20151208,1075.3,1394.4731,-0.259968,0.8023,0.0032,0.9504,1.0,0.7625,-0.141639,0.318318,0.159345,0.251705
20151215,1061.6,1368.0234,-0.253641,0.8145,0.0032,0.9489,1.0,0.7729,-0.10172,0.322002,0.160085,0.248684
20151222,1074.1,1310.2173,-0.198762,0.9347,0.0037,0.9471,1.0,0.8852,-0.059719,0.325142,0.161012,0.245611
20151229,1068.0,1348.9101,-0.233561,0.8549,0.0034,0.9458,1.0,0.8086,-0.013359,0.32813,0.161864,0.242287
20160105,1078.4,1372.2777,-0.241046,0.8362,0.0033,0.9443,1.0,0.7897,0.039383,0.330942,0.162808,0.23859
20160112,1085.2,1306.6233,-0.185735,0.9574,0.0038,0.9431,1.0,0.9029,0.075935,0.334091,0.163745,0.235853
20160119,1089.1,1286.6292,-0.166727,0.9972,0.004,0.9417,1.0,0.9391,0.112582,0.337244,0.16474,0.233112
20160126,1120.2,1264.2806,-0.121049,1.0962,0.0044,0.9405,1.0,1.0309,0.141428,0.339669,0.165545,0.230962
20160202,1127.2,1219.8463,-0.079041,1.1864,0.0047,0.9394,1.0,1.1146,0.163245,0.341336,0.166159,0.22936
20160209,1198.6,1099.1973,0.086522,1.5508,0.0062,0.9388,1.0,1.4559,0.139976,0.338879,0.165333,0.231167
20160216,1208.2,1135.0137,0.062435,1.4902,0.0059,0.938,1.0,1.3978,0.122171,0.337195,0.164747,0.232521
20160223,1222.6,1151.0748,0.060231,1.4789,0.0059,0.9373,1.0,1.3862,0.101613,0.335713,0.164156,0.234017
20160301,1230.8,1232.7638,-0.001646,1.3357,0.0053,0.9371,1.0,1.2517,0.102245,0.335741,0.16417,0.233974
20160308,1262.9,1198.8196,0.052022,1.4494,0.0058,0.9374,1.0,1.3587,0.081568,0.334754,0.1637,0.235407
20160315,1231.0,1236.9023,-0.004835,1.3179,0.0053,0.9377,1.0,1.2358,0.083469,0.334835,0.163739,0.235276
20160322,1248.6,1239.9798,0.006877,1.3389,0.0053,0.9378,1.0,1.2557,0.080075,0.334765,0.163683,0.235498
20160329,1235.8,1218.9557,0.013673,1.349,0.0054,0.9391,1.0,1.2668,0.072605,0.334592,0.163547,0.235989
20160405,1229.6,1185.1348,0.036782,1.3948,0.0056,0.9409,1.0,1.3124,0.050913,0.334047,0.163129,0.237422
20160412,1260.9,1162.8675,0.080887,1.4863,0.0059,0.9432,1.0,1.4019,0.00486,0.332718,0.162231,0.240488
20160419,1254.3,1165.9388,0.073001,1.4628,0.0058,0.9449,1.0,1.3822,-0.040061,0.331667,0.161402,0.243443
20160426,1243.4,1236.1868,0.005768,1.3095,0.0052,0.9471,1.0,1.2403,-0.04355,0.331616,0.16135,0.243668
20160503,1291.8,1186.2463,0.085193,1.4787,0.0059,0.949,1.0,1.4033,-0.098529,0.330538,0.160395,0.247256
20160510,1264.8,1209.7055,0.044486,1.3836,0.0055,0.9513,1.0,1.3161,-0.128,0.329884,0.159854,0.24919
20160517,1276.9,1213.0091,0.05128,1.3932,0.0056,0.9536,1.0,1.3285,-0.163255,0.329067,0.159196,0.251508
20160524,1229.2,1241.1074,-0.009692,1.2549,0.005,0.956,1.0,1.1997,-0.157522,0.329274,0.159311,0.251121
20160531,1217.5,1251.7846,-0.027822,1.2113,0.0048,0.957,1.0,1.1592,-0.141899,0.329908,0.159624,0.250054
20160607,1247.0,1184.6287,0.051261,1.3796,0.0055,0.9576,1.0,1.3211,-0.180078,0.328817,0.158847,0.252595
20160614,1288.1,1150.5418,0.112884,1.5085,0.006,0.96,1.0,1.4482,-0.256859,0.324851,0.156808,0.257959
20160621,1272.5,1141.7254,0.108392,1.4924,0.006,0.9615,1.0,1.435,-0.320704,0.320988,0.155058,0.262499
20160628,1317.9,1114.7639,0.167345,1.6141,0.0064,0.9621,1.0,1.5528,-0.429129,0.313853,0.151565,0.270297
20160705,1358.7,1113.8605,0.198645,1.6744,0.0067,0.9632,1.0,1.6128,-0.5604,0.306719,0.147586,0.279522
20160712,1335.3,1167.6338,0.134125,1.527,0.0061,0.9647,1.0,1.4731,-0.637807,0.303322,0.145568,0.284844
20160719,1332.3,1185.5667,0.116634,1.4829,0.0059,0.9655,1.0,1.4316,-0.699048,0.300285,0.143913,0.289105
20160726,1320.8,1224.9376,0.075296,1.3879,0.0055,0.9657,1.0,1.3403,-0.743397,0.298804,0.142883,0.292087
20160802,1372.6,1169.4625,0.160112,1.5651,0.0062,0.9666,1.0,1.5127,-0.826432,0.294628,0.140616,0.297872
20160809,1346.7,1195.0727,0.119399,1.471,0.0059,0.9666,1.0,1.4218,-0.893343,0.292312,0.139026,0.302382
20160816,1356.9,1157.0283,0.159297,1.5506,0.0062,0.9671,1.0,1.4996,-0.971352,0.288572,0.136956,0.307789
20160823,1346.1,1185.3361,0.127134,1.4752,0.0059,0.967,1.0,1.4265,-1.037521,0.286226,0.135369,0.312257
20160830,1316.5,1220.9933,0.075261,1.3586,0.0054,0.9672,1.0,1.314,-1.073707,0.284743,0.134466,0.314729
20160906,1354.0,1196.9649,0.123223,1.4561,0.0058,0.9669,1.0,1.4079,-1.139449,0.282625,0.132937,0.319137
20160913,1323.7,1272.2054,0.039628,1.2724,0.0051,0.9671,1.0,1.2306,-1.156761,0.28197,0.132566,0.320312
20160920,1318.2,1284.48,0.025861,1.2389,0.0049,0.9665,1.0,1.1974,-1.169111,0.281531,0.132297,0.321146
20160927,1330.4,1253.9199,0.059154,1.3059,0.0052,0.966,1.0,1.2615,-1.204041,0.280646,0.131541,0.323454
20161004,1269.7,1317.064,-0.036676,1.0978,0.0044,0.9664,1.0,1.061,-1.178495,0.280767,0.13193,0.321842
20161011,1255.9,1355.265,-0.076196,1.0109,0.004,0.9678,1.0,0.9783,-1.125593,0.280866,0.132645,0.318525
20161018,1262.9,1352.057,-0.068268,1.0252,0.0041,0.9689,1.0,0.9933,-1.071597,0.280709,0.133349,0.315177
20161025,1273.6,1384.1369,-0.083281,0.9907,0.004,0.9709,1.0,0.9619,-0.998759,0.280043,0.13419,0.310727
20161101,1288.0,1405.4016,-0.087284,0.9798,0.0039,0.9738,1.0,0.9541,-0.925169,0.279168,0.134926,0.30626
20161108,1274.5,1397.8951,-0.092465,0.9665,0.0039,0.9762,1.0,0.9435,-0.846785,0.278054,0.135621,0.301528
20161115,1224.5,1613.4404,-0.27589,0.5744,0.0023,0.9786,1.0,0.5621,-0.624849,0.270782,0.135517,0.288733
20161122,1211.2,1677.3838,-0.325677,0.4676,0.0019,0.9804,1.0,0.4585,-0.405349,0.261548,0.134973,0.276371
20161129,1190.8,1650.9107,-0.326755,0.4646,0.0019,0.982,1.0,0.4563,-0.259321,0.255894,0.134611,0.268078
20161206,1170.1,1674.389,-0.358413,0.3965,0.0016,0.982,1.0,0.3893,-0.115313,0.248884,0.133927,0.260104
20161213,1159.0,1683.1191,-0.373144,0.3645,0.0015,0.9819,1.0,0.3579,-0.001832,0.242964,0.133097,0.25388
20161220,1133.6,1681.7625,-0.394498,0.3184,0.0013,0.9812,1.0,0.3124,0.10041,0.238652,0.132831,0.248124
20161227,1138.8,1719.6756,-0.412215,0.2801,0.0011,0.9802,1.0,0.2746,0.206891,0.233525,0.132558,0.242218
20170103,1162.0,1686.376,-0.372494,0.3648,0.0015,0.9795,1.0,0.3573,0.295109,0.229683,0.132583,0.237266
20170110,1185.5,1634.332,-0.321124,0.4743,0.0019,0.9787,1.0,0.4642,0.362711,0.226989,0.132698,0.233434
20170117,1212.9,1589.6704,-0.270566,0.582,0.0023,0.9777,1.0,0.569,0.423756,0.224602,0.132884,0.229969
20170124,1210.8,1643.7506,-0.305753,0.5056,0.002,0.977,1.0,0.494,0.497204,0.221133,0.132904,0.225885
20170131,1211.4,1624.2316,-0.293311,0.5315,0.0021,0.9766,1.0,0.5191,0.559859,0.218021,0.132805,0.222424
20170207,1236.1,1577.3357,-0.243829,0.6371,0.0025,0.9758,1.0,0.6217,0.61157,0.215821,0.13289,0.219514
20170214,1225.4,1595.1391,-0.263747,0.5932,0.0024,0.975,1.0,0.5784,0.667557,0.213322,0.132918,0.216381
20170221,1238.9,1597.2059,-0.254085,0.613,0.0024,0.9742,1.0,0.5972,0.724772,0.210786,0.132993,0.213177
20170228,1253.9,1576.9266,-0.229272,0.6655,0.0027,0.9736,1.0,0.6479,0.775273,0.208552,0.133047,0.210348
20170307,1216.1,1606.7575,-0.278622,0.558,0.0022,0.9729,1.0,0.5429,0.835656,0.205729,0.133027,0.206989
20170314,1202.6,1614.3015,-0.29447,0.523,0.0021,0.9721,1.0,0.5084,0.892393,0.203067,0.132919,0.203835
20170321,1246.5,1466.9564,-0.162903,0.8063,0.0032,0.971,1.0,0.7829,0.93266,0.201665,0.133171,0.201525
20170328,1255.6,1447.551,-0.142312,0.8492,0.0034,0.9708,1.0,0.8244,0.968314,0.200448,0.133401,0.199475
20170404,1258.4,1448.8937,-0.141012,0.8503,0.0034,0.9706,1.0,0.8253,1.005859,0.199235,0.13368,0.197308
20170411,1274.2,1424.218,-0.111357,0.9127,0.0036,0.9706,1.0,0.8859,1.034658,0.198421,0.133926,0.195628
20170418,1294.1,1360.1757,-0.049851,1.0437,0.0042,0.9703,1.0,1.0128,1.048252,0.198131,0.134082,0.194821
20170425,1267.2,1414.2369,-0.109833,0.9115,0.0036,0.9702,1.0,0.8844,1.079254,0.197237,0.134333,0.193016
20170502,1257.0,1396.0509,-0.104972,0.9201,0.0037,0.9701,1.0,0.8926,1.109079,0.196478,0.134613,0.191264
20170509,1216.1,1433.7994,-0.164732,0.789,0.0031,0.9699,1.0,0.7652,1.151335,0.195373,0.134927,0.188786
20170516,1236.4,1365.3951,-0.099292,0.9291,0.0037,0.9692,1.0,0.9005,1.177723,0.194834,0.135187,0.187217
20170523,1255.5,1351.4369,-0.073686,0.9825,0.0039,0.9686,1.0,0.9517,1.199367,0.194383,0.13541,0.185932
20170530,1265.7,1327.3416,-0.047605,1.0367,0.0041,0.9683,1.0,1.0039,1.214408,0.19412,0.13559,0.185031
20170606,1297.5,1281.6786,0.012217,1.1637,0.0046,0.9682,1.0,1.1267,1.210431,0.194168,0.135534,0.185272
20170613,1268.6,1287.6158,-0.01493,1.1019,0.0044,0.9681,1.0,1.0667,1.215162,0.194118,0.135598,0.184984
20170620,1243.5,1230.7785,0.010231,1.1535,0.0046,0.9677,1.0,1.1163,1.211534,0.194105,0.135524,0.185213
20170627,1246.9,1231.8408,0.012099,1.1545,0.0046,0.9677,1.0,1.1173,1.206831,0.194119,0.13544,0.185504
20170704,1221.7,1261.7457,-0.032304,1.0556,0.0042,0.9681,1.0,1.0219,1.219606,0.194001,0.135631,0.184724
20170711,1214.7,1256.7885,-0.034114,1.0491,0.0042,0.9683,1.0,1.0159,1.233443,0.193873,0.135836,0.183879
20170718,1241.9,1200.6398,0.033737,1.1932,0.0048,0.9686,1.0,1.1557,1.217135,0.19404,0.13558,0.184873
20170725,1252.1,1219.3103,0.026486,1.1743,0.0047,0.9697,1.0,1.1388,1.202931,0.194276,0.135388,0.185725
20170801,1279.4,1193.144,0.069749,1.2646,0.005,0.9715,1.0,1.2285,1.163114,0.194821,0.134794,0.188132
20170808,1262.6,1222.3787,0.032324,1.1802,0.0047,0.9735,1.0,1.149,1.142962,0.19519,0.134522,0.189336
20170815,1279.7,1211.0951,0.05505,1.2261,0.0049,0.9762,1.0,1.1969,1.109234,0.195619,0.134013,0.191379
20170822,1291.0,1186.3462,0.084489,1.2861,0.0051,0.9785,1.0,1.2584,1.05439,0.196227,0.133137,0.194714
20170829,1318.9,1150.4235,0.136618,1.3946,0.0056,0.9811,1.0,1.3682,0.962096,0.196853,0.13148,0.200383
20170905,1344.5,1146.577,0.159192,1.4386,0.0057,0.9839,1.0,1.4155,0.845297,0.198041,0.12943,0.207502
20170912,1332.7,1173.0654,0.127537,1.3657,0.0054,0.9878,1.0,1.3491,0.744661,0.199963,0.12799,0.213503
20170919,1310.6,1201.0208,0.087264,1.275,0.0051,0.9929,1.0,1.2659,0.676009,0.201524,0.127112,0.217561
20170926,1301.7,1223.8081,0.061654,1.2164,0.0048,0.9979,1.0,1.2138,0.629556,0.202443,0.126484,0.220326
20171003,1274.6,1253.873,0.016345,1.1159,0.0044,1.0021,1.0,1.1183,0.617474,0.202699,0.126336,0.221043
20171010,1293.8,1266.8294,0.021016,1.1232,0.0045,1.0058,1.0,1.1298,0.600308,0.203138,0.126147,0.222051
20171017,1286.2,1261.7952,0.019106,1.1164,0.0045,1.0106,1.0,1.1281,0.584917,0.203422,0.125942,0.22297
20171024,1278.3,1307.9125,-0.022952,1.0235,0.0041,1.0148,1.0,1.0387,0.604577,0.202909,0.126141,0.221818
20171031,1270.5,1328.2876,-0.044531,0.975,0.0039,1.0195,1.0,0.9941,0.643402,0.201814,0.126489,0.219554
20171107,1275.8,1306.1475,-0.02356,1.0179,0.0041,1.0241,1.0,1.0425,0.666816,0.201226,0.126759,0.218178
20171114,1282.9,1302.3084,-0.015066,1.0339,0.0041,1.0306,1.0,1.0655,0.681725,0.200849,0.12692,0.217303
20171121,1281.7,1277.6969,0.003077,1.0704,0.0043,1.0366,1.0,1.1096,0.678672,0.200914,0.126884,0.217484
20171128,1294.9,1257.3819,0.029351,1.1242,0.0045,1.0423,1.0,1.1718,0.64791,0.201564,0.126506,0.219308
20171205,1264.9,1270.7621,-0.004674,1.0486,0.0042,1.0486,1.0,1.0996,0.653035,0.201441,0.126564,0.219006
20171212,1241.7,1310.7292,-0.054153,0.9404,0.0037,1.0553,1.0,0.9923,0.717084,0.199639,0.127205,0.215272
20171219,1264.2,1272.8315,-0.006855,1.0397,0.0041,1.0631,1.0,1.1053,0.726666,0.199388,0.127327,0.214711
20171226,1287.5,1275.8526,0.009037,1.0714,0.0043,1.0749,1.0,1.1517,0.713436,0.199777,0.127171,0.21548
20180102,1316.1,1254.2395,0.048093,1.1526,0.0046,1.0877,1.0,1.2537,0.635193,0.202502,0.12635,0.219971
20180109,1313.7,1283.8887,0.022904,1.0958,0.0044,1.1038,1.0,1.2096,0.598704,0.203961,0.12605,0.222038
20180116,1337.1,1245.2624,0.071107,1.1964,0.0048,1.1191,1.0,1.3389,0.480801,0.208604,0.125048,0.228727
20180123,1336.7,1263.4332,0.056322,1.1617,0.0046,1.1356,1.0,1.3192,0.389964,0.212669,0.124495,0.233809
20180130,1340.0,1269.5265,0.053977,1.1538,0.0046,1.1514,1.0,1.3285,0.3044,0.217101,0.124232,0.23851
20180206,1329.5,1293.6254,0.027305,1.094,0.0044,1.1667,1.0,1.2763,0.263217,0.219338,0.12417,0.240758
20180213,1330.4,1298.1085,0.024522,1.0855,0.0043,1.1802,1.0,1.2811,0.228364,0.221101,0.124115,0.242677
20180220,1331.2,1320.1529,0.008284,1.0483,0.0042,1.1915,1.0,1.2491,0.215719,0.221823,0.124121,0.243361
20180227,1318.6,1348.2254,-0.022268,0.9808,0.0039,1.2046,1.0,1.1814,0.251122,0.21968,0.124071,0.241462
20180306,1335.2,1330.6607,0.003356,1.0335,0.0041,1.2187,1.0,1.2595,0.245757,0.219993,0.124073,0.241752
20180313,1327.1,1315.7313,0.008554,1.0424,0.0042,1.2325,1.0,1.2848,0.231986,0.220715,0.124051,0.242506
20180320,1311.9,1338.5842,-0.020186,0.9787,0.0039,1.246,1.0,1.2195,0.263289,0.219048,0.12407,0.240796
20180327,1342.0,1246.0531,0.074131,1.1782,0.0047,1.2578,1.0,1.4819,0.116827,0.224211,0.12235,0.24919
20180403,1337.3,1260.6761,0.058955,1.1429,0.0046,1.2785,1.0,1.4611,0.006048,0.228247,0.121082,0.25552
20180410,1345.9,1261.7415,0.064521,1.152,0.0046,1.2981,1.0,1.4954,-0.110085,0.232525,0.119784,0.262149
20180417,1349.5,1278.2583,0.054187,1.1272,0.0045,1.3163,1.0,1.4837,-0.20872,0.237008,0.118923,0.267659
20180424,1333.0,1366.6444,-0.024976,0.9557,0.0038,1.3359,1.0,1.2768,-0.168569,0.234632,0.119003,0.265496
20180501,1306.8,1379.8983,-0.054479,0.8909,0.0036,1.3507,1.0,1.2034,-0.083012,0.229748,0.119265,0.26086
20180508,1313.7,1411.8658,-0.072115,0.8517,0.0034,1.3643,1.0,1.1619,0.025071,0.223521,0.119579,0.25501
20180515,1290.3,1437.7842,-0.108279,0.773,0.0031,1.3764,1.0,1.0639,0.167573,0.213598,0.119138,0.247549
20180522,1292.0,1416.0381,-0.091722,0.8071,0.0032,1.3854,1.0,1.1181,0.270672,0.207146,0.119039,0.242047
20180529,1299.0,1359.7641,-0.045768,0.9039,0.0036,1.392,1.0,1.2581,0.326525,0.205991,0.12,0.238728
20180605,1302.2,1409.3967,-0.079158,0.8309,0.0033,1.401,1.0,1.164,0.419884,0.201552,0.120639,0.233542
20180612,1299.4,1410.8342,-0.08233,0.8227,0.0033,1.409,1.0,1.1591,0.508632,0.197048,0.121069,0.228655
20180619,1278.6,1398.2119,-0.08948,0.806,0.0032,1.4154,1.0,1.1408,0.629798,0.193515,0.123149,0.2216
20180626,1259.9,1377.8157,-0.089519,0.8046,0.0032,1.4283,1.0,1.1492,0.742018,0.190314,0.125149,0.215051
20180703,1253.5,1366.6019,-0.086439,0.8098,0.0032,1.4397,1.0,1.1659,0.847039,0.187542,0.127157,0.20889
20180710,1255.4,1351.2166,-0.073603,0.8359,0.0033,1.4509,1.0,1.2129,0.929881,0.185023,0.128587,0.204079
20180717,1227.3,1352.7244,-0.097356,0.7837,0.0031,1.4606,1.0,1.1446,1.034051,0.182775,0.130642,0.1979
20180724,1225.5,1371.0608,-0.112287,0.7504,0.003,1.4691,1.0,1.1024,1.139553,0.179466,0.132231,0.191793
20180731,1233.6,1357.5082,-0.095766,0.7846,0.0031,1.4754,1.0,1.1576,1.221668,0.176649,0.133385,0.187074
20180807,1218.3,1366.6638,-0.114968,0.7422,0.003,1.4806,1.0,1.099,1.314256,0.173112,0.134545,0.181805
20180814,1200.7,1384.536,-0.142513,0.682,0.0027,1.4851,1.0,1.0129,1.426469,0.170628,0.136674,0.175161
