DATE,Y10_FIT,RNY10,TP10,QUALITY
20210927,-0.1501,-0.1446,-0.0055,ACM_K3_464m
20210928,-0.126,-0.1609,0.0349,ACM_K3_464m
20210929,-0.1243,-0.1626,0.0383,ACM_K3_464m
20210930,-0.1681,-0.1345,-0.0336,ACM_K3_464m
20211001,-0.1786,-0.135,-0.0436,ACM_K3_464m
20211004,-0.1611,-0.157,-0.0042,ACM_K3_464m
20211005,-0.1584,-0.1606,0.0023,ACM_K3_464m
20211006,-0.1071,-0.1694,0.0623,ACM_K3_464m
20211007,-0.1324,-0.1532,0.0208,ACM_K3_464m
20211008,-0.091,-0.1652,0.0741,ACM_K3_464m
20211011,-0.0645,-0.1771,0.1126,ACM_K3_464m
20211012,-0.0382,-0.1851,0.1469,ACM_K3_464m
20211013,-0.0463,-0.1696,0.1233,ACM_K3_464m
20211014,-0.1044,-0.143,0.0386,ACM_K3_464m
20211015,-0.1265,-0.1424,0.0159,ACM_K3_464m
20211018,-0.0657,-0.1519,0.0862,ACM_K3_464m
20211019,-0.0793,-0.1617,0.0824,ACM_K3_464m
20211020,-0.0584,-0.1451,0.0867,ACM_K3_464m
20211021,-0.0598,-0.1432,0.0834,ACM_K3_464m
20211022,-0.0373,-0.1286,0.0913,ACM_K3_464m
20211025,-0.0296,-0.1588,0.1292,ACM_K3_464m
20211026,-0.0446,-0.1627,0.118,ACM_K3_464m
20211027,-0.0703,-0.1358,0.0655,ACM_K3_464m
20211028,-0.1099,-0.0762,-0.0337,ACM_K3_464m
20211029,-0.0396,-0.0754,0.0358,ACM_K3_464m
20211101,-0.0016,-0.1167,0.115,ACM_K3_464m
20211102,-0.0553,-0.1306,0.0753,ACM_K3_464m
20211103,-0.1137,-0.1142,0.0005,ACM_K3_464m
20211104,-0.1178,-0.118,0.0002,ACM_K3_464m
20211105,-0.1521,-0.1197,-0.0324,ACM_K3_464m
20211108,-0.1733,-0.1143,-0.059,ACM_K3_464m
20211109,-0.1714,-0.1152,-0.0562,ACM_K3_464m
20211110,-0.1774,-0.1066,-0.0707,ACM_K3_464m
20211111,-0.1289,-0.0789,-0.0501,ACM_K3_464m
20211112,-0.0953,-0.0881,-0.0072,ACM_K3_464m
20211115,-0.1429,-0.1159,-0.027,ACM_K3_464m
20211116,-0.0834,-0.1672,0.0838,ACM_K3_464m
20211117,-0.0944,-0.1685,0.0741,ACM_K3_464m
20211118,-0.1273,-0.1271,-0.0003,ACM_K3_464m
20211119,-0.1433,-0.114,-0.0293,ACM_K3_464m
20211122,-0.1891,-0.1149,-0.0742,ACM_K3_464m
20211123,-0.1417,-0.1417,-0.0,ACM_K3_464m
20211124,-0.1178,-0.1171,-0.0007,ACM_K3_464m
20211125,-0.1359,-0.1367,0.0007,ACM_K3_464m
20211126,-0.1825,-0.1407,-0.0419,ACM_K3_464m
20211129,-0.1916,-0.1502,-0.0414,ACM_K3_464m
20211130,-0.2293,-0.1301,-0.0992,ACM_K3_464m
20211201,-0.188,-0.1166,-0.0715,ACM_K3_464m
20211202,-0.2442,-0.0853,-0.1588,ACM_K3_464m
20211203,-0.2514,-0.0871,-0.1644,ACM_K3_464m
20211206,-0.275,-0.0904,-0.1847,ACM_K3_464m
20211207,-0.2668,-0.1048,-0.162,ACM_K3_464m
20211208,-0.282,-0.0777,-0.2043,ACM_K3_464m
20211209,-0.2799,-0.054,-0.2259,ACM_K3_464m
20211210,-0.2853,-0.0579,-0.2274,ACM_K3_464m
20211213,-0.3072,-0.0681,-0.2391,ACM_K3_464m
20211214,-0.2813,-0.0894,-0.192,ACM_K3_464m
20211215,-0.272,-0.0708,-0.2012,ACM_K3_464m
20211216,-0.2583,-0.0528,-0.2055,ACM_K3_464m
20211217,-0.2752,-0.0441,-0.2311,ACM_K3_464m
20211220,-0.2912,-0.0716,-0.2196,ACM_K3_464m
20211221,-0.2646,-0.0915,-0.1731,ACM_K3_464m
20211222,-0.1971,-0.0809,-0.1162,ACM_K3_464m
20211223,-0.1947,-0.0696,-0.1251,ACM_K3_464m
20211227,-0.1595,-0.1108,-0.0487,ACM_K3_464m
20211228,-0.1719,-0.129,-0.0429,ACM_K3_464m
20211229,-0.1569,-0.0854,-0.0715,ACM_K3_464m
20211230,-0.1257,-0.0766,-0.0491,ACM_K3_464m
20220103,-0.1099,-0.0858,-0.024,ACM_K3_464m
20220104,-0.0758,-0.0942,0.0184,ACM_K3_464m
20220105,-0.0405,-0.1111,0.0706,ACM_K3_464m
20220106,-0.0266,-0.0924,0.0659,ACM_K3_464m
20220107,0.0026,-0.1328,0.1353,ACM_K3_464m
20220110,0.074,-0.118,0.192,ACM_K3_464m
20220111,0.0512,-0.1068,0.158,ACM_K3_464m
20220112,0.0626,-0.1076,0.1702,ACM_K3_464m
20220113,0.0112,-0.0838,0.0951,ACM_K3_464m
20220114,0.0019,-0.0814,0.0833,ACM_K3_464m
20220117,0.0278,-0.0844,0.1122,ACM_K3_464m
20220118,0.0667,-0.1037,0.1703,ACM_K3_464m
20220119,0.0607,-0.1488,0.2095,ACM_K3_464m
20220120,0.0239,-0.0569,0.0807,ACM_K3_464m
20220121,0.0057,-0.0714,0.0771,ACM_K3_464m
20220124,-0.0193,-0.0827,0.0634,ACM_K3_464m
20220125,0.0074,-0.0757,0.0831,ACM_K3_464m
20220126,0.0057,-0.1078,0.1135,ACM_K3_464m
20220127,0.0367,-0.0954,0.1321,ACM_K3_464m
20220128,0.0257,-0.0638,0.0895,ACM_K3_464m
20220131,0.0554,-0.0891,0.1445,ACM_K3_464m
20220201,0.0849,-0.1019,0.1868,ACM_K3_464m
20220202,0.1062,-0.0739,0.1801,ACM_K3_464m
20220203,0.1097,-0.0602,0.1699,ACM_K3_464m
20220204,0.2058,-0.0005,0.2063,ACM_K3_464m
20220207,0.2844,-0.0055,0.2899,ACM_K3_464m
20220208,0.3125,-0.0249,0.3375,ACM_K3_464m
20220209,0.327,-0.126,0.453,ACM_K3_464m
20220210,0.3098,-0.101,0.4108,ACM_K3_464m
20220211,0.335,-0.0558,0.3908,ACM_K3_464m
20220214,0.2683,-0.0392,0.3075,ACM_K3_464m
20220215,0.343,-0.0491,0.3921,ACM_K3_464m
20220216,0.2954,-0.1373,0.4327,ACM_K3_464m
20220217,0.29,-0.1436,0.4336,ACM_K3_464m
20220218,0.2634,-0.1271,0.3905,ACM_K3_464m
20220221,0.2465,-0.1791,0.4255,ACM_K3_464m
20220222,0.2261,-0.1593,0.3854,ACM_K3_464m
20220223,0.2786,-0.1463,0.4249,ACM_K3_464m
20220224,0.2343,-0.1079,0.3422,ACM_K3_464m
20220225,0.2665,-0.1033,0.3698,ACM_K3_464m
20220228,0.2709,-0.1592,0.4301,ACM_K3_464m
20220301,0.1994,-0.1682,0.3676,ACM_K3_464m
20220302,0.0851,-0.1386,0.2237,ACM_K3_464m
20220303,0.1867,-0.1352,0.322,ACM_K3_464m
20220304,0.1656,-0.1407,0.3064,ACM_K3_464m
20220307,0.1415,-0.1931,0.3345,ACM_K3_464m
20220308,0.2133,-0.2044,0.4177,ACM_K3_464m
20220309,0.2652,-0.2177,0.4829,ACM_K3_464m
20220310,0.2589,-0.2027,0.4615,ACM_K3_464m
20220311,0.3328,-0.1808,0.5136,ACM_K3_464m
20220314,0.3822,-0.1762,0.5584,ACM_K3_464m
20220315,0.3827,-0.1766,0.5593,ACM_K3_464m
20220316,0.4288,-0.2091,0.6379,ACM_K3_464m
20220317,0.3921,-0.1637,0.5558,ACM_K3_464m
20220318,0.3741,-0.1893,0.5633,ACM_K3_464m
20220321,0.3864,-0.2,0.5864,ACM_K3_464m
20220322,0.4733,-0.2075,0.6808,ACM_K3_464m
20220323,0.4219,-0.2172,0.6391,ACM_K3_464m
20220324,0.4515,-0.2098,0.6613,ACM_K3_464m
20220325,0.4919,-0.1392,0.6311,ACM_K3_464m
20220328,0.6141,-0.1205,0.7345,ACM_K3_464m
20220329,0.6894,-0.1989,0.8883,ACM_K3_464m
20220330,0.7254,-0.1685,0.8939,ACM_K3_464m
20220331,0.6856,-0.151,0.8366,ACM_K3_464m
20220401,0.6471,-0.1453,0.7924,ACM_K3_464m
20220404,0.541,-0.1406,0.6816,ACM_K3_464m
20220405,0.5651,-0.1395,0.7046,ACM_K3_464m
20220406,0.6726,-0.1601,0.8326,ACM_K3_464m
20220407,0.6362,-0.157,0.7932,ACM_K3_464m
20220408,0.7146,-0.1684,0.8831,ACM_K3_464m
20220411,0.7669,-0.1532,0.92,ACM_K3_464m
20220412,0.8977,-0.162,1.0597,ACM_K3_464m
20220413,0.9433,-0.1798,1.1231,ACM_K3_464m
20220414,0.7895,-0.1699,0.9594,ACM_K3_464m
20220419,0.9037,-0.2679,1.1716,ACM_K3_464m
20220420,0.9019,-0.2896,1.1915,ACM_K3_464m
20220421,0.8923,-0.196,1.0883,ACM_K3_464m
20220422,0.9203,-0.1622,1.0825,ACM_K3_464m
20220425,0.8635,-0.1496,1.013,ACM_K3_464m
20220426,0.8441,-0.1599,1.004,ACM_K3_464m
20220427,0.7934,-0.1629,0.9563,ACM_K3_464m
20220428,0.7743,-0.1328,0.907,ACM_K3_464m
20220429,0.8279,-0.0817,0.9095,ACM_K3_464m
20220502,0.8689,-0.1473,1.0161,ACM_K3_464m
20220503,0.8968,-0.155,1.0518,ACM_K3_464m
20220504,0.8602,-0.076,0.9362,ACM_K3_464m
20220505,0.8753,-0.1181,0.9934,ACM_K3_464m
20220506,0.9063,-0.1043,1.0107,ACM_K3_464m
20220509,1.0021,-0.1707,1.1728,ACM_K3_464m
20220510,0.9677,-0.1993,1.167,ACM_K3_464m
20220511,0.9106,-0.2152,1.1258,ACM_K3_464m
20220512,0.7498,-0.2075,0.9573,ACM_K3_464m
20220513,0.7029,-0.2142,0.9172,ACM_K3_464m
20220516,0.7457,-0.1805,0.9262,ACM_K3_464m
20220517,0.7454,-0.1451,0.8905,ACM_K3_464m
20220518,0.7574,-0.1523,0.9097,ACM_K3_464m
20220519,0.6894,-0.1329,0.8223,ACM_K3_464m
20220520,0.6871,-0.0409,0.728,ACM_K3_464m
20220523,0.6689,-0.1439,0.8129,ACM_K3_464m
20220524,0.7101,-0.1358,0.8459,ACM_K3_464m
20220525,0.6827,-0.1373,0.8201,ACM_K3_464m
20220527,0.7404,-0.1098,0.8502,ACM_K3_464m
20220530,0.7791,-0.0968,0.8759,ACM_K3_464m
20220531,0.7791,-0.058,0.8371,ACM_K3_464m
20220601,0.8656,-0.0121,0.8777,ACM_K3_464m
20220602,0.9254,0.0505,0.8749,ACM_K3_464m
20220603,0.9557,0.0835,0.8722,ACM_K3_464m
20220607,0.9856,0.0219,0.9637,ACM_K3_464m
20220608,1.0311,0.0612,0.97,ACM_K3_464m
20220609,1.0308,-0.0743,1.1051,ACM_K3_464m
20220610,1.0209,0.1491,0.8718,ACM_K3_464m
