# QUALITY=PROXY_THIN_MARKET | Indexed AGS (RBA; thin linker market) | generated by real_yields_g8.py
DATE,NOM10,REAL10,BE10
20150225,2.484,0.18,2.304
20150226,2.407,0.115,2.292
20150227,2.447,0.138,2.309
20150302,2.483,0.168,2.315
20150303,2.538,0.228,2.31
20150304,2.625,0.311,2.314
20150305,2.614,0.301,2.313
20150306,2.626,0.311,2.315
20150309,2.726,0.394,2.332
20150310,2.665,0.377,2.288
20150311,2.58,0.317,2.263
20150312,2.504,0.255,2.249
20150313,2.543,0.299,2.244
20150316,2.471,0.25,2.221
20150317,2.463,0.258,2.205
20150318,2.445,0.246,2.199
20150319,2.341,0.136,2.205
20150320,2.376,0.145,2.231
20150323,2.381,0.153,2.228
20150324,2.365,0.137,2.228
20150325,2.317,0.091,2.226
20150326,2.321,0.087,2.234
20150327,2.4,0.152,2.248
20150331,2.313,0.07,2.243
20150401,2.327,0.086,2.241
20150402,2.292,0.054,2.238
20150407,2.345,0.106,2.239
20150408,2.326,0.089,2.237
20150409,2.343,0.115,2.228
20150410,2.363,0.133,2.23
20150413,2.338,0.121,2.217
20150414,2.303,0.084,2.219
20150415,2.279,0.073,2.206
20150416,2.365,0.129,2.236
20150417,2.349,0.11,2.239
20150420,2.394,0.142,2.252
20150421,2.39,0.137,2.253
20150422,2.435,0.14,2.295
20150423,2.52,0.213,2.307
20150424,2.53,0.22,2.31
20150427,2.5,0.193,2.307
20150429,2.594,0.296,2.298
20150430,2.647,0.359,2.288
20150501,2.681,0.38,2.301
20150504,2.691,0.376,2.315
20150505,2.794,0.456,2.338
20150506,2.924,0.576,2.348
20150507,2.989,0.637,2.352
20150508,2.843,0.501,2.342
20150511,2.856,0.518,2.338
20150512,3.045,0.706,2.339
20150513,2.956,0.615,2.341
20150514,2.999,0.662,2.337
20150515,2.899,0.572,2.327
20150518,2.872,0.546,2.326
20150519,2.947,0.612,2.335
20150520,2.972,0.64,2.332
20150521,2.945,0.602,2.343
20150522,2.92,0.584,2.336
20150525,2.916,0.579,2.337
20150526,2.921,0.59,2.331
20150527,2.841,0.525,2.316
20150528,2.783,0.498,2.285
20150529,2.734,0.449,2.285
20150601,2.714,0.424,2.29
20150602,2.748,0.442,2.306
20150603,2.899,0.57,2.329
20150604,3.045,0.696,2.349
20150605,3.045,0.7,2.345
20150609,2.974,0.621,2.353
20150610,3.058,0.696,2.362
20150611,3.159,0.78,2.379
20150612,3.024,0.666,2.358
20150615,3.018,0.66,2.358
20150616,3.016,0.656,2.36
20150617,3.002,0.653,2.349
20150618,2.86,0.538,2.322
20150619,2.893,0.582,2.311
20150622,2.962,0.642,2.32
20150623,3.074,0.724,2.35
20150624,3.059,0.703,2.356
20150625,3.07,0.719,2.351
20150626,3.067,0.715,2.352
20150629,2.966,0.639,2.327
20150630,3.02,0.695,2.325
20150701,3.024,0.698,2.326
20150702,3.122,0.764,2.358
20150703,3.082,0.716,2.366
20150706,2.945,0.597,2.348
20150707,2.918,0.571,2.347
20150708,2.761,0.436,2.325
20150709,2.822,0.499,2.323
20150710,2.956,0.612,2.344
20150713,3.012,0.661,2.351
20150714,3.037,0.676,2.361
20150715,3.049,0.683,2.366
20150716,2.99,0.631,2.359
20150717,2.966,0.608,2.358
20150720,2.937,0.586,2.351
20150721,2.952,0.606,2.346
20150722,2.913,0.588,2.325
20150723,2.875,0.557,2.318
20150724,2.835,0.532,2.303
20150727,2.771,0.498,2.273
20150728,2.78,0.535,2.245
20150729,2.814,0.57,2.244
20150730,2.863,0.597,2.266
20150731,2.779,0.511,2.268
20150804,2.755,0.493,2.262
20150805,2.825,0.567,2.258
20150806,2.845,0.59,2.255
20150807,2.865,0.627,2.238
20150810,2.799,0.564,2.235
20150811,2.799,0.541,2.258
20150812,2.686,0.445,2.241
20150813,2.76,0.508,2.252
20150814,2.805,0.547,2.258
20150817,2.803,0.541,2.262
20150818,2.763,0.506,2.257
20150819,2.764,0.496,2.268
20150820,2.69,0.458,2.232
20150821,2.61,0.412,2.198
20150824,2.521,0.348,2.173
20150825,2.618,0.44,2.178
20150826,2.678,0.483,2.195
20150827,2.728,0.528,2.2
20150828,2.754,0.537,2.217
20150831,2.689,0.46,2.229
20150901,2.664,0.435,2.229
20150902,2.716,0.504,2.212
20150903,2.711,0.506,2.205
20150904,2.651,0.451,2.2
20150907,2.687,0.494,2.193
20150908,2.692,0.495,2.197
20150909,2.764,0.553,2.211
20150910,2.736,0.534,2.202
20150911,2.762,0.555,2.207
20150914,2.72,0.518,2.202
20150915,2.706,0.502,2.204
20150916,2.825,0.603,2.222
20150917,2.894,0.656,2.238
20150918,2.799,0.572,2.227
20150921,2.746,0.54,2.206
20150922,2.78,0.597,2.183
20150923,2.697,0.537,2.16
20150924,2.687,0.53,2.157
20150925,2.722,0.576,2.146
20150928,2.717,0.574,2.143
20150929,2.615,0.509,2.106
20150930,2.635,0.488,2.147
20151001,2.65,0.494,2.156
20151002,2.65,0.483,2.167
20151006,2.637,0.454,2.183
20151007,2.663,0.459,2.204
20151008,2.654,0.452,2.202
20151009,2.742,0.512,2.23
20151012,2.742,0.513,2.229
20151013,2.694,0.485,2.209
20151014,2.625,0.42,2.205
20151015,2.594,0.399,2.195
20151016,2.63,0.409,2.221
20151019,2.63,0.416,2.214
20151020,2.651,0.441,2.21
20151021,2.692,0.462,2.23
20151022,2.66,0.438,2.222
20151023,2.645,0.424,2.221
20151026,2.694,0.442,2.252
20151027,2.665,0.42,2.245
20151028,2.609,0.419,2.19
20151029,2.615,0.468,2.147
20151030,2.644,0.505,2.139
20151102,2.654,0.518,2.136
20151103,2.714,0.577,2.137
20151104,2.765,0.614,2.151
20151105,2.818,0.645,2.173
20151106,2.822,0.653,2.169
20151109,2.936,0.74,2.196
20151110,2.922,0.702,2.22
20151111,2.9,0.675,2.225
20151112,2.984,0.727,2.257
20151113,2.99,0.751,2.239
20151116,2.93,0.721,2.209
20151117,2.951,0.715,2.236
20151118,2.926,0.683,2.243
20151119,2.952,0.703,2.249
20151120,2.937,0.683,2.254
20151123,2.972,0.715,2.257
20151124,2.954,0.672,2.282
20151125,2.909,0.62,2.289
20151126,2.859,0.591,2.268
20151127,2.879,0.615,2.264
20151130,2.895,0.621,2.274
20151201,2.876,0.608,2.268
20151202,2.836,0.581,2.255
20151203,2.877,0.627,2.25
20151204,2.987,0.719,2.268
20151207,2.988,0.725,2.263
20151208,2.873,0.643,2.23
20151209,2.856,0.639,2.217
20151210,2.887,0.683,2.204
20151211,2.89,0.697,2.193
20151214,2.856,0.683,2.173
20151215,2.858,0.685,2.173
20151216,2.902,0.714,2.188
20151217,2.88,0.689,2.191
20151218,2.795,0.613,2.182
20151221,2.79,0.607,2.183
20151222,2.768,0.583,2.185
20151223,2.812,0.62,2.192
20151224,2.804,0.602,2.202
20151229,2.726,0.528,2.198
20151230,2.781,0.575,2.206
20151231,2.859,0.644,2.215
20160104,2.794,0.588,2.206
20160105,2.785,0.591,2.194
20160106,2.746,0.561,2.185
20160107,2.694,0.528,2.166
20160108,2.758,0.601,2.157
20160111,2.733,0.609,2.124
20160112,2.769,0.662,2.107
20160113,2.744,0.668,2.076
20160114,2.665,0.615,2.05
20160115,2.677,0.635,2.042
20160118,2.678,0.651,2.027
20160119,2.698,0.672,2.026
20160120,2.643,0.641,2.002
20160121,2.677,0.699,1.978
20160122,2.717,0.749,1.968
20160125,2.721,0.755,1.966
20160127,2.661,0.688,1.973
20160128,2.675,0.672,2.003
20160129,2.62,0.566,2.054
20160201,2.606,0.545,2.061
20160202,2.606,0.536,2.07
20160203,2.507,0.477,2.03
20160204,2.558,0.509,2.049
20160205,2.533,0.492,2.041
20160208,2.571,0.568,2.003
20160209,2.397,0.483,1.914
20160210,2.391,0.507,1.884
20160211,2.361,0.493,1.868
20160212,2.408,0.536,1.872
20160215,2.506,0.604,1.902
20160216,2.512,0.614,1.898
20160217,2.473,0.578,1.895
20160218,2.527,0.622,1.905
20160219,2.418,0.528,1.89
20160222,2.443,0.548,1.895
20160223,2.408,0.5,1.908
20160224,2.389,0.497,1.892
20160225,2.389,0.501,1.888
20160226,2.375,0.486,1.889
20160301,2.344,0.492,1.852
20160302,2.449,0.58,1.869
20160303,2.548,0.679,1.869
20160304,2.543,0.651,1.892
20160307,2.573,0.616,1.957
20160308,2.549,0.569,1.98
20160309,2.547,0.576,1.971
20160310,2.583,0.599,1.984
20160311,2.672,0.666,2.006
20160314,2.685,0.66,2.025
20160315,2.662,0.642,2.02
20160316,2.627,0.631,1.996
20160317,2.548,0.541,2.007
20160318,2.543,0.537,2.006
20160321,2.556,0.538,2.018
20160322,2.595,0.571,2.024
20160323,2.638,0.614,2.024
20160324,2.575,0.562,2.013
20160329,2.569,0.561,2.008
20160330,2.49,0.476,2.014
20160331,2.481,0.488,1.993
20160401,2.522,0.532,1.99
20160404,2.462,0.499,1.963
20160405,2.447,0.516,1.931
20160406,2.429,0.519,1.91
20160407,2.449,0.531,1.918
20160408,2.4,0.494,1.906
20160411,2.405,0.496,1.909
20160412,2.46,0.548,1.912
20160413,2.514,0.58,1.934
20160414,2.52,0.569,1.951
20160415,2.554,0.595,1.959
20160418,2.49,0.542,1.948
20160419,2.556,0.602,1.954
20160420,2.522,0.564,1.958
20160421,2.59,0.619,1.971
20160422,2.63,0.649,1.981
20160426,2.65,0.659,1.991
20160427,2.611,0.721,1.89
20160428,2.516,0.703,1.813
20160429,2.516,0.686,1.83
20160502,2.52,0.695,1.825
20160503,2.464,0.629,1.835
20160504,2.43,0.595,1.835
20160505,2.39,0.572,1.818
20160506,2.291,0.632,1.659
20160509,2.321,0.609,1.712
20160510,2.301,0.545,1.756
20160511,2.302,0.529,1.773
20160512,2.297,0.539,1.758
20160513,2.275,0.514,1.761
20160516,2.233,0.49,1.743
20160517,2.301,0.543,1.758
20160518,2.292,0.542,1.75
20160519,2.352,0.601,1.751
20160520,2.306,0.563,1.743
20160523,2.292,0.557,1.735
20160524,2.281,0.5,1.781
20160525,2.31,0.51,1.8
20160526,2.281,0.474,1.807
20160527,2.261,0.464,1.797
20160530,2.281,0.478,1.803
20160531,2.306,0.499,1.807
20160601,2.297,0.492,1.805
20160602,2.272,0.47,1.802
20160603,2.237,0.437,1.8
20160606,2.162,0.384,1.778
20160607,2.199,0.427,1.772
20160608,2.158,0.399,1.759
20160609,2.099,0.349,1.75
20160610,2.109,0.351,1.758
20160614,2.055,0.343,1.712
20160615,2.074,0.366,1.708
20160616,2.011,0.314,1.697
20160617,2.081,0.381,1.7
20160620,2.147,0.444,1.703
20160621,2.166,0.45,1.716
20160622,2.229,0.48,1.749
20160623,2.259,0.504,1.755
20160624,2.016,0.344,1.672
20160627,2.063,0.405,1.658
20160628,1.996,0.385,1.611
20160629,2.012,0.421,1.591
20160630,1.989,0.41,1.579
20160701,1.961,0.389,1.572
20160704,2.016,0.429,1.587
20160705,1.95,0.354,1.596
20160706,1.872,0.322,1.55
20160707,1.876,0.302,1.574
20160708,1.89,0.31,1.58
20160711,1.91,0.316,1.594
20160712,1.953,0.328,1.625
20160713,1.985,0.359,1.626
20160714,1.967,0.332,1.635
20160715,1.981,0.328,1.653
20160718,2.0,0.342,1.658
20160719,1.93,0.274,1.656
20160720,1.931,0.24,1.691
20160721,1.935,0.242,1.693
20160722,1.916,0.23,1.686
20160725,1.923,0.238,1.685
20160726,1.931,0.243,1.688
20160727,1.963,0.268,1.695
20160728,1.876,0.191,1.685
20160729,1.885,0.19,1.695
20160802,1.83,0.143,1.687
20160803,1.942,0.241,1.701
20160804,1.957,0.246,1.711
20160805,1.883,0.186,1.697
20160808,1.967,0.257,1.71
20160809,1.953,0.253,1.7
20160810,1.882,0.183,1.699
20160811,1.865,0.182,1.683
20160812,1.922,0.234,1.688
20160815,1.887,0.204,1.683
20160816,1.893,0.218,1.675
20160817,1.92,0.255,1.665
20160818,1.885,0.22,1.665
20160819,1.876,0.214,1.662
20160822,1.92,0.259,1.661
20160823,1.864,0.214,1.65
20160824,1.857,0.209,1.648
20160825,1.87,0.222,1.648
20160826,1.869,0.213,1.656
20160829,1.894,0.232,1.662
20160830,1.853,0.195,1.658
20160831,1.838,0.206,1.632
20160901,1.858,0.21,1.648
20160902,1.868,0.215,1.653
20160905,1.908,0.249,1.659
20160906,1.918,0.257,1.661
20160907,1.843,0.194,1.649
20160908,1.878,0.232,1.646
20160909,1.982,0.334,1.648
20160912,2.067,0.425,1.642
20160913,2.079,0.464,1.615
20160914,2.112,0.507,1.605
20160915,2.124,0.51,1.614
20160916,2.122,0.489,1.633
20160919,2.133,0.489,1.644
20160920,2.13,0.486,1.644
20160921,2.145,0.505,1.64
20160922,2.051,0.412,1.639
20160923,2.014,0.348,1.666
20160926,1.988,0.32,1.668
20160927,1.987,0.351,1.636
20160928,1.962,0.338,1.624
20160929,1.988,0.371,1.617
20160930,1.926,0.36,1.566
20161004,2.041,0.406,1.635
20161005,2.098,0.412,1.686
20161006,2.134,0.41,1.724
20161007,2.143,0.416,1.727
20161010,2.158,0.429,1.729
20161011,2.221,0.455,1.766
20161012,2.279,0.514,1.765
20161013,2.218,0.447,1.771
20161014,2.237,0.473,1.764
20161017,2.282,0.509,1.773
20161018,2.306,0.516,1.79
20161019,2.274,0.481,1.793
20161020,2.263,0.415,1.848
20161021,2.261,0.47,1.791
20161024,2.216,0.436,1.78
20161025,2.251,0.475,1.776
20161026,2.244,0.411,1.833
20161027,2.309,0.467,1.842
20161028,2.354,0.515,1.839
20161031,2.325,0.495,1.83
20161101,2.36,0.533,1.827
20161102,2.324,0.504,1.82
20161103,2.279,0.51,1.769
20161104,2.305,0.544,1.761
20161107,2.325,0.573,1.752
20161108,2.329,0.519,1.81
20161109,2.197,0.426,1.771
20161110,2.477,0.604,1.873
20161111,2.542,0.648,1.894
20161114,2.633,0.696,1.937
20161115,2.634,0.706,1.928
20161116,2.619,0.7,1.919
20161117,2.544,0.645,1.899
20161118,2.696,0.776,1.92
20161121,2.661,0.759,1.902
20161122,2.646,0.743,1.903
20161123,2.679,0.772,1.907
20161124,2.728,0.796,1.932
20161125,2.737,0.803,1.934
20161128,2.672,0.76,1.912
20161129,2.68,0.795,1.885
20161130,2.7,0.799,1.901
20161201,2.759,0.823,1.936
20161202,2.839,0.87,1.969
20161205,2.772,0.789,1.983
20161206,2.801,0.802,1.999
20161207,2.776,0.794,1.982
20161208,2.709,0.744,1.965
20161209,2.794,0.797,1.997
20161212,2.836,0.82,2.016
20161213,2.803,0.804,1.999
20161214,2.771,0.789,1.982
20161215,2.847,0.868,1.979
20161216,2.81,0.852,1.958
20161219,2.841,0.901,1.94
20161220,2.826,0.887,1.939
20161221,2.801,0.842,1.959
20161222,2.812,0.843,1.969
20161223,2.851,0.876,1.975
20161228,2.831,0.856,1.975
20161229,2.758,0.781,1.977
20161230,2.743,0.772,1.971
20170103,2.73,0.768,1.962
20170104,2.773,0.806,1.967
20170105,2.723,0.751,1.972
20170106,2.664,0.691,1.973
20170109,2.746,0.753,1.993
20170110,2.697,0.706,1.991
20170111,2.714,0.72,1.994
20170112,2.649,0.653,1.996
20170113,2.675,0.673,2.002
20170116,2.681,0.667,2.014
20170117,2.679,0.658,2.021
20170118,2.666,0.644,2.022
20170119,2.743,0.7,2.043
20170120,2.767,0.716,2.051
20170123,2.743,0.71,2.033
20170124,2.678,0.678,2.0
20170125,2.714,0.777,1.937
20170127,2.764,0.778,1.986
20170130,2.71,0.735,1.975
20170131,2.698,0.73,1.968
20170201,2.719,0.755,1.964
20170202,2.754,0.793,1.961
20170203,2.779,0.827,1.952
20170206,2.75,0.808,1.942
20170207,2.682,0.763,1.919
20170208,2.683,0.772,1.911
20170209,2.628,0.733,1.895
20170210,2.683,0.754,1.929
20170213,2.693,0.773,1.92
20170214,2.727,0.792,1.935
20170215,2.777,0.824,1.953
20170216,2.786,0.814,1.972
20170217,2.794,0.838,1.956
20170220,2.779,0.827,1.952
20170221,2.789,0.836,1.953
20170222,2.824,0.855,1.969
20170223,2.775,0.803,1.972
20170224,2.721,0.773,1.948
20170227,2.702,0.766,1.936
20170228,2.714,0.765,1.949
20170301,2.793,0.821,1.972
20170302,2.778,0.809,1.969
20170303,2.798,0.854,1.944
20170306,2.797,0.856,1.941
20170307,2.811,0.865,1.946
20170308,2.856,0.89,1.966
20170309,2.922,0.945,1.977
20170310,2.97,0.982,1.988
20170313,2.929,0.97,1.959
20170314,2.916,0.948,1.968
20170315,2.912,0.953,1.959
20170316,2.809,0.866,1.943
20170317,2.854,0.896,1.958
20170320,2.815,0.862,1.953
20170321,2.802,0.823,1.979
20170322,2.75,0.793,1.957
20170323,2.738,0.787,1.951
20170324,2.746,0.799,1.947
20170327,2.703,0.755,1.948
20170328,2.693,0.718,1.975
20170329,2.719,0.749,1.97
20170330,2.685,0.732,1.953
20170331,2.691,0.732,1.959
20170403,2.671,0.724,1.947
20170404,2.602,0.676,1.926
20170405,2.603,0.69,1.913
20170406,2.577,0.661,1.916
20170407,2.548,0.629,1.919
20170410,2.573,0.646,1.927
20170411,2.529,0.617,1.912
20170412,2.5,0.597,1.903
20170413,2.473,0.571,1.902
20170418,2.488,0.582,1.906
20170419,2.454,0.556,1.898
20170420,2.504,0.579,1.925
20170421,2.538,0.597,1.941
20170424,2.597,0.629,1.968
20170426,2.632,0.692,1.94
20170427,2.613,0.65,1.963
20170428,2.576,0.609,1.967
20170501,2.576,0.595,1.981
20170502,2.604,0.616,1.988
20170503,2.591,0.607,1.984
20170504,2.646,0.646,2.0
20170505,2.65,0.684,1.966
20170508,2.675,0.715,1.96
20170509,2.686,0.72,1.966
20170510,2.66,0.685,1.975
20170511,2.654,0.676,1.978
20170512,2.635,0.675,1.96
20170515,2.593,0.647,1.946
20170516,2.588,0.632,1.956
20170517,2.534,0.608,1.926
20170518,2.505,0.579,1.926
20170519,2.482,0.55,1.932
20170522,2.497,0.559,1.938
20170523,2.453,0.531,1.922
20170524,2.492,0.557,1.935
20170525,2.447,0.535,1.912
20170526,2.418,0.513,1.905
20170529,2.424,0.516,1.908
20170530,2.402,0.502,1.9
20170531,2.396,0.514,1.882
20170601,2.406,0.545,1.861
20170602,2.422,0.576,1.846
20170605,2.403,0.564,1.839
20170606,2.383,0.546,1.837
20170607,2.395,0.556,1.839
20170608,2.416,0.571,1.845
20170609,2.413,0.563,1.85
20170613,2.412,0.556,1.856
20170614,2.415,0.57,1.845
20170615,2.371,0.577,1.794
20170616,2.419,0.613,1.806
20170619,2.42,0.61,1.81
20170620,2.43,0.614,1.816
20170621,2.404,0.598,1.806
20170622,2.39,0.581,1.809
20170623,2.385,0.575,1.81
20170626,2.389,0.573,1.816
20170627,2.369,0.549,1.82
20170628,2.472,0.638,1.834
20170629,2.52,0.67,1.85
20170630,2.614,0.746,1.868
20170703,2.625,0.768,1.857
20170704,2.581,0.723,1.858
20170705,2.588,0.739,1.849
20170706,2.6,0.752,1.848
20170707,2.69,0.827,1.863
20170710,2.701,0.827,1.874
20170711,2.713,0.828,1.885
20170712,2.684,0.784,1.9
20170713,2.651,0.752,1.899
20170714,2.681,0.783,1.898
20170717,2.697,0.796,1.901
20170718,2.711,0.804,1.907
20170719,2.691,0.791,1.9
20170720,2.706,0.801,1.905
20170721,2.666,0.771,1.895
20170724,2.646,0.753,1.893
20170725,2.659,0.757,1.902
20170726,2.697,0.797,1.9
20170727,2.658,0.769,1.889
20170728,2.653,0.79,1.863
20170731,2.649,0.816,1.833
20170801,2.684,0.868,1.816
20170802,2.677,0.867,1.81
20170803,2.636,0.828,1.808
20170804,2.591,0.807,1.784
20170808,2.598,0.81,1.788
20170809,2.614,0.814,1.8
20170810,2.629,0.81,1.819
20170811,2.561,0.757,1.804
20170814,2.591,0.769,1.822
20170815,2.622,0.79,1.832
20170816,2.637,0.773,1.864
20170817,2.617,0.771,1.846
20170818,2.593,0.784,1.809
20170821,2.615,0.81,1.805
20170823,2.649,0.8,1.849
20170824,2.611,0.741,1.87
20170825,2.621,0.769,1.852
20170828,2.642,0.79,1.852
20170829,2.603,0.77,1.833
20170830,2.658,0.811,1.847
20170831,2.693,0.838,1.855
20170901,2.638,0.792,1.846
20170904,2.605,0.759,1.846
20170905,2.655,0.791,1.864
20170906,2.58,0.746,1.834
20170907,2.62,0.784,1.836
20170908,2.561,0.745,1.816
20170911,2.586,0.771,1.815
20170912,2.623,0.772,1.851
20170913,2.654,0.8,1.854
20170914,2.71,0.85,1.86
20170915,2.725,0.858,1.867
20170918,2.782,0.902,1.88
20170919,2.796,0.916,1.88
20170920,2.811,0.931,1.88
20170921,2.81,0.951,1.859
20170922,2.776,0.943,1.833
20170925,2.784,0.958,1.826
20170926,2.756,0.93,1.826
20170927,2.772,0.936,1.836
20170928,2.844,1.011,1.833
20170929,2.825,0.997,1.828
20171003,2.828,1.001,1.827
20171004,2.793,0.97,1.823
20171005,2.768,0.963,1.805
20171006,2.804,0.998,1.806
20171009,2.809,0.98,1.829
20171010,2.82,0.963,1.857
20171011,2.805,0.939,1.866
20171012,2.79,0.911,1.879
20171013,2.781,0.898,1.883
20171016,2.736,0.869,1.867
20171017,2.752,0.876,1.876
20171018,2.714,0.844,1.87
20171019,2.754,0.887,1.867
20171020,2.769,0.902,1.867
20171023,2.79,0.916,1.874
20171024,2.765,0.864,1.901
20171025,2.75,0.929,1.821
20171026,2.746,0.934,1.812
20171027,2.766,0.966,1.8
20171030,2.723,0.922,1.801
20171031,2.66,0.862,1.798
20171101,2.695,0.861,1.834
20171102,2.647,0.828,1.819
20171103,2.564,0.755,1.809
20171106,2.563,0.737,1.826
20171107,2.578,0.722,1.856
20171108,2.569,0.708,1.861
20171109,2.592,0.736,1.856
20171110,2.607,0.767,1.84
20171113,2.618,0.777,1.841
20171114,2.653,0.817,1.836
20171115,2.583,0.765,1.818
20171116,2.58,0.766,1.814
20171117,2.57,0.747,1.823
20171120,2.541,0.724,1.817
20171121,2.547,0.724,1.823
20171122,2.523,0.709,1.814
20171123,2.507,0.703,1.804
20171124,2.503,0.704,1.799
20171127,2.523,0.699,1.824
20171128,2.494,0.642,1.852
20171129,2.469,0.61,1.859
20171130,2.499,0.632,1.867
20171201,2.535,0.662,1.873
20171204,2.544,0.671,1.873
20171205,2.6,0.746,1.854
20171206,2.509,0.672,1.837
20171207,2.514,0.68,1.834
20171208,2.529,0.688,1.841
20171211,2.56,0.718,1.842
20171212,2.523,0.677,1.846
20171213,2.526,0.662,1.864
20171214,2.56,0.699,1.861
20171215,2.528,0.67,1.858
20171218,2.534,0.666,1.868
20171219,2.58,0.706,1.874
20171220,2.641,0.75,1.891
20171221,2.671,0.786,1.885
20171222,2.716,0.833,1.883
20171227,2.697,0.795,1.902
20171228,2.672,0.78,1.892
20171229,2.637,0.744,1.893
20180102,2.662,0.733,1.929
20180103,2.69,0.741,1.949
20180104,2.655,0.708,1.947
20180105,2.615,0.66,1.955
20180108,2.625,0.67,1.955
20180109,2.649,0.695,1.954
20180110,2.694,0.749,1.945
20180111,2.708,0.775,1.933
20180112,2.728,0.795,1.933
20180115,2.745,0.811,1.934
20180116,2.75,0.808,1.942
20180117,2.765,0.826,1.939
20180118,2.791,0.831,1.96
20180119,2.844,0.858,1.986
20180122,2.841,0.851,1.99
20180123,2.812,0.821,1.991
20180124,2.809,0.822,1.987
20180125,2.829,0.842,1.987
20180129,2.836,0.848,1.988
20180130,2.846,0.871,1.975
20180131,2.798,0.841,1.957
20180201,2.789,0.831,1.958
20180202,2.815,0.864,1.951
20180205,2.922,0.969,1.953
20180206,2.808,0.892,1.916
20180207,2.828,0.873,1.955
20180208,2.875,0.889,1.986
20180209,2.846,0.899,1.947
20180212,2.896,0.935,1.961
20180213,2.862,0.881,1.981
20180214,2.837,0.86,1.977
20180215,2.907,0.875,2.032
20180216,2.912,0.871,2.041
20180219,2.873,0.85,2.023
20180220,2.888,0.866,2.022
20180221,2.849,0.833,2.016
20180222,2.861,0.856,2.005
20180223,2.834,0.856,1.978
20180226,2.764,0.793,1.971
20180227,2.744,0.785,1.959
20180228,2.796,0.835,1.961
20180301,2.74,0.779,1.961
20180302,2.722,0.739,1.983
20180305,2.732,0.748,1.984
20180306,2.806,0.824,1.982
20180307,2.782,0.794,1.988
20180308,2.792,0.805,1.987
20180309,2.772,0.809,1.963
20180312,2.809,0.846,1.963
20180313,2.797,0.84,1.957
20180314,2.733,0.789,1.944
20180315,2.699,0.724,1.975
20180316,2.684,0.706,1.978
20180319,2.697,0.728,1.969
20180320,2.692,0.728,1.964
20180321,2.692,0.733,1.959
20180322,2.696,0.751,1.945
20180323,2.644,0.715,1.929
20180326,2.658,0.724,1.934
20180327,2.65,0.7,1.95
20180328,2.585,0.641,1.944
20180329,2.598,0.664,1.934
20180403,2.602,0.667,1.935
20180404,2.629,0.686,1.943
20180405,2.66,0.722,1.938
20180406,2.652,0.725,1.927
20180409,2.669,0.75,1.919
20180410,2.699,0.766,1.933
20180411,2.675,0.72,1.955
20180412,2.66,0.705,1.955
20180413,2.731,0.77,1.961
20180416,2.742,0.785,1.957
20180417,2.761,0.815,1.946
20180418,2.746,0.803,1.943
20180419,2.78,0.838,1.942
20180420,2.804,0.852,1.952
20180423,2.863,0.89,1.973
20180424,2.836,0.872,1.964
20180426,2.86,0.883,1.977
20180427,2.821,0.842,1.979
20180430,2.767,0.809,1.958
20180501,2.754,0.796,1.958
20180502,2.794,0.836,1.958
20180503,2.807,0.851,1.956
20180504,2.769,0.83,1.939
20180507,2.754,0.822,1.932
20180508,2.739,0.796,1.943
20180509,2.778,0.822,1.956
20180510,2.773,0.794,1.979
20180511,2.779,0.803,1.976
20180514,2.769,0.792,1.977
20180515,2.826,0.857,1.969
20180516,2.881,0.913,1.968
