Date,Value
2018-01-03,1.74
2018-01-04,1.51
2018-01-05,1.5
2018-01-08,1.59
2018-01-09,1.63
2018-01-10,1.72
2018-01-11,1.58
2018-01-12,1.5
2018-01-15,1.76
2018-01-16,1.52
2018-01-17,1.75
2018-01-18,1.58
2018-01-19,1.75
2018-01-22,1.76
2018-01-23,1.68
2018-01-24,1.75
2018-01-25,1.61
2018-01-26,1.75
2018-01-29,1.75
2018-01-30,1.75
2018-01-31,1.71
2018-02-01,1.74
2018-02-02,1.53
2018-02-05,1.62
2018-02-07,1.71
2018-02-08,1.61
2018-02-09,1.6
2018-02-12,1.7
2018-02-13,1.7
2018-02-14,1.7
2018-02-15,1.61
2018-02-16,1.68
2018-02-19,1.71
2018-02-20,1.68
2018-02-21,1.75
2018-02-22,1.75
2018-02-23,1.59
2018-02-26,1.5
2018-02-27,1.76
2018-02-28,1.76
2018-03-01,1.5
2018-03-02,1.69
2018-03-05,1.75
2018-03-06,1.7
2018-03-07,1.7
2018-03-08,1.69
2018-03-09,1.75
2018-03-12,1.52
2018-03-13,1.6
2018-03-14,1.63
2018-03-15,1.61
2018-03-16,1.65
2018-03-19,1.75
2018-03-20,1.7
2018-03-21,1.71
2018-03-22,1.8
2018-03-23,1.71
2018-03-26,1.8
2018-03-27,1.71
2018-03-28,1.61
2018-03-29,1.5
2018-04-03,1.78
2018-04-05,1.74
2018-04-06,1.63
2018-04-09,1.79
2018-04-10,1.79
2018-04-11,1.74
2018-04-12,1.75
2018-04-13,1.78
2018-04-16,1.67
2018-04-17,1.55
2018-04-18,1.71
2018-04-19,1.66
2018-04-20,1.66
2018-04-23,1.59
2018-04-24,1.79
2018-04-26,1.79
2018-04-27,1.69
2018-04-30,1.73
2018-05-01,1.68
2018-05-02,1.67
2018-05-03,1.74
2018-05-04,1.75
2018-05-07,1.75
2018-05-08,1.75
2018-05-09,1.77
2018-05-10,1.85
2018-05-11,1.77
2018-05-14,1.77
2018-05-15,1.64
2018-05-16,1.77
2018-05-17,1.76
2018-05-18,1.78
2018-05-21,1.71
2018-05-22,1.67
2018-05-23,1.75
2018-05-24,1.65
2018-05-25,1.64
2018-05-28,1.74
2018-05-29,1.69
2018-05-30,1.75
2018-05-31,1.75
2018-06-01,1.66
2018-06-05,1.67
2018-06-06,1.73
2018-06-07,1.7
2018-06-08,1.67
2018-06-11,1.73
2018-06-12,1.65
2018-06-13,1.67
2018-06-14,1.67
2018-06-15,1.76
2018-06-18,1.74
2018-06-19,1.65
2018-06-20,1.75
2018-06-21,1.59
2018-06-22,1.7
2018-06-25,1.67
2018-06-26,1.7
2018-06-27,1.65
2018-06-28,1.65
2018-06-29,1.78
2018-07-02,1.74
2018-07-03,1.76
2018-07-04,1.71
2018-07-05,1.58
2018-07-06,1.7
2018-07-09,1.65
2018-07-10,1.7
2018-07-11,1.72
2018-07-12,1.6
2018-07-13,1.59
2018-07-16,1.57
2018-07-17,1.64
2018-07-18,1.62
2018-07-19,1.65
2018-07-20,1.7
2018-07-23,1.67
2018-07-24,1.67
2018-07-25,1.72
2018-07-26,1.75
2018-07-27,1.69
2018-07-30,1.57
2018-07-31,1.77
2018-08-01,1.75
2018-08-02,1.72
2018-08-03,1.75
2018-08-06,1.72
2018-08-07,1.68
2018-08-08,1.68
2018-08-09,1.59
2018-08-10,1.66
2018-08-13,1.68
2018-08-14,1.72
2018-08-15,1.72
2018-08-16,1.71
2018-08-17,1.69
2018-08-20,1.76
2018-08-21,1.72
2018-08-22,1.66
2018-08-23,1.74
2018-08-24,1.74
2018-08-27,1.75
2018-08-28,1.62
2018-08-29,1.75
2018-08-30,1.65
2018-08-31,1.82
2018-09-03,1.74
2018-09-04,1.57
2018-09-05,1.71
2018-09-06,1.75
2018-09-07,1.73
2018-09-10,1.71
2018-09-11,1.72
2018-09-12,1.74
2018-09-13,1.72
2018-09-14,1.74
2018-09-17,1.62
2018-09-18,1.76
2018-09-19,1.61
2018-09-20,1.67
2018-09-21,1.68
2018-09-24,1.59
2018-09-25,1.63
2018-09-26,1.63
2018-09-27,1.72
2018-09-28,1.5
2018-10-01,1.54
2018-10-02,1.62
2018-10-03,1.6
2018-10-04,1.68
2018-10-05,1.72
2018-10-08,1.66
2018-10-09,1.72
2018-10-10,1.61
2018-10-11,1.77
2018-10-12,1.5
2018-10-15,1.7
2018-10-16,1.72
2018-10-17,1.69
2018-10-19,1.72
2018-10-23,1.54
2018-10-24,1.71
2018-10-25,1.74
2018-10-26,1.81
2018-10-29,1.82
2018-10-30,1.69
2018-10-31,1.72
2018-11-01,1.68
2018-11-02,1.77
2018-11-05,1.78
2018-11-06,1.65
2018-11-07,1.79
2018-11-08,1.7
2018-11-09,1.72
2018-11-12,1.74
2018-11-13,1.76
2018-11-14,1.75
2018-11-15,1.73
2018-11-16,1.68
2018-11-19,1.71
2018-11-20,1.69
2018-11-21,1.75
2018-11-22,1.72
2018-11-23,1.67
2018-11-26,1.61
2018-11-27,1.64
2018-11-28,1.77
2018-11-29,1.77
2018-11-30,1.75
2018-12-03,1.75
2018-12-04,1.74
2018-12-05,1.65
2018-12-06,1.74
2018-12-07,1.75
2018-12-10,1.73
2018-12-11,1.76
2018-12-12,1.68
2018-12-13,1.69
2018-12-14,1.72
2018-12-17,1.76
2018-12-18,1.75
2018-12-19,1.71
2018-12-20,1.71
2018-12-21,1.72
2018-12-24,1.74
2018-12-27,1.73
2018-12-28,1.64
2018-12-31,1.65
2019-01-03,1.69
2019-01-04,1.66
2019-01-07,1.5
2019-01-08,1.5
2019-01-09,1.5
2019-01-10,1.71
2019-01-11,1.61
2019-01-14,1.7
2019-01-15,1.78
2019-01-16,1.73
2019-01-17,1.65
2019-01-18,1.59
2019-01-21,1.71
2019-01-22,1.69
2019-01-23,1.72
2019-01-24,1.77
2019-01-25,1.7
2019-01-28,1.74
2019-01-29,1.75
2019-01-30,1.72
2019-01-31,1.65
2019-02-01,1.73
2019-02-04,1.75
2019-02-05,1.7
2019-02-07,1.71
2019-02-08,1.72
2019-02-11,1.72
2019-02-12,1.63
2019-02-13,1.8
2019-02-14,1.61
2019-02-15,1.77
2019-02-18,1.77
2019-02-19,1.68
2019-02-20,1.7
2019-02-21,1.75
2019-02-22,1.75
2019-02-25,1.78
2019-02-26,1.76
2019-02-27,1.74
2019-02-28,1.75
2019-03-01,1.75
2019-03-04,1.7
2019-03-05,1.68
2019-03-07,1.79
2019-03-08,1.75
2019-03-11,1.75
2019-03-12,1.75
2019-03-13,1.76
2019-03-14,1.74
2019-03-15,1.75
2019-03-18,1.74
2019-03-19,1.77
2019-03-20,1.75
2019-03-21,1.71
2019-03-22,1.77
2019-03-25,1.59
2019-03-26,1.76
2019-03-27,1.67
2019-03-28,1.74
2019-03-29,1.74
2019-04-01,1.79
2019-04-02,1.75
2019-04-03,1.63
2019-04-04,1.65
2019-04-05,1.74
2019-04-08,1.64
2019-04-09,1.73
2019-04-10,1.74
2019-04-11,1.78
2019-04-12,1.75
2019-04-15,1.74
2019-04-16,1.76
2019-04-17,1.75
2019-04-18,1.73
2019-04-23,1.67
2019-04-24,1.61
2019-04-26,1.63
2019-04-29,1.55
2019-04-30,1.6
2019-05-01,1.75
2019-05-02,1.61
2019-05-03,1.72
2019-05-06,1.5
2019-05-07,1.71
2019-05-08,1.73
2019-05-09,1.46
2019-05-10,1.4
2019-05-13,1.52
2019-05-14,1.5
2019-05-15,1.5
2019-05-16,1.5
2019-05-17,1.42
2019-05-20,1.48
2019-05-21,1.44
2019-05-22,1.33
2019-05-23,1.47
2019-05-24,1.45
2019-05-27,1.46
2019-05-28,1.42
2019-05-29,1.51
2019-05-30,1.43
2019-05-31,1.5
2019-06-04,1.43
2019-06-05,1.41
2019-06-06,1.46
2019-06-07,1.5
2019-06-10,1.52
2019-06-11,1.39
2019-06-12,1.46
2019-06-13,1.48
2019-06-14,1.49
2019-06-17,1.5
2019-06-18,1.39
2019-06-19,1.47
2019-06-20,1.4
2019-06-21,1.39
2019-06-24,1.34
2019-06-25,1.52
2019-06-26,1.4
2019-06-27,1.39
2019-06-28,1.53
2019-07-01,1.36
2019-07-02,1.41
2019-07-03,1.5
2019-07-04,1.5
2019-07-05,1.35
2019-07-08,1.59
2019-07-09,1.5
2019-07-10,1.5
2019-07-12,1.48
2019-07-15,1.5
2019-07-16,1.47
2019-07-17,1.5
2019-07-18,1.43
2019-07-19,1.35
2019-07-22,1.45
2019-07-25,1.28
2019-07-26,1.25
2019-07-29,1.38
2019-07-30,1.48
2019-07-31,1.27
2019-08-01,1.49
2019-08-02,1.46
2019-08-05,1.53
2019-08-06,1.5
2019-08-07,1.5
2019-08-08,1.01
2019-08-09,1.03
2019-08-12,0.99
2019-08-14,0.9
2019-08-15,1.05
2019-08-16,0.97
2019-08-19,0.95
2019-08-20,0.99
2019-08-21,1.02
2019-08-22,0.94
2019-08-23,0.98
2019-08-26,0.88
2019-08-27,0.95
2019-08-28,1.05
2019-08-29,0.98
2019-08-30,0.92
2019-09-02,1.08
2019-09-03,0.97
2019-09-04,0.94
2019-09-05,0.95
2019-09-06,0.92
2019-09-09,1.01
2019-09-10,1.0
2019-09-11,0.98
2019-09-12,0.89
2019-09-13,1.0
2019-09-16,0.95
2019-09-17,0.97
2019-09-18,0.92
2019-09-19,0.96
2019-09-20,0.8
2019-09-23,0.99
2019-09-24,0.98
2019-09-25,0.95
2019-09-26,0.93
2019-09-27,1.0
2019-10-01,0.87
2019-10-02,0.82
2019-10-03,0.97
2019-10-04,0.91
2019-10-07,0.83
2019-10-08,1.03
2019-10-09,1.03
2019-10-11,1.0
2019-10-14,1.0
2019-10-15,0.85
2019-10-16,0.97
2019-10-17,0.97
2019-10-18,1.03
2019-10-21,1.0
2019-10-22,1.0
2019-10-23,1.05
2019-10-24,0.95
2019-10-25,0.96
2019-10-29,0.98
2019-10-30,1.0
2019-10-31,1.05
2019-11-01,1.05
2019-11-04,0.97
2019-11-05,1.0
2019-11-06,1.0
2019-11-07,0.98
2019-11-08,1.05
2019-11-11,0.95
2019-11-12,0.95
2019-11-13,0.97
2019-11-14,1.0
2019-11-15,1.0
2019-11-18,1.01
2019-11-19,1.0
2019-11-20,1.04
2019-11-21,1.02
2019-11-22,1.02
2019-11-25,1.0
2019-11-26,0.96
2019-11-27,0.99
2019-11-28,0.87
2019-11-29,0.94
2019-12-02,1.02
2019-12-03,1.02
2019-12-04,0.89
2019-12-05,1.05
2019-12-06,0.9
2019-12-09,0.96
2019-12-10,0.97
2019-12-11,0.91
2019-12-12,0.75
2019-12-13,1.01
2019-12-16,1.1
2019-12-17,0.79
2019-12-18,0.86
2019-12-19,0.95
2019-12-20,0.89
2019-12-23,1.06
2019-12-24,1.01
2019-12-27,0.85
2019-12-30,1.01
2019-12-31,0.99
2020-01-03,0.94
2020-01-06,1.0
2020-01-07,0.83
2020-01-09,0.99
2020-01-10,0.75
2020-01-13,0.85
2020-01-14,0.95
2020-01-15,0.91
2020-01-16,1.05
2020-01-17,0.96
2020-01-20,1.01
2020-01-21,0.94
2020-01-22,0.99
2020-01-23,0.75
2020-01-24,1.02
2020-01-27,0.93
2020-01-28,0.85
2020-01-29,0.75
2020-01-30,0.92
2020-01-31,0.96
2020-02-03,0.87
2020-02-04,0.9
2020-02-05,1.08
2020-02-10,1.01
2020-02-11,0.95
2020-02-12,0.84
2020-02-13,0.75
2020-02-14,0.95
2020-02-17,0.88
2020-02-18,1.0
2020-02-19,0.88
2020-02-20,1.02
2020-02-21,1.01
2020-02-24,0.88
2020-02-25,1.01
2020-02-26,0.75
2020-02-27,1.0
2020-02-28,0.89
2020-03-02,0.97
2020-03-03,0.92
2020-03-04,0.88
2020-03-05,0.89
2020-03-06,1.01
2020-03-09,0.9
2020-03-10,0.82
2020-03-11,0.88
2020-03-12,0.81
2020-03-13,0.8
2020-03-16,0.92
2020-03-17,0.19
2020-03-18,0.32
2020-03-19,0.22
2020-03-20,0.33
2020-03-23,0.25
2020-03-24,0.26
2020-03-25,0.21
2020-03-26,0.19
2020-03-27,0.1
2020-03-30,0.2
2020-03-31,0.27
2020-04-01,0.24
2020-04-02,0.23
2020-04-06,0.29
2020-04-07,0.16
2020-04-08,0.27
2020-04-14,0.3
2020-04-15,0.25
2020-04-20,0.28
2020-04-21,0.25
2020-04-28,0.3
2020-04-29,0.27
2020-04-30,0.28
2020-05-04,0.25
2020-05-05,0.16
2020-05-06,0.12
2020-05-07,0.25
2020-05-08,0.25
2020-05-11,0.27
2020-05-12,0.27
2020-05-15,0.23
2020-05-18,0.17
2020-05-19,0.28
2020-05-20,0.28
2020-05-21,0.24
2020-05-22,0.28
2020-05-26,0.28
2020-05-27,0.28
2020-05-28,0.28
2020-05-29,0.28
2020-06-02,0.28
2020-06-03,0.26
2020-06-04,0.27
2020-06-05,0.27
2020-06-09,0.28
2020-06-12,0.25
2020-06-17,0.28
2020-06-18,0.25
2020-06-19,0.0
2020-06-22,0.23
2020-06-23,0.22
2020-06-24,0.2
2020-06-25,0.2
2020-06-26,0.21
2020-06-29,0.22
2020-07-01,0.25
2020-07-02,0.18
2020-07-03,0.21
2020-07-08,0.23
2020-07-14,0.28
2020-07-17,0.28
2020-07-22,0.29
2020-07-23,0.3
2020-07-27,0.0
2020-07-29,0.25
2020-07-30,0.21
2020-07-31,0.0
2020-08-03,0.25
2020-08-04,0.23
2020-08-07,0.0
2020-08-10,0.25
2020-08-12,0.0
2020-08-13,0.1
2020-08-14,0.2
2020-08-17,0.1
2020-08-18,0.2
2020-08-19,0.05
2020-08-20,0.06
2020-08-24,0.25
2020-08-28,0.28
2020-09-01,0.3
2020-09-09,0.28
2020-09-15,0.28
2020-09-16,0.28
2020-09-21,0.25
2020-09-22,0.22
2020-09-23,0.25
2020-09-29,0.23
2020-10-07,0.2
2020-10-13,0.21
2020-10-14,0.22
2020-10-15,0.19
2020-10-16,0.18
2020-10-19,0.18
2020-10-20,0.23
2020-10-21,0.2
2020-10-23,0.23
2020-10-28,0.24
2020-10-29,0.18
2020-11-02,0.17
2020-11-04,0.25
2020-11-12,0.23
2020-11-16,0.22
2020-11-17,0.05
2020-11-20,0.23
2020-11-23,0.28
2020-11-24,0.27
2020-11-27,0.25
2020-12-02,0.23
2020-12-03,0.23
2020-12-04,0.23
2020-12-07,0.22
2020-12-08,0.24
2020-12-09,0.23
2020-12-14,0.23
2020-12-15,0.23
2020-12-16,0.23
2020-12-17,0.23
2020-12-18,0.23
2020-12-21,0.25
2020-12-22,0.22
2020-12-23,0.22
2020-12-24,0.21
2020-12-29,0.24
2020-12-30,0.25
2021-01-05,0.23
2021-01-06,0.23
2021-01-07,0.25
2021-01-08,0.23
2021-01-12,0.23
2021-01-13,0.24
2021-01-14,0.23
2021-01-21,0.23
2021-01-22,0.23
2021-01-26,0.25
2021-02-01,0.23
2021-02-02,0.23
2021-02-03,0.23
2021-02-04,0.23
2021-02-05,0.23
2021-02-10,0.25
2021-02-12,0.25
2021-02-15,0.26
2021-02-16,0.25
2021-02-24,0.23
2021-02-25,0.23
2021-03-01,0.23
2021-03-02,0.23
2021-03-03,0.23
2021-03-04,0.23
2021-03-05,0.23
2021-03-08,0.23
2021-03-09,0.25
2021-03-10,0.23
2021-03-12,0.2
2021-03-15,0.23
2021-03-16,0.23
2021-03-17,0.23
2021-03-18,0.23
2021-03-19,0.23
2021-03-22,0.23
2021-03-23,0.23
2021-03-24,0.23
2021-03-25,0.23
2021-03-26,0.23
2021-03-29,0.23
2021-03-30,0.22
2021-04-01,0.23
2021-04-21,0.24
2021-04-23,0.24
2021-04-27,0.24
2021-04-28,0.27
2021-05-06,0.22
2021-05-07,0.23
2021-05-10,0.23
2021-05-11,0.23
2021-05-12,0.2
2021-05-17,0.21
2021-05-18,0.21
2021-05-19,0.22
2021-05-20,0.22
2021-05-21,0.22
2021-05-24,0.24
2021-05-25,0.22
2021-05-26,0.22
2021-05-27,0.23
2021-05-28,0.23
2021-05-31,0.24
2021-06-01,0.23
2021-06-02,0.2
2021-06-03,0.23
2021-06-04,0.23
2021-06-08,0.23
2021-06-09,0.22
