session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-06-22,ADU,OPT,ADUN6 C0500,2026-07-02,C,0.5,0.198800000,3,
2026-06-22,ADU,OPT,ADUN6 C0510,2026-07-02,C,0.51,0.188800000,3,
2026-06-22,ADU,OPT,ADUN6 C0520,2026-07-02,C,0.52,0.178800000,3,
2026-06-22,ADU,OPT,ADUN6 C0530,2026-07-02,C,0.53,0.168800000,3,
2026-06-22,ADU,OPT,ADUN6 C0540,2026-07-02,C,0.54,0.158800000,3,
2026-06-22,ADU,OPT,ADUN6 C0550,2026-07-02,C,0.55,0.148800000,3,
2026-06-22,ADU,OPT,ADUN6 C0560,2026-07-02,C,0.56,0.138800000,3,
2026-06-22,ADU,OPT,ADUN6 C0570,2026-07-02,C,0.57,0.128800000,3,
2026-06-22,ADU,OPT,ADUN6 C0580,2026-07-02,C,0.58,0.118800000,3,
2026-06-22,ADU,OPT,ADUN6 C0590,2026-07-02,C,0.59,0.108800000,3,
2026-06-22,ADU,OPT,ADUN6 C0595,2026-07-02,C,0.595,0.103800000,3,
2026-06-22,ADU,OPT,ADUN6 C0600,2026-07-02,C,0.6,0.098900000,3,
2026-06-22,ADU,OPT,ADUN6 C0605,2026-07-02,C,0.605,0.093900000,3,
2026-06-22,ADU,OPT,ADUN6 C0610,2026-07-02,C,0.61,0.088900000,3,
2026-06-22,ADU,OPT,ADUN6 C0615,2026-07-02,C,0.615,0.083900000,3,
2026-06-22,ADU,OPT,ADUN6 C0620,2026-07-02,C,0.62,0.078900000,3,1
2026-06-22,ADU,OPT,ADUN6 C0625,2026-07-02,C,0.625,0.073900000,3,
2026-06-22,ADU,OPT,ADUN6 C0630,2026-07-02,C,0.63,0.068900000,3,3
2026-06-22,ADU,OPT,ADUN6 C0635,2026-07-02,C,0.635,0.063900000,3,
2026-06-22,ADU,OPT,ADUN6 C0640,2026-07-02,C,0.64,0.058900000,3,
2026-06-22,ADU,OPT,ADUN6 C0645,2026-07-02,C,0.645,0.053900000,3,
2026-06-22,ADU,OPT,ADUN6 C0650,2026-07-02,C,0.65,0.048900000,3,
2026-06-22,ADU,OPT,ADUN6 C0655,2026-07-02,C,0.655,0.043900000,3,
2026-06-22,ADU,OPT,ADUN6 C0660,2026-07-02,C,0.66,0.038900000,3,21
2026-06-22,ADU,OPT,ADUN6 C0665,2026-07-02,C,0.665,0.033900000,3,1
2026-06-22,ADU,OPT,ADUN6 C0670,2026-07-02,C,0.67,0.029000000,3,4
2026-06-22,ADU,OPT,ADUN6 C0675,2026-07-02,C,0.675,0.024000000,3,2
2026-06-22,ADU,OPT,ADUN6 C0680,2026-07-02,C,0.68,0.019100000,3,306
2026-06-22,ADU,OPT,ADUN6 C0682,2026-07-02,C,0.6825,0.016800000,3,
2026-06-22,ADU,OPT,ADUN6 C0685,2026-07-02,C,0.685,0.014400000,3,2
2026-06-22,ADU,OPT,ADUN6 C0687,2026-07-02,C,0.6875,0.012200000,3,
2026-06-22,ADU,OPT,ADUN6 C0690,2026-07-02,C,0.69,0.010000000,3,302
2026-06-22,ADU,OPT,ADUN6 C0692,2026-07-02,C,0.6925,0.008000000,3,1
2026-06-22,ADU,OPT,ADUN6 C0695,2026-07-02,C,0.695,0.006200000,3,68
2026-06-22,ADU,OPT,ADUN6 C0697,2026-07-02,C,0.6975,0.004600000,3,2
2026-06-22,ADU,OPT,ADUN6 C0700,2026-07-02,C,0.7,0.003200000,3,244
2026-06-22,ADU,OPT,ADUN6 C0702,2026-07-02,C,0.7025,0.002100000,3,131
2026-06-22,ADU,OPT,ADUN6 C0705,2026-07-02,C,0.705,0.001300000,3,908
2026-06-22,ADU,OPT,ADUN6 C0707,2026-07-02,C,0.7075,0.000800000,3,105
2026-06-22,ADU,OPT,ADUN6 C0710,2026-07-02,C,0.71,0.000500000,3,200
2026-06-22,ADU,OPT,ADUN6 C0712,2026-07-02,C,0.7125,0.000300000,3,1876
2026-06-22,ADU,OPT,ADUN6 C0715,2026-07-02,C,0.715,0.000200000,3,1913
2026-06-22,ADU,OPT,ADUN6 C0717,2026-07-02,C,0.7175,0.000100000,3,29
2026-06-22,ADU,OPT,ADUN6 C0720,2026-07-02,C,0.72,0.000100000,3,1936
2026-06-22,ADU,OPT,ADUN6 C0722,2026-07-02,C,0.7225,0.000050000,3,57
2026-06-22,ADU,OPT,ADUN6 C0725,2026-07-02,C,0.725,0.000050000,3,999
2026-06-22,ADU,OPT,ADUN6 C0730,2026-07-02,C,0.73,0.000050000,3,1024
2026-06-22,ADU,OPT,ADUN6 C0735,2026-07-02,C,0.735,0.000050000,3,298
2026-06-22,ADU,OPT,ADUN6 C0740,2026-07-02,C,0.74,0.000050000,3,178
2026-06-22,ADU,OPT,ADUN6 C0745,2026-07-02,C,0.745,0.000050000,3,209
2026-06-22,ADU,OPT,ADUN6 C0750,2026-07-02,C,0.75,0.000050000,3,189
2026-06-22,ADU,OPT,ADUN6 C0755,2026-07-02,C,0.755,0.000050000,3,67
2026-06-22,ADU,OPT,ADUN6 C0760,2026-07-02,C,0.76,0.000050000,3,23
2026-06-22,ADU,OPT,ADUN6 C0765,2026-07-02,C,0.765,0.000050000,3,65
2026-06-22,ADU,OPT,ADUN6 C0770,2026-07-02,C,0.77,0.000050000,3,26
2026-06-22,ADU,OPT,ADUN6 C0775,2026-07-02,C,0.775,0.000050000,3,
2026-06-22,ADU,OPT,ADUN6 C0780,2026-07-02,C,0.78,0.000050000,3,4017
2026-06-22,ADU,OPT,ADUN6 C0790,2026-07-02,C,0.79,0.000050000,3,2
2026-06-22,ADU,OPT,ADUN6 C0800,2026-07-02,C,0.8,0.000050000,3,1
2026-06-22,ADU,OPT,ADUN6 C0810,2026-07-02,C,0.81,0.000050000,3,
2026-06-22,ADU,OPT,ADUN6 C0820,2026-07-02,C,0.82,0.000050000,3,1
2026-06-22,ADU,OPT,ADUN6 C0830,2026-07-02,C,0.83,0.000050000,3,
2026-06-22,ADU,OPT,ADUN6 C0840,2026-07-02,C,0.84,0.000050000,3,
2026-06-22,ADU,OPT,ADUN6 C0850,2026-07-02,C,0.85,0.000050000,3,
2026-06-22,ADU,OPT,ADUN6 C0860,2026-07-02,C,0.86,0.000050000,3,1
2026-06-22,ADU,OPT,ADUN6 C0870,2026-07-02,C,0.87,0.000050000,3,
