session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-07-27,GBU,OPT,GBUQ6 C11000,2026-08-07,C,1.1,0.228500000,3,
2026-07-27,GBU,OPT,GBUQ6 C11100,2026-08-07,C,1.11,0.218600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11200,2026-08-07,C,1.12,0.208600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11300,2026-08-07,C,1.13,0.198600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11400,2026-08-07,C,1.14,0.188600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11500,2026-08-07,C,1.15,0.178600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11600,2026-08-07,C,1.16,0.168600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11700,2026-08-07,C,1.17,0.158600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11800,2026-08-07,C,1.18,0.148600000,3,
2026-07-27,GBU,OPT,GBUQ6 C11900,2026-08-07,C,1.19,0.138600000,3,
2026-07-27,GBU,OPT,GBUQ6 C12000,2026-08-07,C,1.2,0.128700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12100,2026-08-07,C,1.21,0.118700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12200,2026-08-07,C,1.22,0.108700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12300,2026-08-07,C,1.23,0.098700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12400,2026-08-07,C,1.24,0.088700000,3,1
2026-07-27,GBU,OPT,GBUQ6 C12450,2026-08-07,C,1.245,0.083700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12500,2026-08-07,C,1.25,0.078700000,3,1
2026-07-27,GBU,OPT,GBUQ6 C12550,2026-08-07,C,1.255,0.073700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12600,2026-08-07,C,1.26,0.068700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12650,2026-08-07,C,1.265,0.063700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12700,2026-08-07,C,1.27,0.058700000,3,
2026-07-27,GBU,OPT,GBUQ6 C12750,2026-08-07,C,1.275,0.053800000,3,
2026-07-27,GBU,OPT,GBUQ6 C12800,2026-08-07,C,1.28,0.048900000,3,5
2026-07-27,GBU,OPT,GBUQ6 C12850,2026-08-07,C,1.285,0.044000000,3,
2026-07-27,GBU,OPT,GBUQ6 C12900,2026-08-07,C,1.29,0.039000000,3,1
2026-07-27,GBU,OPT,GBUQ6 C12950,2026-08-07,C,1.295,0.034100000,3,
2026-07-27,GBU,OPT,GBUQ6 C13000,2026-08-07,C,1.3,0.029300000,3,9
2026-07-27,GBU,OPT,GBUQ6 C13050,2026-08-07,C,1.305,0.024500000,3,
2026-07-27,GBU,OPT,GBUQ6 C13100,2026-08-07,C,1.31,0.020000000,3,6
2026-07-27,GBU,OPT,GBUQ6 C13125,2026-08-07,C,1.3125,0.017800000,3,
2026-07-27,GBU,OPT,GBUQ6 C13150,2026-08-07,C,1.315,0.015700000,3,1
2026-07-27,GBU,OPT,GBUQ6 C13175,2026-08-07,C,1.3175,0.013700000,3,
2026-07-27,GBU,OPT,GBUQ6 C13200,2026-08-07,C,1.32,0.011800000,3,16
2026-07-27,GBU,OPT,GBUQ6 C13225,2026-08-07,C,1.3225,0.010000000,3,
2026-07-27,GBU,OPT,GBUQ6 C13250,2026-08-07,C,1.325,0.008400000,3,2
2026-07-27,GBU,OPT,GBUQ6 C13275,2026-08-07,C,1.3275,0.006900000,3,
2026-07-27,GBU,OPT,GBUQ6 C13300,2026-08-07,C,1.33,0.005500000,3,141
