,f,f_cum5,f_z5,f_cum21,f_z21,f_cum63,f_z63,I_level,f_invvol,corr63_f_invvol,r_EUR,beta_EUR,beta_loo_EUR,dbeta21_EUR,eps_EUR,E5_EUR,E21_EUR,E63_EUR,z21_EUR,beta_ols252_EUR,pc1_EUR,r_GBP,beta_GBP,beta_loo_GBP,dbeta21_GBP,eps_GBP,E5_GBP,E21_GBP,E63_GBP,z21_GBP,beta_ols252_GBP,pc1_GBP,r_JPY,beta_JPY,beta_loo_JPY,dbeta21_JPY,eps_JPY,E5_JPY,E21_JPY,E63_JPY,z21_JPY,beta_ols252_JPY,pc1_JPY,r_CHF,beta_CHF,beta_loo_CHF,dbeta21_CHF,eps_CHF,E5_CHF,E21_CHF,E63_CHF,z21_CHF,beta_ols252_CHF,pc1_CHF,r_CAD,beta_CAD,beta_loo_CAD,dbeta21_CAD,eps_CAD,E5_CAD,E21_CAD,E63_CAD,z21_CAD,beta_ols252_CAD,pc1_CAD,r_AUD,beta_AUD,beta_loo_AUD,dbeta21_AUD,eps_AUD,E5_AUD,E21_AUD,E63_AUD,z21_AUD,beta_ols252_AUD,pc1_AUD,r_NZD,beta_NZD,beta_loo_NZD,dbeta21_NZD,eps_NZD,E5_NZD,E21_NZD,E63_NZD,z21_NZD,beta_ols252_NZD,pc1_NZD,rank_EUR,rank_GBP,rank_JPY,rank_CHF,rank_CAD,rank_AUD,rank_NZD,D,D_mad,one_name_share,one_name_ccy,D_pct,band,S_pc1,eig_gap,pc1_rotation_cos21,loo_corr_min,desfase_us
1999-01-19,-0.001631073507,-0.0004047771892,,,,,,0.9970703432,-0.00141803889,,0.0003444119201,0.9318997906,0.554089837,,-0.00117558514,0.008537988507,,,,,-0.3455395749,0.00219983242,0.6916153397,0.4044617165,,0.001071756962,0.01794523149,,,,,-0.255807004,0.006079411038,2.286675018,1.39005418,,0.002349675995,-0.01201338593,,,,,-0.7443237097,0.0005318826283,1.158174593,0.5584303645,,-0.001357185267,0.013157628,,,,,-0.4311524112,-0.0008965629684,0.1309624633,-0.3024559506,,-0.001110172373,-0.01245075009,,,,,0.2479152539,0.0001804192447,0.7928578629,0.3536064936,,-0.001112790211,-0.003814774352,,,,,0.02523551136,0.002978120269,1.007814932,0.6919668942,,0.001334300033,-0.01136193762,,,,,-0.1147004284,,,,,,,,,,,,,,0.4176756049,2.644131305e-05,,0.8264338886,False
1999-01-20,-5.967046849e-05,0.003660508374,,,,,,0.9970108493,5.975640756e-05,,-0.00353585811,0.9275693852,0.5514759452,,-0.00359120661,-0.01112677588,,,,,-0.3634511327,-0.005533860773,0.6955632818,0.4092339276,,-0.00557536536,-0.00195111489,,,,,-0.2712227681,0.0006350803295,2.295330325,1.403178195,,0.0004981168937,-0.003810734794,,,,,-0.7102437906,-0.004972236187,1.153175242,0.5565350016,,-0.005041046694,-0.01618558942,,,,,-0.4544631619,0.002854662719,0.1268730135,-0.3033641735,,0.002847092147,0.01380402272,,,,,0.2675502289,0.009170932954,0.78875877,0.3518201181,,0.009123867348,0.01880554563,,,,,0.05880629455,0.001798972347,1.012729982,0.6980736613,,0.001738542274,0.0004646466468,,,,,-0.0911985267,,,,,,,,,,,,,,0.4145164837,2.354648514e-05,,0.8266333757,False
1999-01-21,-0.0008787418333,0.00103116231,,,,,,0.996135119,-0.0002720415082,,-0.0002592128584,0.9270704715,0.5459492024,,-0.001073868464,-0.006011775338,,,,,-0.3531595047,-0.001541538317,0.6947887159,0.3973043125,,-0.002152078227,-0.0006627870631,,,,,-0.2627282756,0.009285394399,2.295399526,1.403100154,,0.007268330811,0.01366742119,,,,,-0.7316626145,-0.0006335811164,1.152474907,0.5455539076,,-0.001646309029,-0.01182433713,,,,,-0.4408481817,0.005259219579,0.12726855,-0.3051986821,,0.00514738338,0.003221798988,,,,,0.2521661101,-0.006165122118,0.7900263168,0.3231122469,,-0.006859351292,0.003836603242,,,,,0.05472381442,0.0002060332652,1.012971512,0.6970665742,,-0.0006841071784,-0.002226923893,,,,,-0.09996236137,,,,,,,,,,,,,,0.4112488111,2.283873432e-05,,0.8258000591,False
1999-01-22,0.001833148776,0.000567470157,,,,,,0.9979628576,0.001134429951,,-0.0004321708006,0.9248096719,0.5439581141,,0.001263142917,-0.004567384805,,,,,-0.3204558282,0.002134126587,0.6902579771,0.3918341893,,0.003399472153,0.0001539163221,,,,,-0.2355817481,-0.0121781681,2.310701437,1.386172944,,-0.007942308589,-0.004842693982,,,,,-0.7877597247,0.002504138434,1.149008957,0.5423070061,,0.004610442797,-0.004383009057,,,,,-0.3938457189,0.0003668247903,0.1381052611,-0.3038543939,,0.0006199922806,0.01098844837,,,,,0.2197970986,-0.003399532028,0.7755854247,0.2940064944,,-0.001977768557,0.004256280628,,,,,0.01183186345,-0.001827260313,1.011531271,0.6959638891,,2.702699869e-05,-0.001605557481,,,,,-0.1329613118,,,,,,,,,,,,,,0.4106269524,2.136902632e-05,,0.8226130851,False
1999-01-25,0.0007795637785,4.322674511e-05,,,,,,0.9987411366,0.0007532585754,,0.00146861933,0.9191376432,0.5407283349,,0.002185145744,-0.002392371553,,,,,-0.3290315066,0.003755314624,0.6749929558,0.3754087127,,0.004281514683,0.001025300211,,,,,-0.2434415929,-0.0001224709021,2.346365653,1.390543423,,0.001706670772,0.003880485883,,,,,-0.7742701882,0.002532815493,1.128306182,0.5191268939,,0.003412402123,-2.169606968e-05,,,,,-0.4053730891,-0.004508344528,0.135321242,-0.3026982724,,-0.00440285299,0.003101442445,,,,,0.2314394199,-0.003566693153,0.784466415,0.3038397367,,-0.002955151551,-0.003781194262,,,,,0.02524554148,-0.005016187313,1.011409909,0.6983362773,,-0.004227728783,-0.001811966655,,,,,-0.1202133532,,,,,,,,,,,,,,0.4084449508,1.932011661e-05,,0.8170853096,False
1999-01-26,0.0006564433913,0.002330743644,,,,,,0.9993969689,0.0006624977411,,-0.0001726668398,0.9148424516,0.535121611,,0.0004278754416,-0.000788910971,,,,,-0.3289401507,0.001689131049,0.666577075,0.3609721797,,0.002126701164,0.002080244413,,,,,-0.2435132055,0.001949349872,2.343010967,1.387148455,,0.003487403937,0.005018213825,,,,,-0.7744844973,-0.003673983409,1.121598656,0.5088528869,,-0.002937717384,-0.001602228186,,,,,-0.405022065,0.0004518186896,0.1439756292,-0.3014042707,,0.0005463305399,0.004757945357,,,,,0.231384054,-0.004204490979,0.7902751544,0.3062397936,,-0.003685720076,-0.006354124127,,,,,0.02554298341,-0.0006342621212,1.019720066,0.6992192878,,3.512637728e-05,-0.003111140311,,,,,-0.1201647281,,,,,,,,,,,,,,0.4070831479,1.874075323e-05,,0.8176353985,False
1999-01-27,0.00328753331,0.005677947422,,,,,,1.002687926,0.003052912613,,-0.004586568553,0.91411315,0.5347310069,,-0.001581391123,0.001220904515,,,,,-0.3429875152,-0.003439121496,0.6629521728,0.3561389602,,-0.001259644146,0.006395965627,,,,,-0.2534770851,-0.005344948689,2.337066785,1.373856861,,0.002338236215,0.006858333146,,,,,-0.7517240782,-0.008324424886,1.126605913,0.5102147089,,-0.004620670421,-0.001181851913,,,,,-0.4291520543,0.0001380737922,0.1430444241,-0.3017127585,,0.0006083371013,0.002519190312,,,,,0.2356766877,-0.0003363441947,0.7965573605,0.3068562044,,0.002282364661,-0.01319562681,,,,,0.03585796279,-0.001119399141,1.019660194,0.6995034976,,0.002232767713,-0.002616914872,,,,,-0.1096314809,,,,,,,,,,,,,,0.4113681163,2.106165984e-05,,0.8163914798,False
1999-01-28,0.007171795292,0.01372848455,,,,,,1.009904847,0.006501024014,,-0.01037543638,0.9276383622,0.5565021977,,-0.003722603938,-0.001427830959,,,,,-0.3588390168,-0.004618368087,0.6737255698,0.3728272574,,0.0002134537826,0.008761497637,,,,,-0.2508734816,-0.01294963525,2.317068481,1.387316902,,0.00366790557,0.003257907905,,,,,-0.744289351,-0.01329369619,1.166125262,0.5536039477,,-0.004930484523,-0.004466027407,,,,,-0.4508587234,-0.001664779581,0.1378414808,-0.2943722763,,-0.0006762086977,-0.003304401766,,,,,0.1985107916,-0.007586644412,0.7770369105,0.2998312019,,-0.002013894756,-0.008350170278,,,,,-0.01148519852,0.0002859928521,1.000563934,0.6865081736,,0.007461832562,0.005529024868,,,,,-0.1073237416,,,,,,,,,,,,,,0.4266819059,3.226751676e-05,,0.8191864928,False
1999-01-29,-0.002357253045,0.009538082726,,,,,,1.007527049,-0.002724840775,,-0.002281303086,0.9905621416,0.6557347806,,-0.004616308711,-0.007307282587,,,,,-0.364103768,0.0003202303941,0.6701175258,0.4005429429,,-0.001259406184,0.0041026193,,,,,-0.2537879467,-0.001146443876,2.255069277,1.472973037,,-0.006462212797,0.004738003697,,,,,-0.7364086921,-0.001909233133,1.249466043,0.6967052699,,-0.004854540768,-0.01393101097,,,,,-0.457156906,0.004301847096,0.1492715463,-0.2387636512,,0.003949976289,2.558224255e-05,,,,,0.2063981442,0.007347646932,0.8110781009,0.3805575442,,0.005435730609,-0.0009366711127,,,,,1.95388722e-05,0.009868026991,0.8744353652,0.575867505,,0.007806761563,0.01330875943,,,,,-0.09554962857,,,,,,,,,,,,,,0.42033651,2.89462394e-05,,0.836849736,False
1999-02-01,-0.002143814322,0.006614704626,,,,,,1.005369412,-0.00185941476,,-0.004048944885,0.9644738873,0.6251323599,,-0.006116597818,-0.01560902615,,,,,-0.3610506707,-0.003180260887,0.6630002139,0.3962922387,,-0.004601610241,-0.004780505624,,,,,-0.25153269,0.005229393788,2.218549222,1.421575715,,0.0004732361933,0.003504569118,,,,,-0.7411375338,-0.001937929573,1.222031462,0.6672610016,,-0.004557738124,-0.02190115122,,,,,-0.4537460224,0.003920151763,0.1715941405,-0.2218386944,,0.003552285787,0.007980721019,,,,,0.2029190944,0.007349882977,0.8417971735,0.4026132558,,0.00554522614,0.007563706578,,,,,-0.004846053711,0.007674407071,0.9185539009,0.5986213352,,0.005705198063,0.02324168628,,,,,-0.1000188938,,,,,,,,,,,,,,0.4133615048,2.312790291e-05,,0.8407793012,False
1999-02-02,-0.006723503574,-0.0007652423392,,-0.001368455365,,,,0.9986324805,-0.005398598084,,-8.820286665e-05,0.932428619,0.5815874764,,-0.006357390018,-0.02239429161,,,,,-0.2370541591,0.002231983789,0.6388920676,0.3684406034,,-0.002063609311,-0.008970816099,,,,,-0.1753344222,0.02450890695,2.221028538,1.437048708,,0.009575813638,0.009592978819,,,,,-0.8614036442,0.005333891374,1.198153165,0.6413775243,,-0.002721895713,-0.02168532955,,,,,-0.3249180745,0.002484747503,0.1902048052,-0.2075831301,,0.001205904815,0.008640295295,,,,,0.08141652893,0.007828072368,0.8708489871,0.4217592871,,0.001972916091,0.01322234275,,,,,-0.1429925515,0.004765125898,0.9484438182,0.6180575028,,-0.001611739503,0.0215948204,,,,,-0.1959582908,,,,,,,,,,,,,,0.4356217165,3.479106961e-05,,0.841955381,False
1999-02-03,-0.002225896475,-0.006278672124,,0.002547238901,,,,0.9964121001,-0.001634438532,,0,0.8357507216,0.5066651023,,-0.001860294585,-0.02267319507,-0.03711495576,,,,-0.2171443362,-0.005357284948,0.6075104144,0.3609301232,,-0.006709540238,-0.01442071219,-0.009108250123,,,,-0.1505754961,0.006599646833,2.366649544,1.667485505,,0.001331729956,0.00858647256,-0.0009523351799,,,,-0.8672445515,0.001688714164,1.15676084,0.6547843381,,-0.0008861157121,-0.01795077484,-0.02775460611,,,,-0.3033544744,-0.004206842313,0.2085432022,-0.1576825854,,-0.004671037892,0.003360920302,0.006982618606,,,,0.07302304962,0.0074682101,0.9008514533,0.4901567035,,0.005463008025,0.01640298611,0.03526789818,,,,-0.1730604671,0.009388831491,0.923933825,0.6241350804,,0.007332250446,0.02669430313,0.03267963038,,,,-0.2252909605,7,5,4,6,3,1,2,0.02561318051,0.02680227093,0.2999665541,EUR,,,0.4334444349,3.466976994e-05,0.9740688734,0.8470631538,False
1999-02-04,0.004210084666,-0.00924038275,,0.007009605016,,,,1.000615922,0.003429698711,,-0.00654869597,0.826205653,0.4995578501,-0.01337865596,-0.003070300219,-0.02202089135,-0.03597904827,,,,-0.2482382296,-0.002062111991,0.5730841347,0.3160929761,0.04054184064,0.0003506207368,-0.01428354524,-0.01110869124,,,,-0.1637627431,-0.01275672345,2.373482576,1.687652722,0.3105066273,-0.002764160852,0.002154406137,0.004304719102,,,,-0.8482569517,-0.009174353892,1.152214229,0.6556830925,0.1491632681,-0.004323434434,-0.01734372475,-0.02826484988,,,,-0.3434470151,0.005180955844,0.1845763653,-0.1782042573,-0.191717247,0.005958037969,0.009995166969,0.002790479548,,,,0.106689536,-0.002679558853,0.9288818451,0.5096517383,-0.07539583842,0.00123111236,0.01964799323,0.03417964279,,,,-0.1509765975,-0.001430104347,0.9615551962,0.6437546152,-0.2197199946,0.00261812444,0.02185059501,0.03407774794,,,,-0.1997179183,7,5,3,6,4,1,2,0.02555849018,0.03105532942,0.283094161,EUR,,,0.4461833721,4.144862586e-05,0.9673291329,0.8482565947,False
1999-02-05,-0.006279099114,-0.01316222882,,-0.000772061826,,,,0.9943526403,-0.00657091766,,0.002571493326,0.855682024,0.5364182664,0.01831829438,-0.002801418913,-0.02020600155,-0.03054126531,,,,-0.2398164457,0.00387782924,0.5697180056,0.3215191212,0.03593451762,0.0003005134151,-0.01272362564,-0.004589038028,,,,-0.1597234413,0.0002240744074,2.400019861,1.761659868,0.3412785446,-0.01484588817,-0.00622926924,-0.01939527676,,,,-0.8485819355,0.002883710382,1.193721296,0.7088267283,0.1926834294,-0.004611783953,-0.01710096794,-0.02184751958,,,,-0.3330386528,0.01360494254,0.1273763116,-0.2176358376,-0.2542758744,0.01280513406,0.01885032474,0.01834616942,,,,0.07777284101,0.01675287065,0.9170625695,0.5134260519,-0.08843957576,0.01099454388,0.0252068065,0.03460495321,,,,-0.1838250207,0.004038773252,0.936419932,0.6279942006,-0.2454993359,-0.001841100313,0.01220273313,0.02342197705,,,,-0.2147794126,7,4,5,6,3,1,2,0.02357357103,0.02293520745,0.3078419065,AUD,,,0.4284258492,3.716159356e-05,0.967360257,0.8521587056,True
1999-02-08,0.001196101313,-0.009822313184,,0.001560074142,,,,0.9955426984,0.00108508103,,-0.004082000521,0.8178369223,0.521281645,-0.04610513042,-0.003103784705,-0.01719318844,-0.03498207506,,,,-0.2486594531,-0.004517635466,0.5737777201,0.3425544737,0.01993230017,-0.003831339182,-0.01195335458,-0.00509289077,,,,-0.167480518,-0.003065462138,2.19946287,1.496869412,0.1692834626,-0.0004346817113,-0.007137187145,-0.01475577331,,,,-0.8452875703,-0.004456649292,1.131419499,0.6805447187,0.09480350638,-0.003103356944,-0.01564658676,-0.02776340975,,,,-0.3432736375,-0.001693226617,0.3003642209,-0.09677004617,-0.09016081003,-0.001333960578,0.01396407837,0.01746393784,,,,0.08220509652,-0.0003744305228,1.065590742,0.6485370819,0.09418322215,0.0009001239627,0.02056170432,0.03060249686,,,,-0.1761237382,0.009816695367,0.9115480257,0.6261390325,-0.2419365508,0.01090699916,0.01740453423,0.03452771418,,,,-0.1999840913,7,4,5,6,3,2,1,0.02583432894,0.02267051898,0.2619381311,EUR,,,0.4234192696,3.504657186e-05,0.9613105636,0.8673708853,False
1999-02-09,0.00123397392,-0.001864835691,,0.006140220852,,,,0.9967719304,0.0004742648814,,0.007706313881,0.8260450892,0.526595672,-0.0412491565,0.008725631978,-0.002110166445,-0.01560501977,,,,-0.2092202276,0.004372735897,0.5839099536,0.3477316065,0.03840721711,0.005093265551,-0.004796479716,0.002501862382,,,,-0.1409755558,-0.008512564905,2.200612415,1.501432089,0.1831550189,-0.005797066577,-0.02251006736,-0.03538175971,,,,-0.8630793252,0.008893183496,1.139626535,0.686207172,0.0959589508,0.01029945292,-0.002625238125,-0.00833140894,,,,-0.29539069,-0.005302868964,0.3038919692,-0.09341847722,-0.08550048554,-0.004927874199,0.007830299358,0.0113335978,,,,0.04583449438,-0.01058161888,1.063210304,0.6471507945,0.07951102074,-0.009269645097,0.009319143132,0.01748571725,,,,-0.2209544397,-0.005212997961,0.8827037346,0.55402933,-0.2702825655,-0.004123764574,0.01489250916,0.02799701099,,,,-0.2308019549,6,4,7,5,3,2,1,0.01996099992,0.01498385487,0.4488448347,JPY,,,0.410740277,2.396606803e-05,0.9447436479,0.8674271621,False
1999-02-10,0.001811254454,0.002172315238,,0.001107142878,,,,0.998578974,0.001870587877,,0.000793825841,0.8015875346,0.4759456588,0.0133715061,0.002245704833,0.001995832974,-0.01450967569,,,,-0.1986777168,-0.005408862635,0.569633759,0.3264367439,0.04270254801,-0.004377110952,-0.002464050431,0.001881069138,,,,-0.1420996501,-0.005498398725,2.216861332,1.501972743,0.08931118068,-0.001483098764,-0.02532489608,-0.02139535942,,,,-0.866015801,0.003046501845,1.110757631,0.6165533956,0.1348918404,0.005058366551,0.003319244139,-0.007696801309,,,,-0.2792905466,0.0007348096411,0.3177045793,-0.08829185554,-0.08061521339,0.001310253475,0.01381159072,0.0100880434,,,,0.0397406184,-0.0004021762379,1.089192703,0.6395049467,0.07693155242,0.001570628896,0.005426764002,0.01394321629,,,,-0.2272752063,-0.005944480905,0.8942624616,0.559876097,-0.2765934142,-0.004324744039,0.003235514671,0.01768950758,,,,-0.2431356435,6,4,7,5,3,2,1,0.01383665857,0.01206214716,0.3415691852,JPY,,,0.4101019912,2.408256432e-05,0.9781313833,0.8594467209,False
1999-02-11,-0.0008458973763,-0.002883666804,,0.004386201534,,,,0.9977346358,-6.381633712e-05,,-0.002648540438,0.7921350302,0.4672670461,0.02018526861,-0.003318605381,0.001747527811,-0.03390183885,,,,-0.1670028512,-0.005663834559,0.5880576676,0.338397615,0.008011582227,-0.006161270997,-0.008975942165,-0.01860118288,,,,-0.1142378833,0.007963678504,2.223103914,1.51585337,-0.1231871855,0.006083160736,-0.01647757449,-0.007607664433,,,,-0.8753077484,-0.002836457379,1.089466217,0.5894173611,0.1761530155,-0.003758033993,0.003884644579,-0.03575700603,,,,-0.2404929512,0.002973607823,0.3121895283,-0.09040657554,-0.04999077233,0.00270952752,0.01056308028,0.03620525157,,,,0.01090721191,0.005466717267,1.082581693,0.6353629786,0.1426209365,0.004550964253,0.008746615896,0.03199063318,,,,-0.2590252928,0.0006661104159,0.91246595,0.5727083846,-0.173792845,-0.0001057421372,0.0005116480944,0.02767180744,,,,-0.2604729739,6,5,4,7,1,2,3,0.02910996025,0.0281493416,0.2209845312,CAD,,,0.4082562097,2.230145466e-05,0.9550517193,0.8592248107,False
