session,root,type,symbol,expiry,right,strike,settle,settle_flag,oi
2026-09-22,6S,FUT,6SZ6,2026-12-14,,,1.229500000,3,133154
2026-09-22,6S,FUT,6SH7,2027-03-15,,,1.243350000,3,318
2026-09-22,6S,FUT,6SM7,2027-06-14,,,1.257350000,3,19
2026-09-22,6S,FUT,6SU7,2027-09-13,,,1.271200000,3,
2026-09-22,6S,FUT,6SZ7,2027-12-13,,,1.284300000,3,2
2026-09-22,6S,FUT,6SH8,2028-03-13,,,1.297600000,3,
2026-09-22,6S,FUT,6SM8,2028-06-16,,,1.311700000,3,2
2026-09-22,6S,FUT,6SU8,2028-09-18,,,1.326000000,3,
2026-09-22,6S,FUT,6SZ8,2028-12-18,,,1.338250000,3,
2026-09-22,6S,FUT,6SH9,2029-03-19,,,1.350600000,3,
2026-09-22,6S,FUT,6SM9,2029-06-15,,,1.362700000,3,
2026-09-22,6S,FUT,6SU9,2029-09-17,,,1.375900000,3,
2026-09-22,6S,FUT,6SZ9,2029-12-17,,,1.388950000,3,
2026-09-22,6S,FUT,6SH0,2030-03-18,,,1.402200000,3,
2026-09-22,6S,FUT,6SM0,2030-06-17,,,1.415700000,3,
2026-09-22,6S,FUT,6SU0,2030-09-16,,,1.429500000,3,
2026-09-22,6S,FUT,6SZ0,2030-12-16,,,1.443550000,3,
2026-09-22,6S,FUT,6SH1,2031-03-17,,,1.457900000,3,
2026-09-22,6S,FUT,6SM1,2031-06-16,,,1.472550000,3,
2026-09-22,6S,FUT,6SU1,2031-09-15,,,1.487450000,3,
